Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Dur	Nep	Ratio	Inter	startTime
1	1	0	3	2	0	0	0	0	2	0	1	0	1	1	4	4	2	3	0	0	2	0	0	0	500
4	3	1	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	530
3	2	1	3	0	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	605
1	3	0	3	2	2	1	1	1	2	1	3	3	2	3	1	1	1	1	0	0	3	0	0	0	435
1	3	0	3	2	2	1	0	0	1	2	3	3	2	3	1	1	1	1	0	0	0	0	0	0	450
1	2	2	3	1	3	2	1	1	2	0	5	5	4	3	4	3	0	4	0	0	3	0	0	0	412
4	1	0	3	1	1	1	0	1	1	0	1	2	1	0	4	5	5	5	0	0	0	0	0	0	536
0	1	0	3	1	0	2	0	1	1	0	5	5	5	5	0	0	2	1	0	0	1	0	0	0	550
1	1	0	3	0	1	1	1	1	2	0	5	5	4	4	4	3	3	1	0	0	2	0	0	0	475
2	3	1	3	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	420
1	4	1	3	1	1	1	1	1	0	0	3	4	4	4	2	3	0	3	0	0	2	0	0	0	480
0	3	0	3	0	1	0	1	1	2	2	5	5	5	5	0	0	0	0	0	0	4	0	0	0	565
0	3	0	3	0	1	0	0	1	2	2	5	5	5	5	0	0	0	0	0	0	4	0	0	0	565
4	4	0	3	1	1	1	1	1	0	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	510
3	2	0	3	2	3	2	1	1	2	0	1	0	0	0	5	5	5	5	0	0	3	0	0	0	490
2	1	0	3	1	1	0	1	0	2	0	3	2	3	1	3	2	0	4	0	0	4	0	0	0	445
2	1	0	3	1	0	1	0	1	2	0	5	4	4	5	0	1	0	0	0	0	3	0	0	0	540
4	3	0	3	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	496
1	3	1	3	1	1	1	1	1	2	1	5	4	4	5	1	1	3	1	0	0	1	0	0	0	505
4	2	1	3	1	0	2	1	1	2	0	2	0	0	1	0	0	0	4	0	0	4	0	0	0	500
3	3	0	3	0	2	1	1	1	2	2	1	1	0	0	0	0	5	5	0	0	3	0	0	0	440
3	3	0	3	0	2	1	0	1	2	2	1	1	0	0	0	0	5	5	0	0	2	0	0	0	535
2	3	1	3	0	1	2	1	1	2	1	4	4	1	2	4	4	4	4	0	0	0	0	0	0	560
4	2	3	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	465
4	2	3	3	1	1	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	439
2	3	1	3	0	2	2	1	1	2	1	3	3	1	2	4	3	3	3	0	0	4	0	0	0	540
2	3	1	3	0	2	2	0	1	1	2	3	3	1	2	4	3	3	3	0	0	4	0	0	0	495
3	3	3	3	1	2	2	1	1	2	1	1	1	0	1	0	0	0	1	0	0	3	1	2	1	440
4	3	1	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	455
2	2	0	3	2	2	1	1	1	1	0	2	1	1	2	0	0	4	4	0	0	0	0	0	0	495
0	1	0	3	1	0	0	1	0	2	0	5	5	4	5	2	1	2	0	0	0	1	0	0	0	570
1	2	2	3	1	2	1	1	1	2	0	5	4	4	4	4	1	2	3	0	0	1	0	0	0	540
4	3	0	3	1	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	645
4	3	0	3	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	505
4	3	3	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	475
4	3	0	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	1	4	3	495
3	2	0	3	2	2	1	1	1	2	0	1	0	0	1	0	0	5	0	0	0	3	0	0	0	430
3	4	0	3	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	0	0	480
4	2	0	3	2	3	2	1	1	0	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	535
4	2	0	3	1	3	2	0	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	475
3	2	2	3	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	450
4	2	1	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	510
1	2	1	3	1	3	2	1	1	2	0	5	4	4	4	4	4	1	3	0	0	1	1	0	3	530
3	3	1	3	1	1	2	1	1	1	1	0	0	0	0	5	5	5	5	0	0	4	1	1	2	487
0	2	0	3	0	3	1	1	1	2	0	5	5	5	5	1	1	1	0	0	0	4	0	0	0	480
3	3	0	3	0	2	2	1	1	2	2	1	0	0	0	5	5	5	5	0	0	4	0	0	0	605
3	3	0	3	0	2	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	0	0	0	520
2	3	0	3	0	3	1	0	1	2	2	4	4	1	2	4	4	4	4	0	0	1	0	0	0	490
2	3	0	3	0	3	1	1	1	2	2	4	4	1	2	4	4	4	4	0	0	2	0	0	0	450
0	3	0	3	1	3	1	1	1	2	1	5	4	4	5	1	3	1	2	0	0	3	0	0	0	490
0	3	0	3	1	3	1	0	1	1	2	5	4	4	5	1	3	1	2	0	0	3	0	0	0	490
2	3	2	3	1	1	1	1	1	2	1	4	4	1	1	1	3	2	4	0	0	2	0	0	0	525
2	1	0	3	1	3	0	1	1	2	2	1	0	0	2	4	5	2	1	0	0	2	0	0	0	485
1	2	0	3	1	3	1	0	0	0	2	2	0	0	2	0	3	4	0	0	0	0	0	0	0	545
0	1	0	3	2	3	0	0	1	2	0	5	5	5	5	1	1	0	0	0	0	3	0	0	0	500
3	3	1	3	0	1	1	1	1	2	1	0	4	4	1	4	4	2	4	0	0	4	0	0	0	445
3	2	1	3	0	1	1	1	1	2	0	1	1	0	1	0	0	0	1	0	0	4	0	0	0	450
0	2	0	3	0	2	1	0	1	0	2	5	5	5	5	1	1	2	0	0	0	2	0	0	0	540
1	1	0	3	0	2	1	0	1	2	0	5	4	4	4	3	3	3	1	0	0	3	0	0	0	480
2	3	0	3	2	3	1	1	1	2	1	1	2	1	1	5	5	5	3	0	0	4	0	0	0	385
2	3	0	3	1	3	1	0	0	1	2	1	2	1	1	5	5	5	3	0	0	4	0	0	0	405
1	3	0	3	2	1	2	1	1	2	2	1	5	4	1	4	0	0	2	0	0	1	0	0	0	626
1	3	0	3	1	1	2	0	1	2	2	1	5	4	1	4	0	0	2	0	0	2	1	3	0	515
0	1	0	3	1	0	0	1	1	2	0	5	5	5	5	0	0	0	0	0	0	3	0	0	0	405
2	2	0	3	2	2	1	0	1	2	0	4	4	2	4	4	3	3	1	0	0	0	0	0	0	535
3	2	1	3	0	3	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	530
2	1	0	3	0	2	0	0	0	2	0	2	3	2	2	1	1	2	2	0	0	4	0	0	0	495
4	1	0	3	1	1	1	1	1	2	0	3	4	4	2	4	4	3	4	0	0	3	0	0	0	520
0	1	0	3	1	0	0	1	0	2	0	3	4	4	5	1	4	3	0	0	0	3	0	0	0	525
0	3	0	3	1	3	1	1	1	2	1	5	5	5	5	1	3	2	0	0	0	3	0	0	0	565
4	1	0	3	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	445
3	2	0	3	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	1	1	1	475
3	2	0	3	2	3	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	525
2	3	1	3	0	2	2	0	1	1	2	3	3	3	2	3	3	0	4	0	0	3	0	0	0	480
2	3	1	3	0	2	2	1	1	2	1	3	3	3	2	3	3	0	4	0	0	4	0	0	0	400
2	3	2	3	1	2	2	0	1	1	2	3	3	4	1	0	0	0	3	0	0	1	0	0	0	535
4	1	0	3	0	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	450
1	2	1	3	0	2	1	1	1	2	0	1	4	4	2	3	1	2	2	0	0	2	1	1	0	480
0	1	0	3	0	1	1	0	1	2	1	5	5	5	5	0	1	1	1	0	0	1	0	0	0	585
0	3	1	3	1	3	1	1	1	2	1	5	5	5	5	0	3	2	0	0	0	2	0	0	0	585
1	2	0	3	3	1	2	1	1	1	0	5	4	3	4	1	3	2	2	0	0	1	0	0	0	465
3	3	2	3	1	1	2	1	1	2	1	5	4	2	2	4	3	3	4	0	0	1	0	0	0	435
3	3	2	3	1	1	2	0	1	1	2	5	4	2	2	4	3	3	4	0	0	1	1	3	0	524
2	3	1	3	1	2	1	1	1	2	1	4	4	4	3	0	2	2	3	0	0	2	1	2	1	510
4	3	0	3	2	3	1	1	1	1	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	515
4	3	0	3	1	3	1	0	1	1	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	505
3	1	0	3	0	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	463
2	1	0	3	0	0	1	1	1	2	0	3	4	3	2	4	4	4	0	0	0	1	0	0	0	492
2	2	2	3	1	3	1	1	1	2	0	0	3	2	1	4	4	4	2	0	0	1	0	0	0	450
3	3	0	3	0	2	2	1	1	2	2	2	4	4	2	4	4	3	4	0	0	2	0	0	0	445
3	3	0	3	0	2	2	0	1	2	2	2	4	4	2	4	4	3	4	0	0	3	0	0	0	485
1	1	3	3	1	1	1	0	1	2	2	5	4	4	4	3	3	2	2	0	0	4	0	0	0	465
3	3	3	3	1	3	2	0	1	1	2	4	4	2	2	3	3	2	1	0	0	2	1	2	1	505
0	3	0	3	0	3	2	1	1	2	2	5	5	5	5	0	3	2	0	0	0	3	0	0	0	495
3	4	0	3	2	2	1	0	1	0	0	3	1	0	2	0	4	3	0	0	0	0	0	0	0	539
1	1	0	3	1	2	1	1	1	2	1	5	4	4	4	4	3	2	4	0	0	1	1	1	3	485
4	3	2	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	490
4	3	2	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	605
2	2	1	3	1	3	2	0	1	2	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	480
2	2	1	3	1	3	2	1	1	0	2	1	1	1	1	0	0	0	1	0	0	4	0	0	0	555
3	3	0	3	1	2	1	1	1	1	2	1	0	0	1	0	5	5	4	0	0	2	0	0	0	450
3	3	0	3	1	2	1	0	1	2	1	1	0	0	1	0	5	5	4	0	0	4	0	0	0	450
4	1	0	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	555
3	1	0	3	0	2	1	1	1	2	0	0	0	0	0	5	5	5	4	0	0	2	0	0	0	410
2	2	2	3	1	2	1	0	1	2	0	3	2	1	2	0	0	2	4	0	0	2	0	0	0	505
0	2	0	3	0	1	0	1	1	2	0	5	5	4	5	1	1	1	1	0	0	4	0	0	0	475
0	2	0	3	0	1	0	0	1	0	2	5	5	4	5	1	1	1	1	0	0	4	0	0	0	475
2	2	0	3	2	3	2	1	1	2	0	3	4	3	3	0	0	0	0	0	0	1	1	3	2	530
2	2	0	3	2	3	1	1	1	2	0	2	2	2	0	4	3	3	4	0	0	3	0	0	0	510
4	1	0	3	1	0	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	490
2	3	0	3	1	3	2	1	1	2	2	2	2	0	2	2	1	2	0	0	0	4	0	0	0	495
2	3	0	3	1	3	2	0	1	2	2	2	2	0	2	2	1	2	0	0	0	2	0	0	0	360
2	2	0	3	1	1	1	0	1	1	0	2	2	0	2	2	1	2	0	0	0	0	0	0	0	410
2	2	0	3	2	2	1	1	1	2	0	3	1	1	4	2	1	2	2	0	0	1	0	0	0	500
4	3	0	3	2	3	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	0	0	0	455
4	3	0	3	2	3	1	0	1	1	2	1	0	0	0	5	5	5	5	0	0	3	0	0	0	460
4	3	0	3	2	3	1	0	0	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	460
4	3	0	3	2	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	465
4	2	0	3	2	1	2	1	1	2	0	0	0	0	0	5	0	5	5	0	0	4	0	0	0	525
4	2	0	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	410
3	1	0	3	0	1	0	0	1	2	0	1	0	0	1	5	0	5	2	0	0	1	1	2	2	510
4	3	0	3	0	3	2	1	1	2	2	1	0	0	0	5	5	5	5	0	0	4	0	0	0	390
2	3	0	3	2	3	2	1	1	2	2	3	3	2	2	4	3	3	3	0	0	4	0	0	0	420
2	3	0	3	1	3	2	0	1	2	2	3	3	2	2	4	3	3	3	0	0	1	0	0	0	480
3	2	3	3	1	3	2	1	1	2	0	1	1	0	0	4	4	3	4	0	0	1	0	0	0	630
4	2	0	3	2	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	405
2	4	0	3	2	3	0	1	1	0	0	3	4	3	3	3	2	2	4	0	0	1	0	0	0	650
2	2	3	3	1	0	1	1	1	2	0	4	3	3	3	2	1	2	3	0	0	3	0	0	0	390
3	1	0	3	0	2	1	0	1	2	0	3	1	1	2	2	2	2	4	0	0	3	0	0	0	480
4	2	1	3	0	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	435
4	3	2	3	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	0	0	0	545
0	3	0	3	0	2	1	1	1	2	1	4	4	4	5	1	1	1	0	0	0	2	0	0	0	465
4	3	0	3	2	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	1	1	1	520
4	2	3	3	1	2	2	0	1	0	1	1	0	0	0	0	5	5	4	0	0	1	0	0	0	525
4	1	0	3	0	0	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	450
2	1	0	3	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	435
4	3	3	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	515
4	3	3	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	1	3	4	480
4	3	1	3	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	480
2	2	3	3	1	1	1	1	1	1	0	3	2	1	1	3	3	2	4	0	0	1	0	0	0	570
3	3	2	3	1	2	2	1	1	2	1	2	0	1	2	0	4	3	4	0	0	3	0	0	0	440
3	3	2	3	1	2	2	0	1	1	2	2	0	1	2	0	4	3	4	0	0	0	0	0	0	505
3	3	2	3	1	2	0	1	1	2	1	1	0	0	0	5	5	5	5	0	0	4	1	3	1	395
2	2	0	3	2	3	1	1	1	2	0	3	1	0	2	3	3	4	4	0	0	2	0	0	0	515
4	2	0	3	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	540
2	2	2	3	1	2	1	1	1	2	0	3	2	4	2	0	1	4	0	0	0	2	0	0	0	450
0	1	0	3	1	2	1	1	1	2	0	5	4	4	5	1	0	0	0	0	0	0	0	0	0	495
1	2	0	3	2	1	2	1	1	2	0	5	4	4	5	1	1	1	2	0	0	2	1	2	2	495
4	3	0	3	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	430
0	1	0	3	0	3	1	1	1	2	2	3	4	4	4	4	4	0	4	0	0	1	0	0	0	635
3	3	1	3	0	2	1	1	1	2	2	1	1	1	2	4	0	3	4	0	0	2	0	0	0	545
3	3	1	3	1	2	1	0	1	2	2	1	1	1	2	4	0	3	4	0	0	2	0	0	0	545
3	3	2	3	1	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	1	0	0	0	580
1	2	0	3	2	1	1	1	1	2	0	5	4	4	5	3	2	2	1	0	0	3	0	0	0	495
2	4	3	3	1	1	2	1	1	0	0	1	3	2	2	1	0	2	1	0	0	1	1	0	2	500
4	2	2	3	1	1	1	1	1	2	0	1	0	0	0	0	5	5	4	0	0	4	0	0	0	535
2	1	0	3	1	3	1	1	1	2	0	4	4	3	3	0	0	1	3	0	0	0	0	0	0	555
3	1	0	3	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	470
3	2	1	3	1	3	2	1	1	2	0	0	2	0	0	5	4	4	5	0	0	0	0	0	0	510
0	3	0	3	1	2	1	0	1	2	1	5	5	5	5	0	1	1	0	0	0	2	1	1	2	495
3	3	1	3	1	3	2	1	1	2	1	0	3	0	0	5	5	5	5	0	0	3	0	0	0	540
3	3	1	3	1	3	2	0	1	1	2	0	3	0	0	5	5	5	5	0	0	0	0	0	0	520
0	3	0	3	0	2	1	1	1	2	2	5	5	4	5	1	0	2	1	0	0	3	0	0	0	480
0	3	0	3	0	2	1	0	1	2	2	5	5	4	5	1	0	2	1	0	0	0	0	0	0	500
3	4	0	3	2	2	1	1	1	0	0	3	3	1	1	4	3	3	4	0	0	4	0	0	0	420
0	2	0	3	2	3	2	1	1	2	0	5	4	5	5	1	1	1	1	0	0	0	0	0	0	541
4	3	0	3	0	3	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	2	1	2	2	505
3	3	0	3	0	1	2	0	1	2	2	1	0	0	1	2	2	5	3	0	0	0	0	0	0	550
3	2	2	3	1	3	1	1	1	2	0	3	1	0	2	4	4	3	4	0	0	0	0	0	0	485
4	1	0	3	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	500
3	3	3	3	1	3	1	0	1	2	2	1	0	1	1	4	5	5	4	0	0	4	0	0	0	485
3	3	3	3	1	3	1	1	1	2	2	1	0	1	1	4	5	5	4	0	0	4	0	0	0	482
4	2	2	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	390
3	3	0	3	1	3	2	0	1	2	2	1	0	1	1	4	5	5	5	0	0	2	0	0	0	500
0	3	0	3	1	2	1	1	1	2	1	5	5	4	5	3	3	0	0	0	0	3	0	0	0	525
4	2	3	3	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	465
0	1	0	3	0	3	1	0	1	2	2	5	5	4	4	0	0	0	0	0	0	4	0	0	0	528
3	3	0	3	2	3	1	1	1	2	2	1	0	0	1	0	0	2	3	0	0	4	0	0	0	510
3	3	0	3	2	3	1	0	1	2	2	1	0	0	1	0	0	2	3	0	0	2	1	1	3	515
2	4	0	3	3	2	2	0	1	0	0	1	0	0	1	4	4	4	5	0	0	1	0	0	0	585
4	3	1	3	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	505
4	3	1	3	0	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	510
3	3	1	3	0	3	1	1	1	2	1	1	1	0	1	5	0	0	2	0	0	3	0	0	0	465
2	1	0	3	2	3	1	0	1	2	1	1	0	0	1	5	5	2	2	0	0	4	0	0	0	500
4	2	1	3	0	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	510
4	3	0	3	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	475
2	3	3	3	1	2	1	1	1	2	1	3	2	1	2	0	0	2	4	0	0	3	0	0	0	495
3	1	0	3	1	2	1	0	1	2	2	1	0	0	0	5	5	5	5	0	0	1	0	0	0	535
1	1	0	3	1	1	0	0	0	2	2	3	4	1	1	4	4	4	5	0	0	1	1	1	2	540
1	2	2	3	1	2	1	1	1	2	0	4	4	4	4	1	1	2	2	0	0	2	0	0	0	450
3	3	0	3	1	3	2	0	1	2	2	1	1	0	0	0	0	5	5	0	0	2	0	0	0	495
2	3	1	3	1	2	1	1	1	2	2	3	3	2	2	4	3	3	3	0	0	3	0	0	0	490
2	3	1	3	0	2	1	0	1	2	2	3	3	2	2	4	3	3	3	0	0	3	0	0	0	475
4	3	1	3	1	2	1	1	1	2	1	1	4	2	2	4	5	4	4	0	0	4	0	0	0	470
3	1	0	3	1	2	0	0	0	2	2	1	0	0	1	5	3	5	4	0	0	2	0	0	0	530
4	1	0	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	430
3	2	1	3	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	510
4	2	3	3	1	2	1	0	1	0	2	1	0	0	0	4	5	5	5	0	0	0	0	0	0	525
2	1	0	3	1	2	1	0	1	2	0	3	2	1	1	3	3	2	4	0	0	2	0	0	0	486
0	3	1	3	1	3	1	0	1	2	1	5	5	5	5	1	1	1	1	0	0	1	1	1	1	484
4	3	1	3	1	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	3	0	0	0	435
1	3	3	3	1	1	1	1	1	2	2	4	4	4	4	1	3	2	4	0	0	0	0	0	0	660
1	3	3	3	1	1	1	0	1	2	2	4	4	4	4	1	3	2	4	0	0	3	0	0	0	450
3	1	0	3	0	1	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	530
4	3	0	3	1	1	1	0	0	2	2	2	4	0	0	0	0	5	5	0	0	3	0	0	0	440
3	1	0	3	1	1	1	1	1	2	1	3	3	2	2	2	1	2	3	0	0	4	0	0	0	445
2	1	0	3	0	2	1	1	1	2	0	2	2	0	2	2	1	2	0	0	0	3	0	0	0	412
4	2	0	3	2	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	420
2	2	0	3	0	2	2	1	1	2	0	2	1	0	0	4	4	5	5	0	0	2	0	0	0	610
3	2	1	3	1	1	1	1	1	0	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	630
3	2	1	3	1	1	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	537
4	2	0	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	400
3	1	0	3	0	0	1	1	1	2	0	1	0	0	1	4	3	3	4	0	0	4	0	0	0	435
3	2	3	3	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	472
3	3	2	3	1	2	1	1	1	2	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	570
3	3	2	3	1	2	1	0	1	1	2	1	1	1	1	1	0	1	1	0	0	1	0	0	0	480
1	3	1	3	0	0	1	0	1	1	2	1	3	2	2	4	4	4	0	0	0	0	0	0	0	510
2	3	0	3	1	3	1	1	1	2	2	0	0	1	1	5	5	3	5	0	0	3	0	0	0	515
2	3	0	3	0	3	1	0	1	2	2	0	0	1	1	5	5	3	5	0	0	2	0	0	0	530
2	1	0	3	1	2	1	1	1	2	0	4	4	1	2	2	1	2	3	0	0	4	0	0	0	415
3	1	0	3	1	0	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	480
2	2	1	3	1	3	1	1	1	2	0	4	4	1	1	1	4	4	3	0	0	4	0	0	0	595
1	1	0	3	1	3	1	1	1	2	0	1	2	1	2	4	5	4	4	0	0	3	0	0	0	480
3	3	0	3	2	1	1	1	0	2	2	1	1	0	1	0	0	4	0	0	0	3	0	0	0	495
2	2	0	3	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	360
2	3	1	3	0	1	2	1	1	2	1	3	4	2	2	4	2	4	3	0	0	3	0	0	0	448
0	3	0	3	1	3	1	0	1	2	2	5	5	5	5	0	2	0	1	0	0	2	1	1	0	540
0	3	0	3	1	3	1	1	1	2	2	5	5	5	5	0	2	0	1	0	0	4	0	0	0	500
0	3	1	3	0	2	1	1	1	2	1	4	4	4	5	1	1	1	0	0	0	4	0	0	0	575
3	1	0	3	1	3	1	1	1	2	1	3	3	1	1	4	3	3	4	0	0	1	1	1	2	499
0	2	0	3	0	1	0	0	1	2	0	5	5	4	5	3	1	2	0	0	0	1	0	0	0	525
0	2	0	3	0	1	0	1	1	0	2	5	5	4	5	3	1	2	0	0	0	2	0	0	0	500
2	2	0	3	1	3	1	0	1	2	0	3	5	4	4	2	1	2	3	0	0	3	1	2	2	510
1	1	0	3	0	1	1	1	1	2	2	3	4	4	4	0	0	2	0	0	0	2	0	0	0	455
0	1	0	3	1	1	0	0	1	2	0	5	5	5	5	1	1	1	0	0	0	1	1	2	1	575
1	2	0	3	1	2	1	1	1	2	0	5	4	4	4	0	3	0	0	0	0	4	0	0	0	450
3	3	3	3	1	3	2	1	1	2	1	1	0	0	1	3	0	5	4	0	0	4	0	0	0	520
3	3	3	3	1	3	2	0	1	1	2	1	0	0	1	3	0	5	4	0	0	4	1	0	1	578
4	1	1	3	0	3	1	0	1	2	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	600
1	1	0	3	2	0	0	0	0	1	1	5	4	4	2	4	3	3	4	0	0	2	0	0	0	535
4	2	0	3	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	415
3	3	2	3	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	430
3	1	0	3	1	0	1	1	1	2	0	1	1	0	0	5	0	5	5	0	0	4	0	0	0	460
3	3	1	3	0	1	2	1	1	2	1	2	1	0	1	2	1	4	3	0	0	3	0	0	0	440
0	3	0	3	2	1	1	0	0	1	2	4	4	4	5	1	2	2	2	0	0	1	0	0	0	510
4	3	1	3	0	1	2	1	1	2	1	1	0	0	1	4	5	5	5	0	0	3	0	0	0	510
4	3	1	3	0	1	2	0	1	1	2	1	0	0	1	4	5	5	5	0	0	0	0	0	0	628
4	3	2	3	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	495
3	2	1	3	1	0	2	1	1	2	0	1	1	0	1	0	0	0	1	0	0	4	0	0	0	415
2	1	0	3	0	0	0	0	0	2	0	1	4	4	3	4	3	3	4	0	0	1	0	0	0	455
4	3	0	3	2	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	440
4	3	0	3	2	1	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	455
3	2	0	3	1	0	1	1	1	2	0	1	0	0	1	5	0	5	2	0	0	2	0	0	0	475
0	1	0	3	2	3	1	0	1	2	2	5	4	4	5	1	1	1	0	0	0	4	0	0	0	380
1	1	0	3	1	1	0	0	1	2	0	1	1	1	1	4	5	5	5	0	0	3	0	0	0	495
4	1	0	3	1	0	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	510
4	3	3	3	1	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	4	0	0	0	520
4	2	1	3	0	2	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	485
4	2	3	3	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	400
3	2	1	3	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	450
3	2	1	3	1	1	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	535
3	2	3	3	1	3	2	0	1	0	2	1	1	0	1	0	0	0	1	0	0	2	0	0	0	510
3	3	0	3	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	435
3	2	0	3	1	2	2	0	1	2	0	1	1	0	1	0	0	0	1	0	0	2	0	0	0	480
4	2	0	3	2	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	465
3	3	2	3	1	0	2	0	1	1	2	1	0	0	0	5	5	5	3	0	0	0	0	0	0	510
