Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Dur	Nep	Ratio	Inter	startTime
2	3	1	0	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	450
2	3	3	0	1	1	1	1	1	2	1	3	3	2	3	4	3	3	2	0	0	2	0	0	0	420
2	3	3	0	1	1	1	0	1	1	2	3	3	2	3	4	3	3	2	0	0	0	0	0	0	545
3	3	2	0	0	1	2	1	1	2	1	4	4	2	2	2	2	2	1	0	0	1	0	0	0	440
1	3	1	0	0	3	1	1	1	2	1	3	4	2	2	4	3	2	4	0	0	0	0	0	0	490
0	2	1	0	1	1	1	1	1	2	0	5	5	5	5	2	2	2	1	0	0	4	1	4	0	475
2	2	1	0	1	3	2	1	1	2	0	2	3	1	2	2	1	1	3	0	0	4	0	0	0	500
1	1	0	0	1	2	1	1	1	2	1	4	4	4	3	4	4	2	4	0	0	2	0	0	0	515
1	3	2	0	1	3	1	0	1	1	2	5	4	4	5	1	1	3	1	0	0	1	0	0	0	525
1	3	2	0	1	3	1	1	1	2	1	5	4	4	5	1	1	3	1	0	0	2	0	0	0	450
1	3	3	0	1	2	1	1	1	1	1	4	4	4	4	3	3	3	4	0	0	1	0	0	0	540
0	3	0	0	0	2	2	0	1	2	2	5	4	4	5	2	3	2	0	0	0	3	0	0	0	465
0	1	0	0	1	3	0	1	0	2	2	5	5	5	5	0	1	1	0	0	0	3	0	0	0	460
3	3	3	0	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	0	0	0	495
4	3	2	0	1	2	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	495
2	2	3	0	2	3	2	1	1	2	0	1	1	0	2	2	2	5	0	0	0	2	1	3	2	470
0	1	0	0	1	1	1	1	1	2	0	5	5	4	5	3	3	2	0	0	0	1	0	0	0	630
0	1	0	0	1	2	1	1	1	2	0	5	5	5	5	1	2	1	1	0	0	3	0	0	0	440
4	3	0	0	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	1	2	2	480
1	1	0	0	0	2	1	1	1	2	1	5	4	2	4	2	2	2	0	0	0	2	0	0	0	460
3	3	1	0	1	1	2	1	1	2	2	1	0	0	0	0	0	0	5	0	0	2	0	0	0	360
2	3	0	0	1	3	2	0	1	2	2	3	4	2	2	4	3	3	3	0	0	4	0	0	0	450
2	3	0	0	1	3	2	1	1	2	2	3	4	2	2	4	3	3	3	0	0	4	0	0	0	700
4	2	0	0	2	3	2	1	1	2	0	1	2	1	2	3	4	4	4	0	0	2	0	0	0	520
1	2	0	0	1	2	1	0	0	1	0	1	0	0	0	5	5	5	5	0	0	1	0	0	0	445
0	3	1	0	0	1	2	0	1	2	2	5	5	5	5	0	1	1	0	0	0	4	0	0	0	445
0	3	1	0	0	1	2	1	1	2	2	5	5	5	5	0	1	1	0	0	0	4	0	0	0	540
0	1	0	0	1	2	1	1	1	2	2	3	5	4	5	1	1	1	1	0	0	2	0	0	0	530
2	3	0	0	0	3	1	1	1	2	2	3	3	3	4	2	2	2	3	0	0	2	1	2	2	515
2	3	0	0	0	3	1	0	0	2	2	3	3	3	4	2	2	2	3	0	0	3	0	0	0	530
3	3	2	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	505
2	3	3	0	2	3	1	1	1	2	2	4	4	4	3	0	0	0	4	0	0	2	0	0	0	440
2	3	3	0	1	3	1	0	1	2	2	4	4	4	3	0	0	0	4	0	0	2	0	0	0	440
3	3	0	0	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	440
3	3	0	0	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	495
3	3	0	0	1	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	450
3	3	0	0	1	2	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	465
4	1	0	0	2	0	0	0	1	2	0	2	4	0	0	0	0	5	5	0	0	2	0	0	0	535
3	3	0	0	0	3	1	0	1	1	2	1	1	0	0	0	0	5	5	0	0	2	0	0	0	540
3	3	0	0	0	3	1	1	1	2	1	1	1	0	0	0	0	5	5	0	0	3	0	0	0	595
3	2	0	0	2	3	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	0	1	3	0	649
3	2	0	0	2	3	2	1	1	2	0	1	0	0	0	0	0	5	5	0	0	2	0	0	0	420
4	3	0	0	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	480
3	2	0	0	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	535
3	2	0	0	1	2	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	530
4	3	0	0	0	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	510
2	2	0	0	2	3	2	1	1	2	0	3	4	3	2	3	3	3	3	0	0	2	0	0	0	485
3	3	0	0	0	3	2	1	1	2	2	4	4	4	1	4	1	2	4	0	0	3	0	0	0	451
3	3	0	0	0	3	2	0	1	2	2	4	4	4	1	4	1	2	4	0	0	1	1	1	2	470
1	1	0	0	0	1	1	1	1	2	2	3	4	3	4	3	3	2	4	0	0	4	0	0	0	450
0	1	0	0	1	0	1	1	1	2	2	5	5	5	5	0	3	0	0	0	0	1	0	0	0	600
1	3	2	0	1	2	2	0	1	1	2	1	1	3	1	3	4	4	4	0	0	1	0	0	0	530
1	2	2	0	1	2	2	1	1	2	0	3	3	2	2	4	3	5	4	0	0	3	0	0	0	440
3	3	0	0	1	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	1	0	0	0	540
4	3	2	0	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	370
2	2	0	0	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	440
3	3	0	0	0	1	1	0	1	2	2	1	0	0	0	5	5	5	5	0	0	3	0	0	0	483
4	3	1	0	0	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	415
4	3	1	0	0	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	525
2	2	2	0	1	2	1	1	1	2	0	4	4	1	1	1	3	2	4	0	0	0	1	2	3	600
2	3	2	0	1	3	1	1	1	2	1	2	2	1	2	4	3	4	4	0	0	1	0	0	0	510
4	3	1	0	0	1	1	0	1	1	2	1	0	0	0	5	5	5	5	0	0	2	0	0	0	525
3	2	1	0	1	2	1	1	1	2	0	1	0	0	1	0	0	5	3	0	0	1	0	0	0	490
2	1	0	0	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	480
1	3	3	0	1	1	1	0	1	2	2	5	4	3	4	3	4	4	3	0	0	2	0	0	0	490
0	1	0	0	0	1	1	0	1	2	2	5	5	4	5	0	0	1	0	0	0	1	0	0	0	420
2	3	0	0	1	2	2	0	1	2	2	1	1	0	1	2	2	5	3	0	0	0	0	0	0	475
1	2	0	0	1	2	1	0	1	2	0	1	3	3	2	4	5	3	5	0	0	3	0	0	0	445
0	1	0	0	0	0	1	1	1	2	1	3	4	4	4	1	3	0	0	0	0	4	0	0	0	520
3	2	1	0	0	1	1	1	1	2	0	3	4	4	1	4	4	3	4	0	0	2	0	0	0	495
4	2	2	0	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	395
1	1	2	0	0	0	0	0	0	1	1	5	4	4	4	2	3	2	3	0	0	1	0	0	0	520
3	2	0	0	0	1	2	1	1	2	0	1	0	0	1	3	5	5	4	0	0	2	0	0	0	510
1	3	0	0	0	3	2	1	1	2	2	2	4	3	2	4	3	3	4	0	0	2	0	0	0	482
1	3	0	0	0	3	2	0	1	2	2	2	4	3	2	4	3	3	4	0	0	2	0	0	0	480
3	2	0	0	1	2	2	1	1	2	0	1	1	1	1	5	4	4	5	0	0	4	0	0	0	410
0	2	1	0	1	3	1	1	1	2	0	5	4	4	5	4	3	2	2	0	0	3	1	1	0	465
1	3	1	0	1	3	1	1	1	2	1	4	4	2	3	0	0	0	4	0	0	2	0	0	0	540
1	3	1	0	1	3	1	0	1	1	2	4	4	2	3	0	0	0	4	0	0	4	1	4	3	457
1	3	0	0	1	3	1	1	1	2	2	5	5	4	4	1	1	0	2	0	0	1	0	0	0	580
0	3	0	0	0	3	2	1	1	2	2	0	0	2	0	5	4	2	3	0	0	2	0	0	0	510
0	3	0	0	0	3	2	0	1	2	2	0	0	2	0	5	4	2	3	0	0	2	0	0	0	575
4	2	3	0	1	2	1	0	1	2	0	0	0	0	0	4	5	4	5	0	0	2	0	0	0	420
2	2	1	0	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	450
4	2	1	0	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	495
3	2	0	0	0	1	2	1	1	2	0	1	0	0	1	0	1	5	0	0	0	4	0	0	0	536
1	3	2	0	1	1	2	1	1	2	1	4	4	1	3	3	4	4	4	0	0	4	1	4	3	501
1	3	2	0	1	1	2	0	1	1	2	4	4	1	3	3	4	4	4	0	0	0	0	0	0	503
1	4	0	0	3	3	1	0	0	0	0	5	4	3	3	0	1	3	0	0	0	2	0	0	0	505
4	3	1	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	375
2	3	0	0	1	2	2	0	1	1	1	0	0	3	0	5	5	0	5	0	0	2	1	3	4	570
2	3	0	0	1	2	2	1	1	1	1	0	0	3	0	5	5	0	5	0	0	0	0	0	0	485
4	2	0	0	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	1	2	1	440
3	2	2	0	1	3	2	1	1	2	0	1	1	0	1	4	3	5	4	0	0	2	0	0	0	570
3	2	2	0	1	3	2	0	1	0	2	1	1	0	1	4	3	5	4	0	0	1	0	0	0	480
3	3	2	0	1	1	2	1	1	2	2	1	0	0	0	5	5	5	3	0	0	1	0	0	0	630
3	3	2	0	1	1	2	0	1	2	2	1	0	0	0	5	5	5	3	0	0	1	0	0	0	510
0	1	0	0	1	1	1	0	1	2	2	5	5	4	5	1	0	2	2	0	0	3	0	0	0	517
2	1	0	0	1	0	1	1	1	2	0	3	4	2	2	2	0	2	3	0	0	1	0	0	0	465
4	3	1	0	1	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	370
3	3	1	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	510
3	3	1	0	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	540
2	1	0	0	1	3	1	1	1	2	2	3	0	0	1	1	3	5	4	0	0	3	0	0	0	520
1	1	0	0	1	1	0	0	0	2	2	4	3	2	4	1	1	2	1	0	0	4	0	0	0	440
1	2	0	0	2	2	1	1	1	2	0	1	1	2	0	4	5	5	5	0	0	3	0	0	0	440
3	2	2	0	1	3	2	1	1	2	0	1	0	0	0	5	1	5	1	0	0	0	0	0	0	495
3	3	0	0	0	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	500
3	3	0	0	0	1	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	500
3	3	1	0	0	2	2	0	1	1	2	1	0	0	1	0	0	0	4	0	0	2	0	0	0	475
2	3	0	0	0	3	1	0	1	2	2	5	4	4	4	2	0	0	4	0	0	3	0	0	0	455
3	3	0	0	1	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	440
3	3	0	0	2	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	450
3	3	2	0	1	1	1	0	1	1	2	3	3	2	2	2	1	2	3	0	0	1	0	0	0	445
4	3	3	0	1	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	515
4	3	3	0	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	455
2	2	3	0	1	3	2	1	1	2	0	2	2	0	2	2	1	2	0	0	0	2	0	0	0	530
3	3	0	0	1	1	2	1	1	2	2	1	0	0	0	0	0	5	5	0	0	3	0	0	0	475
3	3	0	0	1	1	2	0	1	2	2	1	0	0	0	0	0	5	5	0	0	2	0	0	0	480
3	1	0	0	1	1	1	0	1	2	2	2	1	0	1	0	0	1	2	0	0	2	0	0	0	520
4	3	1	0	1	2	1	1	1	2	1	1	1	0	0	1	0	5	5	0	0	4	0	0	0	425
4	3	1	0	1	2	1	0	1	1	2	1	1	0	0	1	0	5	5	0	0	2	0	0	0	515
2	3	0	0	2	3	2	1	1	2	2	2	2	1	1	4	4	3	4	0	0	4	0	0	0	425
2	3	0	0	2	3	2	0	1	2	2	2	2	1	1	4	4	3	4	0	0	2	0	0	0	475
3	2	3	0	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	496
4	3	0	0	1	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	375
2	1	0	0	1	1	1	1	1	2	2	1	4	4	2	5	0	0	4	0	0	4	0	0	0	565
2	3	0	0	0	2	1	1	1	2	1	1	4	1	2	4	4	4	4	0	0	2	0	0	0	550
4	3	3	0	1	3	1	1	1	2	1	0	0	2	0	5	5	3	5	0	0	2	0	0	0	525
4	3	3	0	1	3	1	0	0	1	2	0	0	2	0	5	5	3	5	0	0	2	1	2	1	500
4	3	0	0	0	2	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	0	0	0	565
3	3	0	0	2	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	430
3	3	0	0	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	420
2	3	0	0	1	3	2	1	1	2	2	3	3	2	3	3	3	3	4	0	0	4	0	0	0	509
2	3	0	0	0	3	2	0	1	2	2	3	3	2	3	3	3	3	4	0	0	4	0	0	0	484
4	2	2	0	1	1	2	1	1	2	0	1	0	0	0	5	4	5	5	0	0	4	0	0	0	400
2	3	0	0	2	3	2	1	1	2	1	0	3	2	1	4	4	4	2	0	0	2	1	1	2	525
3	3	3	0	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	475
3	3	3	0	1	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	490
4	3	2	0	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	440
4	3	1	0	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	545
4	3	0	0	2	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	430
3	3	0	0	0	2	1	1	1	2	2	1	1	1	1	3	3	5	4	0	0	4	0	0	0	525
3	3	0	0	0	2	1	0	1	2	2	1	1	1	1	3	3	5	4	0	0	2	0	0	0	520
1	3	0	0	0	2	1	0	1	2	2	3	1	0	2	4	3	4	1	0	0	3	0	0	0	510
1	3	2	0	1	2	1	0	1	1	2	0	1	1	1	5	5	3	4	0	0	0	0	0	0	475
0	1	0	0	0	1	0	0	1	2	2	5	5	5	5	0	0	0	0	0	0	1	0	0	0	490
1	3	1	0	0	3	2	1	1	2	2	3	2	2	1	3	3	0	0	0	0	4	0	0	0	435
1	3	1	0	0	3	2	0	1	2	2	3	2	2	1	3	3	0	0	0	0	3	0	0	0	495
2	3	2	0	1	1	1	1	1	2	1	1	4	1	2	4	4	4	4	0	0	2	0	0	0	415
2	3	0	0	1	2	1	1	1	2	1	3	1	1	2	4	3	3	3	0	0	4	0	0	0	450
1	3	2	0	0	2	1	0	1	2	1	1	1	1	1	4	5	5	5	0	0	2	0	0	0	470
4	2	3	0	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	485
4	2	1	0	1	3	2	1	1	0	1	3	2	2	1	4	4	3	4	0	0	2	0	0	0	485
4	3	2	0	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	510
4	3	1	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	1	0	3	410
4	2	0	0	3	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	480
4	2	0	0	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	456
2	3	0	0	0	3	1	1	1	2	2	1	3	2	1	2	2	4	3	0	0	3	0	0	0	505
2	3	0	0	0	3	1	0	1	2	2	1	3	2	1	2	2	4	3	0	0	2	0	0	0	490
3	3	0	0	0	3	2	1	1	2	1	1	0	0	1	0	0	0	4	0	0	4	0	0	0	495
2	1	0	0	0	0	0	0	1	1	1	4	4	3	3	0	0	0	3	0	0	1	0	0	0	475
4	4	0	0	2	2	2	0	0	0	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	470
0	1	0	0	1	2	2	0	1	2	0	5	4	4	5	2	1	2	0	0	0	0	0	0	0	645
2	2	0	0	2	3	2	0	1	2	0	2	1	0	1	0	0	5	0	0	0	3	0	0	0	510
1	1	0	0	0	2	1	0	1	2	0	5	4	4	4	0	0	0	0	0	0	2	0	0	0	510
2	2	0	0	1	1	1	1	1	2	0	1	0	0	1	1	5	3	4	0	0	4	0	0	0	440
2	3	0	0	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	540
2	3	0	0	1	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	540
0	1	0	0	1	1	0	1	1	2	1	5	5	5	5	1	0	0	0	0	0	2	0	0	0	420
3	3	0	0	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	540
1	3	0	0	0	2	1	1	1	2	1	5	4	3	3	2	4	3	3	0	0	3	0	0	0	482
0	1	0	0	1	2	1	1	1	2	1	5	5	5	5	0	0	0	0	0	0	0	0	0	0	540
2	3	0	0	0	2	1	1	1	2	2	1	0	0	1	4	4	4	5	0	0	2	0	0	0	540
2	3	0	0	0	2	1	0	1	2	2	1	0	0	1	4	4	4	5	0	0	2	0	0	0	540
3	1	0	0	2	0	0	1	1	2	0	1	0	0	0	5	5	5	5	0	0	3	0	0	0	465
2	1	0	0	2	2	1	0	1	1	0	4	4	2	2	2	3	2	3	0	0	1	0	0	0	510
0	3	0	0	1	2	2	0	1	2	1	5	5	5	5	3	3	2	4	0	0	1	0	0	0	690
2	1	0	0	1	3	1	1	1	2	0	3	3	1	4	3	2	3	4	0	0	4	0	0	0	565
2	2	0	0	2	3	1	1	1	2	0	3	2	1	3	3	3	2	4	0	0	3	0	0	0	475
3	2	2	0	1	0	1	1	1	2	0	1	0	0	1	4	0	5	0	0	0	3	0	0	0	445
2	1	0	0	0	1	2	1	1	2	0	0	3	2	1	4	4	4	2	0	0	2	0	0	0	510
3	2	1	0	0	2	2	1	1	2	0	1	0	0	1	4	3	3	4	0	0	3	0	0	0	405
2	3	2	0	1	2	1	1	1	2	2	3	1	0	1	2	2	5	4	0	0	2	0	0	0	533
0	1	0	0	1	3	1	1	1	2	0	3	5	4	4	2	3	3	0	0	0	2	0	0	0	530
2	3	0	0	0	1	1	1	1	2	2	4	3	2	3	3	3	3	4	0	0	2	0	0	0	510
2	3	0	0	0	1	1	0	1	2	2	4	3	2	3	3	3	3	4	0	0	3	0	0	0	470
2	2	0	0	2	2	1	0	0	1	0	4	3	2	3	3	3	3	4	0	0	1	1	3	0	540
0	1	0	0	1	1	0	0	0	2	0	5	5	5	5	1	1	1	1	0	0	3	0	0	0	505
4	2	0	0	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	1	2	555
4	1	0	0	0	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	495
3	3	0	0	0	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	435
3	3	0	0	0	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	575
3	2	2	0	1	1	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	1	3	1	360
4	2	1	0	0	1	2	0	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	465
4	3	3	0	1	2	2	1	1	1	1	0	0	0	0	5	5	5	5	0	0	0	0	0	0	480
4	3	3	0	1	2	2	0	1	1	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	465
2	3	3	0	1	3	2	1	1	2	1	2	2	1	1	4	4	3	4	0	0	2	0	0	0	460
2	3	3	0	1	3	2	0	1	1	2	2	2	1	1	4	4	3	4	0	0	2	0	0	0	475
1	1	0	0	0	3	1	0	1	1	1	4	4	4	5	2	2	2	3	0	0	2	0	0	0	515
0	1	0	0	1	3	1	0	1	2	1	5	5	5	5	2	1	2	3	0	0	1	1	0	3	510
4	2	2	0	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	415
4	2	1	0	0	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	1	0	3	372
3	2	0	0	2	1	1	0	1	1	0	1	0	0	0	5	5	5	5	0	0	3	0	0	0	475
3	3	1	0	1	1	1	1	1	2	1	3	4	2	2	0	1	1	4	0	0	4	1	4	3	500
3	3	1	0	1	1	1	0	1	1	2	3	4	2	2	0	1	1	4	0	0	1	1	2	0	510
2	3	0	0	1	3	2	1	1	2	2	2	2	0	2	2	1	2	0	0	0	3	0	0	0	475
0	3	0	0	1	1	1	1	1	1	2	1	0	0	1	4	3	5	1	0	0	1	0	0	0	457
0	1	2	0	1	3	1	0	1	2	2	1	0	0	1	4	3	5	1	0	0	2	0	0	0	510
2	2	0	0	2	2	1	1	1	2	0	3	4	3	3	0	0	0	0	0	0	3	0	0	0	410
4	3	0	0	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	475
3	1	0	0	1	1	1	0	1	2	1	1	0	0	1	4	3	3	4	0	0	2	0	0	0	480
1	3	1	0	1	2	2	1	1	2	1	1	4	4	2	4	5	2	4	0	0	3	0	0	0	510
1	3	1	0	0	2	2	0	1	1	2	1	4	4	2	4	5	2	4	0	0	4	0	0	0	470
3	3	2	0	1	3	1	1	1	2	1	1	1	1	1	4	1	5	3	0	0	2	0	0	0	475
4	3	2	0	1	3	1	1	1	1	2	1	4	2	2	4	5	4	4	0	0	2	0	0	0	570
4	3	2	0	1	3	1	0	1	2	1	1	4	2	2	4	5	4	4	0	0	2	0	0	0	530
4	1	0	0	0	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	420
3	2	2	0	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	455
3	3	1	0	1	2	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	0	0	0	420
1	1	0	0	1	2	1	0	1	2	1	0	1	2	0	5	4	4	5	0	0	2	0	0	0	507
2	3	1	0	1	1	2	1	1	2	1	4	4	2	2	0	0	2	0	0	0	3	0	0	0	400
3	3	0	0	1	2	2	0	1	2	2	1	0	0	1	0	0	0	4	0	0	4	0	0	0	420
3	3	0	0	1	2	2	1	1	2	2	1	0	0	1	0	0	0	4	0	0	4	0	0	0	450
4	2	0	0	2	3	1	0	0	0	2	1	0	0	0	4	5	5	5	0	0	0	0	0	0	695
4	2	0	0	1	3	1	1	1	2	0	1	0	0	0	4	5	5	5	0	0	2	0	0	0	500
0	2	0	0	2	3	2	0	1	1	0	5	4	4	5	2	0	2	0	0	0	1	0	0	0	510
0	3	0	0	0	3	2	0	1	2	2	5	5	4	5	0	0	0	0	0	0	4	0	0	0	511
3	3	0	0	2	1	2	1	1	2	1	1	2	0	1	2	4	4	5	0	0	4	0	0	0	470
3	3	0	0	2	1	2	0	1	1	2	1	2	0	1	2	4	4	5	0	0	1	0	0	0	495
2	3	0	0	1	3	2	0	1	1	2	5	4	3	4	4	3	3	0	0	0	0	0	0	0	487
3	2	0	0	2	1	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	480
1	3	0	0	1	3	2	1	1	2	2	5	5	4	4	4	3	3	4	0	0	3	0	0	0	420
1	3	0	0	1	3	2	0	1	2	2	5	5	4	4	4	3	3	4	0	0	4	0	0	0	450
0	2	0	0	2	2	1	1	1	2	0	5	5	4	5	2	1	2	3	0	0	3	0	0	0	450
1	3	2	0	1	3	2	1	1	2	1	1	0	1	1	3	4	2	3	0	0	3	0	0	0	540
1	3	2	0	1	3	2	0	1	1	2	1	0	1	1	3	4	2	3	0	0	1	0	0	0	515
3	3	2	0	1	3	2	1	1	2	1	1	0	0	1	3	3	5	4	0	0	2	0	0	0	525
3	3	2	0	1	3	2	0	1	1	2	1	0	0	1	3	3	5	4	0	0	0	0	0	0	478
3	2	0	0	2	2	1	1	1	1	0	1	1	0	1	4	3	4	4	0	0	0	0	0	0	480
4	3	0	0	0	3	2	0	1	2	2	0	1	0	0	5	5	5	5	0	0	4	0	0	0	410
1	1	0	0	1	2	1	0	1	1	2	1	4	2	3	4	4	4	0	0	0	1	0	0	0	465
4	2	0	0	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	520
4	3	2	0	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	430
3	3	3	0	1	2	1	1	1	2	1	0	4	0	0	4	4	5	5	0	0	2	0	0	0	450
2	3	0	0	1	2	1	0	1	1	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	510
3	2	1	0	0	1	1	1	1	2	0	1	1	0	1	4	4	4	4	0	0	3	0	0	0	400
2	3	1	0	1	2	2	0	1	1	2	1	1	0	1	3	3	5	4	0	0	3	0	0	0	560
2	3	1	0	1	2	2	1	1	2	1	1	1	0	1	3	3	5	4	0	0	4	0	0	0	452
3	1	0	0	1	3	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	518
0	2	0	0	1	3	2	1	1	2	0	3	1	3	2	0	5	5	4	0	0	3	0	0	0	468
0	3	3	0	1	3	0	1	1	2	1	3	5	4	4	2	3	3	0	0	0	2	0	0	0	550
0	3	3	0	1	3	0	0	1	1	2	3	5	4	4	2	3	3	0	0	0	0	0	0	0	570
3	2	1	0	0	1	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	3	0	0	0	470
2	2	1	0	1	1	1	1	1	2	0	2	4	3	2	4	4	4	4	0	0	4	0	0	0	420
0	3	3	0	1	3	1	1	1	2	1	5	5	5	5	1	1	1	1	0	0	4	0	0	0	495
0	3	3	0	1	3	1	0	1	1	2	5	5	5	5	1	1	1	1	0	0	1	0	0	0	540
1	3	1	0	1	3	1	1	1	2	1	3	4	4	2	3	4	2	4	0	0	2	0	0	0	517
1	3	1	0	1	3	1	0	1	1	2	3	4	4	2	3	4	2	4	0	0	1	0	0	0	550
3	3	2	0	1	2	2	1	1	2	2	2	1	1	1	4	4	3	4	0	0	1	1	3	2	480
3	3	2	0	1	2	2	0	1	2	2	2	1	1	1	4	4	3	4	0	0	2	0	0	0	540
3	3	1	0	1	2	2	1	1	2	1	0	1	0	0	5	5	5	5	0	0	3	0	0	0	510
3	3	2	0	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	470
1	1	0	0	0	2	1	1	1	2	1	1	3	2	2	4	4	4	0	0	0	3	0	0	0	480
4	3	0	0	1	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	450
2	2	0	0	2	2	2	1	1	2	0	0	4	1	1	4	4	4	4	0	0	4	0	0	0	600
0	3	0	0	0	2	1	0	1	2	2	5	5	4	5	1	0	2	1	0	0	2	0	0	0	480
