Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration	Ratio	Durbreak
3	2	0	1	2	3	1	1	1	2	0	1	0	0	1	5	0	5	2	0	0	2	3	30
0	2	0	1	1	1	2	1	1	2	0	4	4	4	5	0	3	3	0	0	0	2	4	65
3	3	1	1	1	1	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	0	22
4	3	0	1	2	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	0	4	150
4	3	0	1	1	2	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	4	175
0	3	3	1	1	1	1	0	1	2	2	5	4	4	4	0	0	2	0	0	0	2	2	28
0	3	3	1	1	1	1	1	1	2	2	5	4	4	4	0	0	2	0	0	0	2	2	28
4	3	0	1	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	1	100
1	4	0	1	3	1	1	1	1	0	0	5	4	4	2	0	0	2	4	0	0	1	1	65
0	3	1	1	1	3	1	1	1	2	1	5	5	5	5	0	0	0	0	0	0	3	1	90
2	3	2	1	1	3	1	0	1	1	2	1	4	4	2	5	0	0	4	0	0	1	2	90
1	3	2	1	1	2	1	1	1	2	1	4	1	4	5	3	3	3	0	0	0	1	1	155
2	1	2	1	1	3	2	0	1	2	1	3	2	0	2	4	4	4	4	0	0	3	2	25
4	3	0	1	0	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	1	40
4	2	1	1	0	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	2	55
2	3	0	1	1	3	2	0	1	1	2	1	0	0	1	1	1	5	2	0	0	1	3	45
4	2	2	1	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	4	170
2	2	0	1	1	3	2	1	1	2	0	4	4	4	3	4	3	3	0	0	0	2	1	85
3	3	1	1	0	1	1	0	1	1	2	1	0	0	1	3	5	5	4	0	0	3	3	45
1	3	2	1	1	2	1	1	1	2	1	3	4	4	3	0	4	2	4	0	0	1	1	85
2	3	3	1	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	2	37
3	2	3	1	1	3	2	1	1	2	0	1	0	0	1	0	0	5	0	0	0	2	3	65
3	2	0	1	1	1	1	1	1	2	0	1	3	3	0	0	0	0	4	0	0	2	2	40
1	3	3	1	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	2	50
3	2	0	1	0	2	2	1	1	2	0	1	1	1	0	4	5	5	5	0	0	3	4	95
0	3	0	1	1	3	1	0	1	2	1	5	5	4	5	2	1	2	3	0	0	4	1	30
1	1	0	1	2	2	1	1	1	2	0	2	5	4	2	4	4	4	4	0	0	2	2	30
4	2	0	1	0	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	2	55
3	3	1	1	0	2	1	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	2	53
1	3	3	1	1	3	2	1	1	2	2	2	2	1	2	2	2	4	3	0	0	1	2	20
0	2	0	1	0	1	1	0	1	2	0	5	5	5	5	0	0	0	0	0	0	1	4	19
4	3	3	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	4	184
4	3	0	1	2	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	1	30
2	1	0	1	1	3	1	1	1	2	0	5	5	4	5	1	1	0	2	0	0	1	3	150
3	3	1	1	1	2	1	1	1	2	1	3	1	0	1	3	3	4	4	0	0	4	3	45
2	3	0	1	0	1	2	0	1	1	2	3	2	1	2	0	0	2	4	0	0	1	1	60
4	3	2	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	3	28
4	2	0	1	2	0	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	1	4	125
0	3	0	1	0	3	2	1	1	2	2	5	5	4	5	3	3	0	4	0	0	2	1	60
4	2	3	1	1	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	2	45
3	3	1	1	1	2	1	1	1	2	1	1	0	1	1	5	2	0	3	0	0	2	2	30
2	2	2	1	1	1	1	1	1	2	0	3	3	4	3	3	3	2	4	0	0	2	3	30
3	3	3	1	1	3	1	0	1	1	2	1	0	0	0	5	5	5	5	0	0	2	1	85
4	2	0	1	2	3	2	1	1	2	0	2	4	3	3	4	3	4	4	0	0	1	4	265
3	3	0	1	0	2	1	0	0	2	2	1	0	0	0	0	5	5	0	0	0	3	1	62
4	3	0	1	2	3	2	1	1	2	1	1	0	0	1	0	5	5	4	0	0	1	3	50
1	3	3	1	1	3	1	0	1	1	2	5	4	4	5	1	1	1	2	0	0	0	0	275
1	2	0	1	1	3	1	1	1	2	0	1	4	4	2	4	5	4	4	0	0	2	1	30
0	1	0	1	2	3	2	1	1	2	0	5	5	4	5	1	1	1	0	0	0	1	1	195
2	3	0	1	0	2	1	1	1	2	2	4	3	2	2	4	3	2	4	0	0	2	1	60
4	3	1	1	1	3	2	1	1	2	1	1	2	1	2	3	4	4	4	0	0	1	1	80
4	3	0	1	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	2	60
2	1	0	1	1	1	1	0	1	1	0	1	4	3	1	2	5	2	3	0	0	2	3	49
4	3	0	1	2	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	1	71
1	3	0	1	0	3	2	0	1	1	2	5	5	4	4	4	3	3	4	0	0	2	0	15
4	1	0	1	2	2	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	1	75
1	1	0	1	2	0	1	0	1	2	0	5	5	4	5	0	0	0	2	0	0	4	4	15
4	1	0	1	1	0	1	1	1	2	0	1	0	0	1	4	5	5	5	0	0	1	4	65
1	2	0	1	0	1	1	1	1	2	0	3	4	4	3	2	3	2	0	0	0	2	1	65
1	2	0	1	4	3	2	1	1	1	0	5	5	4	5	1	0	0	1	0	0	1	3	46
3	3	0	1	1	3	1	0	1	2	2	3	3	0	2	2	2	3	3	0	0	2	2	62
1	3	0	1	1	3	2	1	1	2	2	5	4	4	4	2	2	2	0	0	0	1	4	255
2	1	0	1	1	3	1	0	1	1	2	3	2	0	2	3	2	2	4	0	0	2	1	60
1	2	0	1	2	3	1	1	1	2	0	5	4	3	4	3	4	4	3	0	0	4	4	110
3	1	0	1	1	3	1	1	1	2	2	3	1	0	1	0	0	2	0	0	0	1	1	205
4	2	2	1	0	0	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	3	55
2	2	1	1	1	0	2	1	1	2	0	3	3	2	2	4	3	3	4	0	0	1	1	175
4	3	0	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	1	285
2	3	1	1	0	1	2	0	1	1	2	2	4	2	2	4	5	5	4	0	0	1	1	25
3	2	3	1	1	1	2	1	1	2	0	5	4	2	2	4	3	3	4	0	0	2	1	52
2	3	3	1	1	3	1	0	1	2	2	3	4	1	1	4	4	3	4	0	0	2	4	225
1	3	0	1	1	1	2	1	1	2	2	5	4	3	3	0	1	3	0	0	0	2	2	55
0	1	0	1	0	0	1	1	1	2	1	5	5	5	5	0	1	1	0	0	0	1	1	25
0	1	0	1	1	1	1	0	1	2	2	5	5	5	5	0	0	0	0	0	0	4	1	15
3	3	0	1	1	2	1	1	1	2	1	1	0	0	1	5	5	5	1	0	0	4	2	120
0	2	0	1	2	2	2	0	1	2	0	0	0	2	0	5	4	2	3	0	0	3	1	165
3	3	0	1	1	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	3	50
0	1	0	1	1	3	1	1	1	2	0	5	5	5	5	0	0	0	0	0	0	2	3	30
4	1	0	1	1	3	1	1	1	2	0	0	4	0	0	5	5	5	5	0	0	4	4	120
3	3	0	1	2	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	3	30
2	3	0	1	0	2	2	1	1	2	1	3	2	0	2	3	2	2	4	0	0	2	2	65
3	3	0	1	2	3	2	0	1	2	2	3	3	4	2	2	2	4	4	0	0	1	3	60
3	3	0	1	1	3	2	1	1	2	2	3	3	4	2	2	2	4	4	0	0	1	0	85
1	2	0	1	2	2	1	1	1	2	0	1	1	1	1	4	4	4	5	0	0	2	3	38
0	3	3	1	1	3	1	1	1	2	1	5	5	5	5	0	0	0	0	0	0	0	1	240
0	3	3	1	1	3	1	0	0	1	2	5	5	5	5	0	0	0	0	0	0	1	1	115
4	1	0	1	0	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	4	30
1	3	0	1	0	2	2	1	1	2	2	0	4	4	1	4	3	3	4	0	0	3	2	45
3	3	2	1	1	2	1	0	1	1	2	3	1	3	1	2	1	2	4	0	0	2	1	50
0	1	0	1	0	2	0	0	1	2	1	5	5	5	5	0	2	0	1	0	0	1	2	180
0	1	0	1	1	1	0	0	0	2	2	5	5	5	5	1	0	0	0	0	0	2	0	58
1	3	3	1	1	3	1	0	1	2	2	3	4	3	4	3	3	2	4	0	0	1	1	168
0	3	0	1	2	3	2	0	1	2	2	5	5	5	5	1	1	1	0	0	0	1	2	145
4	2	0	1	2	3	2	1	1	2	0	0	0	1	0	5	5	4	5	0	0	1	2	70
4	3	3	1	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	1	40
2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	0	0	1	1	30
3	1	0	1	0	1	1	1	1	2	0	2	1	0	1	0	0	2	3	0	0	2	2	50
2	3	2	1	1	2	1	1	1	2	1	5	4	4	5	3	2	2	0	0	0	1	2	30
2	3	0	1	1	3	0	0	1	2	2	5	4	4	4	0	0	0	0	0	0	2	2	55
1	1	0	1	1	2	1	0	1	1	1	4	4	4	2	4	3	0	4	0	0	1	3	125
2	3	1	1	1	3	2	1	1	2	2	2	1	0	1	0	0	5	0	0	0	0	4	99
1	1	0	1	2	1	1	0	1	1	2	3	4	2	2	3	3	3	4	0	0	1	3	55
4	3	0	1	2	3	2	1	1	2	1	1	1	0	0	5	5	4	5	0	0	2	3	120
4	3	0	1	1	3	2	0	1	1	2	1	1	0	0	5	5	4	5	0	0	1	1	45
0	3	0	1	0	3	2	0	1	2	2	5	5	5	5	1	1	0	2	0	0	3	3	30
0	3	0	1	1	2	1	1	1	2	1	3	4	4	5	1	4	3	0	0	0	1	4	130
1	3	2	1	1	3	2	1	1	2	1	5	4	4	5	4	3	3	1	0	0	1	3	145
4	2	0	1	2	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	2	55
1	2	1	1	1	1	2	1	1	2	0	3	3	3	3	0	0	0	1	0	0	2	1	35
1	3	0	1	2	3	1	1	1	2	1	1	1	0	1	1	5	5	1	0	0	2	1	45
2	2	2	1	1	3	2	1	1	2	0	5	4	4	4	2	0	0	4	0	0	0	0	75
0	3	0	1	0	3	0	1	0	2	2	5	5	5	5	1	1	1	1	0	0	4	0	60
4	1	0	1	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	3	30
1	3	0	1	0	2	1	0	1	1	2	3	4	4	3	1	3	0	2	0	0	1	1	75
1	2	2	1	1	1	2	1	1	2	0	1	2	1	2	4	3	5	0	0	0	2	1	65
2	2	3	1	1	3	2	1	1	2	0	4	3	2	2	4	3	2	4	0	0	1	1	300
4	3	1	1	0	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	3	45
4	2	0	1	2	1	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	3	2	40
3	3	0	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	1	115
4	3	0	1	0	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	2	50
1	1	0	1	0	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	2	63
2	3	0	1	1	2	2	0	1	1	2	3	1	0	2	0	0	0	0	0	0	4	1	51
3	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	5	3	0	0	1	1	60
4	4	0	1	4	1	2	1	1	0	0	3	0	0	0	0	0	5	5	0	0	1	1	135
1	2	3	1	1	3	2	1	1	2	0	3	4	4	3	2	3	2	2	0	0	1	3	77
4	2	3	1	1	3	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	3	90
3	0	0	1	2	0	0	0	1	0	1	0	0	0	0	5	5	0	5	0	0	0	4	30
2	2	1	1	1	2	0	1	1	2	0	5	4	4	4	1	1	1	2	0	0	2	2	25
1	3	2	1	1	3	2	0	1	1	2	5	4	4	3	4	4	3	1	0	0	1	0	60
3	3	1	1	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	1	105
4	3	1	1	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	3	30
1	3	1	1	1	1	1	0	1	1	2	3	4	2	3	4	3	3	4	0	0	1	3	75
4	0	0	1	1	0	0	1	0	0	2	0	0	0	0	5	5	5	5	0	0	2	3	75
3	3	3	1	1	3	2	1	1	2	1	1	1	0	1	5	0	0	2	0	0	2	0	52
2	3	0	1	1	3	0	0	0	2	2	4	4	4	3	4	3	3	0	0	0	2	2	30
2	1	3	1	1	3	1	1	1	2	0	1	0	0	1	0	2	5	1	0	0	2	3	30
1	3	0	1	1	3	1	0	1	1	2	5	4	4	4	3	3	2	0	0	0	2	1	25
2	3	0	1	1	1	2	1	1	2	1	3	4	1	2	2	1	2	3	0	0	0	0	30
3	4	0	1	3	3	2	1	1	0	0	0	0	0	0	5	5	5	5	0	0	4	2	35
0	2	0	1	2	2	2	1	1	2	0	1	1	0	2	3	4	5	0	0	0	1	2	145
4	2	1	1	0	0	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	4	10
4	3	1	1	1	2	1	0	1	1	2	1	0	0	0	2	5	5	5	0	0	2	3	30
4	3	0	1	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	2	63
3	2	1	1	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	3	40
4	3	2	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	0	15
2	1	0	1	1	2	1	1	1	2	2	3	2	1	3	2	2	2	2	0	0	2	4	15
4	2	2	1	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	1	50
0	3	1	1	0	2	1	1	1	2	2	4	4	4	3	2	2	2	3	0	0	0	3	210
1	3	0	1	1	1	1	1	0	2	2	5	5	4	3	0	0	0	0	0	0	1	3	17
1	2	0	1	1	2	1	1	1	2	0	5	4	4	5	2	1	0	0	0	0	1	0	15
2	2	0	1	2	3	1	1	1	2	0	3	1	1	2	1	2	2	2	0	0	1	1	49
2	3	1	1	0	1	2	0	1	1	2	1	2	0	1	2	2	3	3	0	0	2	2	48
1	3	0	1	1	3	2	1	1	2	1	3	4	2	2	4	3	2	4	0	0	3	1	75
2	3	2	1	1	2	1	0	1	1	2	1	4	1	2	4	4	4	4	0	0	0	2	15
4	1	0	1	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	3	2	20
4	3	3	1	1	3	2	0	1	1	2	2	1	0	0	4	3	5	5	0	0	0	4	185
3	2	0	1	1	3	2	1	1	2	0	1	1	0	1	4	4	4	4	0	0	3	2	55
2	3	0	1	2	3	2	1	1	2	2	3	4	1	2	0	0	2	3	0	0	4	1	55
3	3	2	1	1	2	2	0	1	1	2	1	1	0	0	4	4	3	4	0	0	2	1	45
4	3	3	1	1	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	2	55
1	3	0	1	2	2	1	1	1	2	1	4	4	4	5	0	3	3	4	0	0	1	2	60
1	3	0	1	2	2	1	0	1	1	2	4	4	4	5	0	3	3	4	0	0	1	3	60
3	3	3	1	1	3	1	0	1	1	2	2	0	1	2	0	4	3	4	0	0	1	1	15
2	3	1	1	1	2	1	1	1	2	1	2	1	0	1	4	4	5	3	0	0	1	3	42
4	3	1	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	4	29
3	3	0	1	2	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	2	70
2	1	3	1	1	2	1	0	1	2	1	1	4	3	2	3	5	3	0	0	0	3	3	30
2	3	1	1	1	1	1	1	1	2	1	3	2	2	2	0	0	0	4	0	0	2	2	35
2	2	1	1	1	3	1	1	1	2	0	4	4	1	1	1	4	4	3	0	0	2	4	47
1	2	2	1	1	3	2	1	1	2	0	1	4	3	2	4	4	4	4	0	0	1	0	120
3	2	0	1	1	2	2	1	1	2	0	2	4	3	1	0	0	4	0	0	0	2	2	35
2	3	3	1	1	3	1	1	1	2	1	5	4	3	3	2	2	2	0	0	0	2	1	48
3	2	3	1	2	3	2	1	1	2	0	1	0	0	0	2	2	2	3	0	0	2	3	47
3	3	2	1	1	2	2	0	1	1	2	1	0	0	0	5	5	5	5	0	0	0	1	60
3	1	0	1	1	3	1	0	1	2	1	1	0	0	0	5	5	5	5	0	0	2	3	76
3	4	0	1	1	3	1	1	1	0	0	1	0	0	0	5	5	5	5	0	0	2	4	70
1	1	0	1	1	3	2	0	1	2	1	2	1	2	3	4	3	3	3	0	0	1	2	30
4	3	1	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	2	80
3	2	1	1	1	1	1	1	1	2	0	1	0	0	1	5	1	5	2	0	0	0	1	280
4	3	0	1	0	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	1	45
2	3	1	1	1	3	2	0	1	1	2	3	3	3	4	2	2	2	3	0	0	2	1	28
3	4	0	1	3	2	1	1	1	0	0	0	1	0	0	5	5	5	5	0	0	0	3	160
1	3	0	1	0	2	2	0	1	2	2	0	1	2	0	5	4	4	5	0	0	0	1	85
4	3	0	1	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	1	160
1	3	0	1	0	1	1	0	1	1	2	4	3	1	2	0	0	1	2	0	0	4	1	240
3	3	0	1	1	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	3	55
2	2	1	1	1	3	2	1	1	2	0	3	5	4	4	0	0	2	2	0	0	3	2	45
1	1	0	1	0	1	1	1	1	2	0	4	4	2	3	1	1	0	1	0	0	2	2	47
1	3	3	1	2	3	2	1	1	2	1	5	5	4	5	1	0	0	2	0	0	4	2	38
2	2	0	1	2	3	2	1	1	2	0	4	4	4	3	0	2	2	3	0	0	1	4	80
3	3	2	1	1	2	1	0	1	1	2	1	3	3	0	0	0	0	4	0	0	3	1	31
4	1	0	1	2	3	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	1	30
2	3	0	1	0	3	1	0	1	2	2	2	1	0	0	4	4	5	5	0	0	2	2	55
1	3	0	1	0	2	1	1	1	2	1	2	4	4	2	0	4	3	0	0	0	1	3	90
4	3	1	1	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	3	30
2	2	2	1	1	2	2	1	1	2	0	4	4	2	4	4	3	3	1	0	0	2	2	65
1	1	0	1	2	1	0	0	0	1	1	3	2	1	3	0	0	3	1	0	0	1	2	47
1	2	0	1	1	2	1	0	0	0	2	4	4	4	3	1	3	1	0	0	0	1	4	60
0	3	1	1	0	3	2	0	1	2	2	5	4	4	5	3	3	0	0	0	0	1	3	100
2	3	0	1	2	2	2	1	1	2	1	2	3	2	2	1	1	2	2	0	0	2	2	50
2	2	0	1	1	3	1	1	1	2	0	2	4	4	4	3	4	4	3	0	0	4	3	147
4	3	3	1	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	4	150
4	3	1	1	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	2	55
2	1	0	1	0	3	1	0	1	2	2	3	1	0	1	2	2	5	4	0	0	1	1	40
2	2	1	1	0	3	2	0	0	0	2	2	1	2	3	4	4	3	4	0	0	0	3	274
4	3	3	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	1	32
4	3	2	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	2	39
1	2	3	1	1	2	1	1	1	2	0	2	4	3	2	4	4	3	4	0	0	2	2	60
1	2	1	1	1	0	1	1	1	2	0	5	4	4	5	2	1	0	0	0	0	1	1	60
3	3	1	1	1	1	2	1	1	2	1	1	0	0	1	0	0	5	0	0	0	2	0	61
4	1	0	1	3	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	2	71
3	2	0	1	1	3	1	1	1	2	0	1	0	0	1	5	5	5	1	0	0	2	1	35
4	0	0	1	2	0	1	0	1	0	0	0	0	0	0	5	5	5	5	0	0	0	2	15
4	3	2	1	1	2	1	0	1	1	1	0	0	0	0	5	5	5	5	0	0	1	3	50
2	3	1	1	0	3	2	0	1	1	2	4	4	4	3	4	3	3	0	0	0	1	3	75
3	3	1	1	1	3	2	0	1	1	2	1	0	0	0	5	5	5	5	0	0	2	1	36
4	2	3	1	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	4	115
3	3	0	1	0	2	2	0	1	2	2	1	0	0	1	0	0	0	4	0	0	2	2	23
1	1	0	1	1	3	1	1	1	2	0	1	4	4	2	4	1	2	3	0	0	2	2	56
2	3	0	1	1	3	2	0	1	2	2	1	4	4	2	5	0	0	4	0	0	3	0	15
2	2	0	1	2	1	1	0	1	1	0	3	4	4	4	4	3	3	4	0	0	1	2	38
0	3	0	1	1	3	2	1	1	2	2	3	5	5	5	1	1	1	1	0	0	3	2	65
4	3	0	1	0	2	2	0	1	2	2	1	1	0	0	0	0	5	5	0	0	1	3	90
3	2	1	1	0	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	1	4	105
3	3	0	1	2	3	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	3	1	49
4	2	2	1	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	2	30
2	3	0	1	2	3	1	0	1	1	2	4	1	4	2	4	3	3	0	0	0	4	3	265
3	3	0	1	1	2	1	1	1	2	1	1	3	2	1	4	4	4	5	0	0	2	2	70
1	3	1	1	1	3	1	1	1	2	1	5	4	2	4	2	2	2	0	0	0	1	3	52
3	3	0	1	1	3	2	0	1	1	2	0	4	0	0	4	4	5	5	0	0	1	2	105
4	3	1	1	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	3	100
4	3	0	1	2	0	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	3	50
4	2	0	1	2	3	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	0	4	64
4	3	0	1	0	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	90
4	2	0	1	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	1	30
3	3	0	1	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	2	65
2	2	0	1	2	1	1	0	1	0	1	3	1	1	2	2	2	2	4	0	0	1	1	60
4	3	0	1	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	0	120
3	1	0	1	0	1	1	0	1	2	1	1	3	2	1	4	4	4	5	0	0	1	3	111
4	3	0	1	1	1	1	1	1	2	1	1	0	0	1	4	5	5	5	0	0	4	2	40
4	3	0	1	1	1	1	0	1	1	2	1	0	0	1	4	5	5	5	0	0	2	0	20
1	2	0	1	1	1	1	0	1	1	0	5	4	3	3	0	1	3	0	0	0	1	3	45
0	1	0	1	1	3	1	0	1	2	1	5	4	4	5	1	0	0	0	0	0	0	3	15
1	3	0	1	0	1	1	0	1	2	2	4	3	1	2	0	0	1	2	0	0	0	3	150
4	3	1	1	0	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	1	43
4	3	1	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	1	55
4	3	1	1	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	3	20
2	2	2	1	1	1	1	1	1	2	0	1	2	0	1	2	2	3	3	0	0	1	3	65
3	3	0	1	1	2	1	1	1	2	1	1	0	0	1	5	1	5	2	0	0	0	3	185
2	2	1	1	1	1	1	1	1	2	0	0	0	3	0	5	5	0	5	0	0	3	2	50
0	1	0	1	1	3	0	0	0	2	0	5	5	5	5	1	0	0	0	0	0	2	1	30
2	3	3	1	1	2	1	1	1	2	1	3	4	3	3	3	3	2	2	0	0	1	2	80
4	3	0	1	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	2	145
1	3	3	1	1	3	2	1	1	2	2	2	4	2	4	3	3	3	4	0	0	2	2	260
2	3	0	1	0	1	1	0	1	1	1	1	3	2	2	1	0	2	1	0	0	2	0	55
2	2	0	1	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	1	31
3	2	0	1	2	2	1	1	1	2	0	1	0	0	1	5	5	5	1	0	0	4	2	55
0	2	1	2	1	3	1	1	1	2	0	5	5	5	5	0	0	1	0	0	0	3	0	15
4	3	3	2	1	0	0	0	0	1	2	0	0	0	0	5	5	5	5	0	0	1	3	75
2	3	0	2	1	2	1	1	1	2	1	0	3	4	1	4	4	2	4	0	0	2	3	40
3	3	0	2	1	3	2	0	1	2	2	1	0	1	1	4	5	5	4	0	0	1	2	90
3	3	0	2	1	3	2	1	1	2	2	1	0	1	1	4	5	5	4	0	0	1	1	90
2	3	0	2	2	3	2	1	1	2	2	1	4	3	2	4	3	3	4	0	0	4	4	153
2	3	0	2	1	3	2	0	1	2	2	1	4	3	2	4	3	3	4	0	0	2	3	30
3	3	1	2	1	2	2	1	1	2	1	0	0	0	0	5	5	0	5	0	0	2	3	43
2	1	0	2	0	2	1	0	1	2	2	3	4	2	3	4	1	3	3	0	0	1	1	205
3	2	3	2	1	1	1	1	1	1	0	0	0	1	0	5	5	0	5	0	0	1	1	50
1	3	0	2	1	2	0	1	1	2	1	5	4	4	4	0	0	0	0	0	0	2	2	35
3	2	0	2	2	3	1	1	1	2	0	3	1	0	2	0	4	3	0	0	0	1	0	186
3	3	2	2	1	2	2	0	1	2	1	0	0	0	0	5	5	5	5	0	0	0	1	45
4	3	2	2	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	2	50
3	3	1	2	1	3	1	1	1	2	2	3	4	1	1	0	0	4	0	0	0	2	1	52
4	2	0	2	2	2	2	0	1	2	0	0	0	0	0	5	5	5	5	0	0	2	4	30
2	1	0	2	1	3	2	1	1	2	0	4	1	4	2	2	2	2	3	0	0	1	4	155
3	3	0	2	2	1	1	1	1	2	1	1	0	0	1	4	0	3	4	0	0	1	2	65
0	3	1	2	1	3	2	1	1	2	1	5	5	5	5	0	0	0	1	0	0	1	1	105
2	2	0	2	0	2	1	1	1	2	0	3	3	4	3	3	3	2	4	0	0	1	1	60
2	2	2	2	1	3	1	1	1	2	0	3	2	1	3	4	3	3	4	0	0	1	2	170
1	2	3	2	1	3	1	1	1	2	0	5	4	4	5	1	2	3	1	0	0	2	1	57
4	3	0	2	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	1	21
2	3	1	2	1	3	1	1	1	2	1	2	2	0	2	1	0	4	4	0	0	1	0	225
0	3	3	2	1	3	1	0	0	2	2	5	4	4	5	2	3	2	0	0	0	4	3	155
1	3	0	2	2	3	1	1	1	2	1	0	5	4	0	4	4	3	5	0	0	1	1	75
3	3	0	2	2	3	2	0	1	2	2	1	0	0	0	0	5	5	0	0	0	1	2	50
3	3	0	2	0	2	2	1	1	2	1	1	0	0	1	4	3	5	4	0	0	1	3	235
3	3	2	2	1	1	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	2	40
4	3	1	2	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	1	295
2	3	0	2	2	2	1	1	1	2	1	1	3	2	1	2	2	4	3	0	0	2	1	25
4	3	0	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	3	45
