Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration	Ratio	Durbreak
1	2	1	3	1	2	2	1	1	2	0	5	4	3	4	4	3	3	4	0	0	1	4	80
3	2	0	3	1	3	1	1	1	2	0	2	1	1	1	3	2	2	4	0	0	1	2	88
2	2	2	3	0	3	1	1	1	2	0	4	4	4	4	4	3	3	4	0	0	2	1	45
2	3	1	3	0	3	2	1	1	2	1	3	1	1	2	3	3	2	3	0	0	1	2	64
4	2	2	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	3	250
2	2	3	3	1	2	1	0	1	2	0	3	3	2	2	3	3	2	4	0	0	2	3	295
3	3	0	3	0	1	0	0	1	2	2	1	0	0	1	5	5	4	0	0	0	2	2	65
4	3	3	3	1	2	2	0	1	1	1	0	0	0	0	5	5	5	5	0	0	2	3	60
3	3	0	3	0	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	3	30
0	1	0	3	2	1	1	0	1	2	0	5	5	5	5	0	0	0	0	0	0	1	2	60
4	3	0	3	2	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	3	45
2	3	0	3	0	3	2	0	1	2	2	3	4	2	2	0	0	2	3	0	0	1	0	55
0	3	0	3	0	2	1	1	1	2	2	5	5	5	5	0	0	2	1	0	0	2	2	25
0	3	1	3	1	2	1	1	0	2	1	5	5	5	5	1	1	0	2	0	0	2	3	30
0	3	1	3	1	2	1	0	1	1	2	5	5	5	5	1	1	0	2	0	0	2	2	60
1	3	0	3	2	3	2	0	1	1	2	3	5	4	3	3	2	2	4	0	0	2	2	65
0	3	0	3	2	3	1	1	1	2	1	5	5	5	5	1	1	1	1	0	0	2	1	55
3	3	1	3	0	1	2	1	1	2	1	1	1	0	0	5	0	5	5	0	0	1	0	180
2	3	0	3	1	3	2	1	1	1	1	1	1	2	1	0	4	4	0	0	0	1	1	19
4	3	2	3	1	2	1	0	1	1	2	1	0	0	0	0	5	5	5	0	0	1	4	110
4	1	0	3	0	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	1	1	106
4	3	0	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	0	235
4	2	0	3	2	3	2	1	1	2	0	2	0	1	1	4	3	4	4	0	0	4	1	65
4	3	1	3	2	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	0	3	90
4	2	2	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	2	94
0	1	0	3	0	2	0	0	1	2	2	5	4	4	5	2	0	2	0	0	0	1	1	10
3	3	1	3	1	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	3	2	50
4	2	1	3	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	2	85
0	3	0	3	2	3	2	1	1	2	2	3	4	4	4	0	1	0	0	0	0	2	2	50
3	3	0	3	2	3	0	0	0	2	2	2	1	0	1	0	0	1	2	0	0	2	2	30
3	2	0	3	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	3	12
1	3	0	3	1	2	1	0	1	1	2	4	4	2	3	4	4	3	4	0	0	2	2	53
1	3	0	3	1	3	1	0	1	2	2	1	2	1	2	4	4	4	4	0	0	4	3	40
4	2	2	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	2	45
4	1	0	3	1	3	1	0	1	2	0	1	0	0	0	5	5	5	5	0	0	3	1	50
4	1	0	3	1	1	1	1	1	2	0	0	0	1	0	5	5	4	5	0	0	2	3	10
4	2	3	3	1	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	1	45
3	0	0	3	2	0	2	0	1	0	2	3	1	0	1	0	0	0	1	0	0	1	3	105
3	3	3	3	1	2	2	1	1	2	1	1	1	0	1	0	0	0	1	0	0	3	2	45
4	3	0	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	4	182
1	2	1	3	1	3	2	1	1	2	0	5	4	4	4	4	4	1	3	0	0	1	0	115
3	3	1	3	1	1	2	1	1	1	1	0	0	0	0	5	5	5	5	0	0	4	1	62
1	3	0	3	1	1	2	0	1	2	2	1	5	4	1	4	0	0	2	0	0	2	3	27
3	2	0	3	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	1	40
1	2	1	3	0	2	1	1	1	2	0	1	4	4	2	3	1	2	2	0	0	2	1	15
3	3	2	3	1	1	2	0	1	1	2	5	4	2	2	4	3	3	4	0	0	1	3	27
2	3	1	3	1	2	1	1	1	2	1	4	4	4	3	0	2	2	3	0	0	2	2	35
3	3	3	3	1	3	2	0	1	1	2	4	4	2	2	3	3	2	1	0	0	2	2	50
1	1	0	3	1	2	1	1	1	2	1	5	4	4	4	4	3	2	4	0	0	1	1	110
2	2	0	3	2	3	2	1	1	2	0	3	4	3	3	0	0	0	0	0	0	1	3	69
3	1	0	3	0	1	0	0	1	2	0	1	0	0	1	5	0	5	2	0	0	1	2	60
4	3	0	3	2	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	1	40
4	3	3	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	3	260
3	3	2	3	1	2	0	1	1	2	1	1	0	0	0	5	5	5	5	0	0	4	3	35
1	2	0	3	2	1	2	1	1	2	0	5	4	4	5	1	1	1	2	0	0	2	2	60
2	4	3	3	1	1	2	1	1	0	0	1	3	2	2	1	0	2	1	0	0	1	0	70
0	3	0	3	1	2	1	0	1	2	1	5	5	5	5	0	1	1	0	0	0	2	1	60
4	3	0	3	0	3	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	2	2	90
3	3	0	3	2	3	1	0	1	2	2	1	0	0	1	0	0	2	3	0	0	2	1	95
1	1	0	3	1	1	0	0	0	2	2	3	4	1	1	4	4	4	5	0	0	1	1	65
0	3	1	3	1	3	1	0	1	2	1	5	5	5	5	1	1	1	1	0	0	1	1	49
0	3	0	3	1	3	1	0	1	2	2	5	5	5	5	0	2	0	1	0	0	2	1	17
3	1	0	3	1	3	1	1	1	2	1	3	3	1	1	4	3	3	4	0	0	1	1	90
2	2	0	3	1	3	1	0	1	2	0	3	5	4	4	2	1	2	3	0	0	3	2	60
0	1	0	3	1	1	0	0	1	2	0	5	5	5	5	1	1	1	0	0	0	1	2	45
3	3	3	3	1	3	2	0	1	1	2	1	0	0	1	3	0	5	4	0	0	4	0	45
2	3	0	3	1	1	1	1	1	2	1	4	4	2	2	4	3	3	4	0	0	2	0	40
1	2	0	3	2	1	1	1	1	1	0	5	4	2	5	1	1	2	1	0	0	2	2	70
0	2	1	3	1	3	1	1	1	2	0	5	5	4	5	0	0	1	0	0	0	1	1	48
4	1	0	3	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	2	3	30
0	1	0	3	1	2	1	0	1	2	0	5	5	5	5	0	0	1	0	0	0	0	3	195
2	2	3	3	1	3	2	1	1	2	0	2	4	4	2	0	1	2	0	0	0	3	2	65
3	3	2	3	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	1	70
4	2	1	3	0	0	1	1	1	2	0	0	0	0	0	4	5	5	5	0	0	3	1	47
4	2	2	3	1	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	1	60
4	2	0	3	2	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	2	63
2	3	3	3	1	2	2	0	1	1	2	1	4	1	2	4	4	4	4	0	0	4	4	205
4	2	3	3	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	1	55
3	2	2	3	1	3	2	1	1	2	0	1	0	0	1	4	0	5	0	0	0	1	1	105
0	1	0	3	1	1	1	0	1	2	0	5	5	5	5	1	1	1	0	0	0	1	1	155
4	3	2	3	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	3	75
4	2	1	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	165
4	3	0	3	0	2	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	2	2	90
1	1	0	3	1	3	0	1	1	2	1	5	4	4	4	0	0	0	0	0	0	1	1	70
4	2	1	3	0	3	2	0	1	0	2	3	1	0	2	1	3	3	1	0	0	2	3	46
1	2	0	3	1	2	1	1	1	2	0	1	1	1	1	4	5	5	5	0	0	1	2	90
3	4	0	3	2	2	2	1	1	0	0	1	1	1	1	0	5	5	0	0	0	1	1	110
1	3	3	3	1	3	1	1	1	2	1	3	4	2	1	3	3	3	4	0	0	4	3	200
4	2	0	3	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	1	51
4	3	0	3	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	1	50
1	3	0	3	1	1	1	0	1	2	2	1	1	1	1	4	5	5	5	0	0	1	1	85
0	3	1	3	1	1	1	1	1	2	2	3	5	4	4	2	3	2	2	0	0	1	2	45
4	1	0	3	1	2	1	0	1	2	0	0	1	0	0	5	5	5	5	0	0	4	4	148
1	3	0	3	0	3	1	1	1	2	2	4	3	1	2	0	0	1	2	0	0	3	1	61
0	3	0	3	1	3	1	1	1	2	2	3	4	4	4	1	3	0	0	0	0	1	3	30
4	3	1	3	0	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	2	80
4	2	0	3	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	2	55
2	3	0	3	1	3	1	1	1	2	2	3	4	2	1	4	4	3	4	0	0	4	4	60
0	3	3	3	1	3	1	0	1	2	2	1	1	4	2	4	5	4	0	0	0	2	3	60
0	3	3	3	1	3	1	1	1	2	2	1	1	4	2	4	5	4	0	0	0	2	3	60
4	3	0	3	2	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	2	250
4	2	0	3	2	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	2	56
3	3	2	3	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	3	32
4	3	1	3	1	3	2	0	1	1	2	1	0	0	0	5	5	5	5	0	0	2	1	50
1	2	3	3	2	3	1	1	1	2	0	5	4	4	5	4	3	3	1	0	0	0	1	285
1	3	0	3	1	2	1	0	1	1	2	3	4	3	3	0	3	3	4	0	0	0	2	250
3	3	0	3	1	3	1	0	1	2	1	0	0	0	0	5	5	5	5	0	0	1	4	85
2	3	0	3	1	3	2	0	1	2	2	2	2	1	2	4	4	4	5	0	0	4	4	123
2	3	0	3	0	1	1	1	1	2	2	1	3	2	2	4	5	4	4	0	0	2	3	30
3	2	2	3	1	3	1	0	1	0	2	1	0	0	1	5	3	5	4	0	0	1	3	80
2	2	0	3	2	2	2	1	1	2	0	4	3	2	4	0	0	3	2	0	0	0	4	140
3	3	0	3	1	2	1	1	1	2	1	1	1	0	1	0	0	0	1	0	0	3	2	55
2	2	1	3	1	1	1	1	1	2	0	3	2	2	2	3	3	2	3	0	0	0	3	96
2	1	0	3	0	1	1	0	1	2	2	4	3	2	4	0	0	3	2	0	0	3	2	30
3	2	1	3	1	3	1	0	1	1	0	1	0	1	1	4	5	5	5	0	0	1	0	92
2	3	1	3	0	3	2	0	1	1	2	1	1	0	1	4	3	3	4	0	0	4	4	15
3	3	2	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	3	75
0	2	0	3	0	1	0	1	1	0	2	5	5	5	5	0	0	0	1	0	0	3	1	45
4	1	0	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	2	40
4	1	2	3	1	3	1	0	1	1	0	0	0	1	0	5	5	4	5	0	0	1	3	133
4	3	1	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	2	63
2	2	0	3	1	3	2	1	1	2	0	3	2	1	2	4	3	3	4	0	0	4	4	43
3	3	0	3	1	3	2	1	1	2	1	1	1	2	1	1	1	3	2	0	0	2	2	45
3	4	0	3	3	2	1	1	1	0	0	0	0	0	0	5	5	5	5	0	0	2	2	65
4	3	0	3	2	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	2	30
4	3	0	3	2	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	3	80
3	2	0	3	2	1	1	0	1	0	2	3	1	1	2	0	0	2	1	0	0	0	2	200
1	3	0	3	1	3	2	1	1	2	1	5	4	4	4	2	3	1	2	0	0	4	4	100
4	3	0	3	2	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	1	270
0	3	1	3	1	3	2	0	1	1	2	3	2	1	2	3	0	2	0	0	0	0	2	105
0	1	0	3	2	0	1	0	1	2	0	5	5	4	5	0	0	0	0	0	0	0	0	165
0	3	0	3	2	2	0	1	0	2	1	5	4	4	5	0	0	0	0	0	0	2	3	30
4	3	0	3	1	2	1	1	1	2	1	1	0	0	0	5	4	5	5	0	0	4	4	140
2	1	0	3	1	1	2	1	1	2	1	4	4	4	2	4	3	3	4	0	0	1	0	225
2	3	0	3	2	3	1	0	1	1	2	3	4	3	2	2	2	2	4	0	0	0	1	15
4	3	3	3	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	4	60
4	3	3	3	1	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	2	143
3	3	2	3	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	1	48
4	3	1	3	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	1	90
3	3	3	3	1	3	2	1	1	2	1	1	1	1	1	3	3	5	4	0	0	1	3	85
2	2	0	3	2	3	1	1	1	2	0	3	1	1	2	1	1	1	2	0	0	1	4	105
2	3	0	3	1	3	2	1	1	2	1	2	3	2	2	1	1	2	2	0	0	1	2	127
4	3	2	3	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	1	60
1	2	3	3	1	1	1	1	1	2	0	3	4	4	3	3	0	2	3	0	0	1	2	180
3	3	1	3	0	3	1	1	1	2	1	1	0	0	1	0	0	0	4	0	0	1	1	85
3	1	1	3	0	0	1	0	1	1	1	1	0	0	0	4	4	5	5	0	0	0	4	10
3	3	3	3	1	2	1	0	1	1	2	1	1	0	0	5	0	5	0	0	0	1	2	67
0	1	0	3	2	2	0	1	1	1	1	5	4	4	5	0	0	0	0	0	0	1	3	70
1	3	0	4	0	1	1	0	1	2	2	3	4	4	3	4	3	2	4	0	0	2	1	74
3	3	3	4	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	0	3	151
0	3	0	4	0	1	2	1	1	2	2	1	1	0	2	3	4	5	0	0	0	4	1	25
1	3	0	4	1	3	2	0	1	2	2	3	4	3	2	4	4	3	4	0	0	1	0	125
4	3	2	4	1	3	2	0	1	2	2	0	3	0	0	5	5	5	5	0	0	1	4	60
3	2	2	4	1	1	1	1	1	2	0	1	0	0	1	4	4	5	5	0	0	2	2	55
0	3	0	4	1	2	0	0	0	1	2	5	5	5	5	2	1	2	0	0	0	1	3	100
2	3	3	4	1	3	2	1	1	2	1	5	4	4	5	3	2	2	0	0	0	1	4	91
3	1	0	4	1	0	1	0	1	1	2	1	0	0	1	4	0	3	4	0	0	2	3	30
0	2	0	4	2	3	1	1	1	2	0	5	4	3	5	0	0	2	0	0	0	0	1	250
1	3	0	4	0	3	1	1	1	2	2	5	4	3	4	1	3	2	2	0	0	2	3	30
3	3	1	4	0	2	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	4	2	50
3	3	3	4	1	3	2	1	1	2	1	1	0	0	1	0	5	5	3	0	0	2	2	55
3	3	0	4	0	2	1	1	1	2	2	3	3	1	2	0	0	1	0	0	0	4	1	60
3	3	0	4	0	2	1	0	1	2	2	3	3	1	2	0	0	1	0	0	0	4	1	60
4	3	1	4	1	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	0	2	148
3	3	0	4	1	2	2	1	1	2	1	1	0	0	1	4	0	5	4	0	0	1	3	100
3	1	0	4	0	2	1	0	1	2	0	3	1	1	2	1	1	3	1	0	0	2	2	45
4	2	1	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	0	245
0	2	0	4	2	2	1	1	1	2	0	5	5	5	5	1	1	1	0	0	0	0	0	245
2	1	0	4	1	3	1	1	1	2	0	5	5	4	5	1	1	0	2	0	0	2	0	55
3	2	0	4	1	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	1	31
2	2	2	4	1	2	2	1	1	2	0	2	4	4	2	0	1	2	0	0	0	0	3	95
2	1	0	4	2	3	1	1	1	2	0	3	4	4	4	3	2	2	2	0	0	2	2	50
3	2	2	4	1	3	2	1	1	2	0	1	0	0	0	5	5	5	5	0	0	1	0	140
4	3	0	4	1	3	2	1	1	2	1	1	0	0	0	0	5	5	5	0	0	4	1	180
3	4	0	4	3	3	1	1	1	0	0	3	1	1	2	0	0	4	4	0	0	2	1	14
2	1	0	4	1	0	0	1	0	2	0	2	1	0	1	0	0	5	0	0	0	2	3	35
2	2	2	4	1	3	1	1	1	2	0	3	4	3	2	2	2	2	4	0	0	2	2	46
4	3	0	4	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	2	61
4	3	0	4	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	0	62
4	3	3	4	1	1	0	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	3	47
3	3	0	4	1	2	1	1	1	2	1	2	1	0	1	0	0	3	0	0	0	1	4	225
2	2	0	4	2	0	2	1	1	1	0	1	4	3	1	3	3	2	4	0	0	1	2	75
1	1	0	4	0	2	1	0	1	2	0	5	5	4	4	0	0	0	2	0	0	2	4	40
2	3	0	4	1	2	2	1	1	2	1	1	0	0	1	5	5	5	5	0	0	1	3	45
3	3	3	4	1	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	152
3	2	0	4	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	4	120
4	3	0	4	2	1	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	2	3	55
4	3	3	4	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	1	255
1	1	0	4	1	3	1	0	1	2	0	2	0	0	2	2	2	5	3	0	0	3	2	55
2	1	0	4	0	0	1	1	1	2	0	3	2	2	2	3	3	2	3	0	0	2	2	45
3	2	1	4	0	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	165
4	3	0	4	1	2	2	1	1	2	1	1	0	0	1	4	5	5	5	0	0	3	3	15
3	2	0	4	2	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	242
3	2	2	4	1	1	1	1	1	2	0	0	1	0	0	4	0	4	5	0	0	1	3	78
2	2	0	4	2	3	1	1	1	2	0	1	0	0	1	1	2	5	1	0	0	1	4	30
2	3	0	4	0	2	1	0	1	2	2	3	4	4	3	4	4	3	0	0	0	1	2	60
2	3	3	4	1	3	2	1	1	2	1	1	0	0	1	4	0	3	4	0	0	2	1	44
1	2	2	4	1	3	1	1	1	2	0	4	4	3	3	4	4	4	4	0	0	2	3	60
3	3	0	4	1	3	2	1	1	2	1	1	0	0	1	5	5	5	1	0	0	2	1	60
4	2	1	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	105
0	3	0	4	1	3	1	0	0	2	2	1	1	1	3	4	3	3	2	0	0	3	3	30
2	3	0	4	1	2	1	0	0	1	2	1	0	0	1	4	0	3	4	0	0	2	1	50
1	1	0	4	0	1	1	1	1	2	1	5	4	4	4	4	3	3	0	0	0	4	1	45
4	2	2	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	60
1	3	1	4	0	2	1	0	1	1	2	4	4	3	1	4	3	3	4	0	0	0	0	190
1	3	0	4	0	3	1	1	1	2	2	3	4	3	2	3	3	4	2	0	0	4	4	16
3	3	0	4	1	3	2	1	1	2	2	1	0	0	0	0	0	5	5	0	0	2	3	60
2	2	2	4	1	2	1	1	0	2	0	3	5	4	4	3	1	2	4	0	0	2	2	60
1	1	0	4	0	2	1	0	1	2	0	1	4	4	2	4	5	4	4	0	0	1	3	60
4	3	1	4	0	0	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	2	32
0	3	0	4	1	2	0	0	1	1	2	5	5	5	5	0	0	0	0	0	0	2	4	30
2	2	3	4	1	3	2	0	1	0	2	1	2	0	1	0	0	2	0	0	0	1	3	95
2	2	3	4	1	3	2	1	1	2	0	1	2	0	1	0	0	2	0	0	0	2	2	55
3	2	3	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	3	60
0	1	0	4	0	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	1	2	30
0	3	0	4	0	3	2	1	1	2	2	5	5	5	5	0	0	0	0	0	0	2	2	100
3	2	0	4	1	3	1	1	1	2	0	0	0	0	0	5	5	0	5	0	0	1	4	30
2	2	2	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	24
2	1	0	4	0	3	1	1	1	2	2	3	4	3	2	3	3	2	4	0	0	3	2	50
4	1	0	4	1	0	0	1	0	2	0	0	0	0	0	5	5	5	5	0	0	1	2	123
2	2	1	4	1	1	1	1	1	2	0	1	2	0	1	0	0	2	0	0	0	2	3	15
3	2	0	4	2	3	0	1	0	2	0	1	1	0	1	1	1	1	1	0	0	2	2	40
0	3	1	4	0	2	1	0	1	1	2	3	5	4	4	4	4	3	4	0	0	1	1	135
2	3	0	4	0	3	2	1	1	2	2	1	4	1	1	3	5	4	4	0	0	1	1	105
2	3	0	4	0	3	2	0	1	2	2	1	4	1	1	3	5	4	4	0	0	2	3	75
2	2	0	4	1	2	1	1	1	2	0	0	2	1	0	5	5	0	5	0	0	2	3	32
4	3	0	4	1	2	2	0	1	2	1	0	0	0	0	5	5	5	5	0	0	0	3	230
0	3	0	4	1	3	1	0	1	2	2	3	2	1	2	3	0	2	0	0	0	2	3	45
2	2	0	4	2	2	1	0	1	1	0	4	4	4	2	4	4	0	4	0	0	2	2	30
1	3	1	4	0	2	2	1	1	2	1	1	0	0	2	5	5	5	3	0	0	1	1	150
1	1	0	4	2	3	1	1	1	2	0	3	4	4	3	4	3	2	4	0	0	1	3	90
0	2	0	4	0	2	1	1	1	2	0	5	5	5	5	0	1	1	0	0	0	4	3	20
3	2	1	4	1	1	2	1	1	2	0	3	1	0	2	0	4	3	0	0	0	2	1	55
3	2	1	4	1	3	1	1	1	2	0	0	0	1	0	5	5	4	5	0	0	2	1	98
4	3	2	4	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	1	57
1	2	0	4	1	0	1	1	1	2	0	5	4	4	4	4	3	3	0	0	0	2	2	55
2	1	0	4	1	2	1	0	1	2	1	3	5	4	4	0	0	2	2	0	0	3	1	25
3	3	0	4	1	2	1	0	1	2	2	3	1	0	1	0	0	0	1	0	0	2	1	60
4	2	2	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	275
1	3	2	4	1	1	1	1	1	2	1	5	4	4	4	0	0	1	1	0	0	4	3	25
4	2	1	4	0	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	4	195
3	3	0	4	2	2	2	1	1	2	1	4	4	4	1	4	1	2	4	0	0	1	2	105
1	1	0	4	2	3	2	1	1	2	2	4	3	4	3	4	3	3	3	0	0	1	2	30
1	3	0	4	1	3	2	1	1	2	1	4	3	4	3	3	2	2	4	0	0	1	3	180
2	3	0	4	1	2	2	0	1	2	2	5	4	4	3	3	3	2	4	0	0	1	0	80
2	3	2	4	0	2	1	0	1	1	1	3	3	2	2	3	3	2	4	0	0	0	1	163
4	1	0	4	1	3	1	0	1	2	0	1	0	0	0	5	0	5	5	0	0	2	1	60
4	2	1	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	2	140
2	2	0	4	1	0	1	0	1	2	0	4	4	3	1	4	3	3	4	0	0	3	1	55
2	2	0	4	3	1	1	1	1	1	0	3	4	4	2	3	3	2	1	0	0	0	2	300
2	3	1	4	1	3	2	1	1	2	1	3	4	4	2	4	3	3	4	0	0	2	3	45
2	3	2	4	1	3	1	1	1	2	2	1	3	4	2	1	4	4	0	0	0	1	1	75
3	3	2	4	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	4	198
2	2	0	4	1	1	1	0	1	1	0	2	1	2	3	4	4	3	4	0	0	2	3	208
4	2	2	4	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	4	65
0	1	0	4	1	3	1	1	1	2	2	3	4	4	5	1	2	2	0	0	0	1	0	70
2	2	2	4	1	3	2	1	1	2	0	1	2	0	1	0	0	2	0	0	0	1	3	150
4	3	1	4	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	2	30
2	2	0	4	0	3	1	1	1	2	0	4	4	1	2	2	1	2	3	0	0	1	1	70
4	2	2	4	0	1	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	3	3	65
2	1	0	4	1	0	1	0	1	1	0	1	4	4	2	5	0	0	4	0	0	2	3	25
4	2	1	4	1	3	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	0	3	90
2	3	1	4	0	2	1	0	1	1	2	4	3	2	4	0	0	3	2	0	0	3	3	21
3	3	0	4	2	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	2	40
3	3	1	4	0	0	2	1	1	2	1	1	0	0	1	5	1	5	2	0	0	3	1	35
3	3	0	4	1	3	1	1	1	2	1	4	4	2	2	2	2	2	1	0	0	1	3	101
2	3	0	4	1	1	1	1	1	2	2	2	3	2	2	1	1	2	2	0	0	2	3	45
2	3	0	4	1	1	1	0	1	2	2	2	3	2	2	1	1	2	2	0	0	2	3	45
3	3	0	4	2	3	2	0	1	1	2	3	1	0	2	1	1	5	1	0	0	1	2	195
2	2	1	4	0	0	1	1	1	2	0	5	4	4	4	3	3	2	0	0	0	2	2	33
4	3	1	4	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	2	45
4	3	0	4	0	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	4	150
4	3	2	4	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	0	215
4	1	0	4	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	2	80
2	1	3	4	1	1	1	0	1	1	0	3	4	3	2	4	3	3	4	0	0	0	2	15
4	3	0	4	1	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	0	2	30
0	3	0	4	1	1	1	1	1	2	1	5	5	5	5	1	1	1	1	0	0	1	3	105
2	1	0	4	2	2	1	0	1	2	0	3	1	0	2	0	3	2	4	0	0	3	3	47
4	4	0	4	3	1	2	1	1	0	0	0	0	0	0	5	5	5	5	0	0	1	1	70
4	4	0	4	3	1	2	0	1	0	0	0	0	0	0	5	5	5	5	0	0	1	1	250
3	3	2	4	1	1	1	1	1	2	1	3	1	1	2	4	3	3	4	0	0	2	2	55
3	3	0	2	0	1	1	1	1	1	2	1	0	0	0	5	5	5	5	0	0	1	3	105
3	3	0	2	0	1	1	0	1	2	1	1	0	0	0	5	5	5	5	0	0	1	3	105
4	1	0	4	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	1	25
3	1	0	4	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	1	2	57
3	2	0	4	1	1	2	0	1	2	0	0	1	0	1	5	5	5	5	0	0	1	2	10
0	1	0	4	3	0	1	1	1	1	1	5	5	4	5	2	2	2	1	0	0	1	3	40
3	2	1	4	1	3	2	1	1	2	0	1	1	0	0	0	0	5	5	0	0	3	2	35
4	3	0	4	2	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	0	4	35
