Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration	Ratio	
3	3	3	3	1	2	2	1	1	2	1	1	1	0	1	0	0	0	1	0	0	3	54
4	3	0	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	77
1	2	1	3	1	3	2	1	1	2	0	5	4	4	4	4	4	1	3	0	0	1	17
3	3	1	3	1	1	2	1	1	1	1	0	0	0	0	5	5	5	5	0	0	4	47
1	3	0	3	1	1	2	0	1	2	2	1	5	4	1	4	0	0	2	0	0	2	58
3	2	0	3	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	43
1	2	1	3	0	2	1	1	1	2	0	1	4	4	2	3	1	2	2	0	0	2	48
3	3	2	3	1	1	2	0	1	1	2	5	4	2	2	4	3	3	4	0	0	1	67
2	3	1	3	1	2	1	1	1	2	1	4	4	4	3	0	2	2	3	0	0	2	51
3	3	3	3	1	3	2	0	1	1	2	4	4	2	2	3	3	2	1	0	0	2	53
1	1	0	3	1	2	1	1	1	2	1	5	4	4	4	4	3	2	4	0	0	1	37
2	2	0	3	2	3	2	1	1	2	0	3	4	3	3	0	0	0	0	0	0	1	69
3	1	0	3	0	1	0	0	1	2	0	1	0	0	1	5	0	5	2	0	0	1	53
4	3	0	3	2	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	42
4	3	3	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	58
3	3	2	3	1	2	0	1	1	2	1	1	0	0	0	5	5	5	5	0	0	4	62
1	2	0	3	2	1	2	1	1	2	0	5	4	4	5	1	1	1	2	0	0	2	55
2	4	3	3	1	1	2	1	1	0	0	1	3	2	2	1	0	2	1	0	0	1	16
0	3	0	3	1	2	1	0	1	2	1	5	5	5	5	0	1	1	0	0	0	2	33
4	3	0	3	0	3	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	2	52
3	3	0	3	2	3	1	0	1	2	2	1	0	0	1	0	0	2	3	0	0	2	44
1	1	0	3	1	1	0	0	0	2	2	3	4	1	1	4	4	4	5	0	0	1	46
0	3	1	3	1	3	1	0	1	2	1	5	5	5	5	1	1	1	1	0	0	1	48
0	3	0	3	1	3	1	0	1	2	2	5	5	5	5	0	2	0	1	0	0	2	45
3	1	0	3	1	3	1	1	1	2	1	3	3	1	1	4	3	3	4	0	0	1	43
2	2	0	3	1	3	1	0	1	2	0	3	5	4	4	2	1	2	3	0	0	3	50
0	1	0	3	1	1	0	0	1	2	0	5	5	5	5	1	1	1	0	0	0	1	51
3	3	3	3	1	3	2	0	1	1	2	1	0	0	1	3	0	5	4	0	0	4	24
2	3	0	3	1	1	1	1	1	2	1	4	4	2	2	4	3	3	4	0	0	2	28
1	2	0	3	2	1	1	1	1	1	0	5	4	2	5	1	1	2	1	0	0	2	54
0	2	1	3	1	3	1	1	1	2	0	5	5	4	5	0	0	1	0	0	0	1	48
4	1	0	3	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	2	57
0	1	0	3	1	2	1	0	1	2	0	5	5	5	5	0	0	1	0	0	0	0	64
2	2	3	3	1	3	2	1	1	2	0	2	4	4	2	0	1	2	0	0	0	3	50
3	3	2	3	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	48
4	2	1	3	0	0	1	1	1	2	0	0	0	0	0	4	5	5	5	0	0	3	45
4	2	2	3	1	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	48
4	2	0	3	2	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	54
2	3	3	3	1	2	2	0	1	1	2	1	4	1	2	4	4	4	4	0	0	4	72
4	2	3	3	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	39
3	2	2	3	1	3	2	1	1	2	0	1	0	0	1	4	0	5	0	0	0	1	40
0	1	0	3	1	1	1	0	1	2	0	5	5	5	5	1	1	1	0	0	0	1	32
4	3	2	3	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	61
4	2	1	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	22
4	3	0	3	0	2	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	2	49
1	1	0	3	1	3	0	1	1	2	1	5	4	4	4	0	0	0	0	0	0	1	39
4	2	1	3	0	3	2	0	1	0	2	3	1	0	2	1	3	3	1	0	0	2	61
1	2	0	3	1	2	1	1	1	2	0	1	1	1	1	4	5	5	5	0	0	1	55
3	4	0	3	2	2	2	1	1	0	0	1	1	1	1	0	5	5	0	0	0	1	48
1	3	3	3	1	3	1	1	1	2	1	3	4	2	1	3	3	3	4	0	0	4	66
4	2	0	3	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	42
4	3	0	3	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	47
1	3	0	3	1	1	1	0	1	2	2	1	1	1	1	4	5	5	5	0	0	1	48
0	3	1	3	1	1	1	1	1	2	2	3	5	4	4	2	3	2	2	0	0	1	54
4	1	0	3	1	2	1	0	1	2	0	0	1	0	0	5	5	5	5	0	0	4	70
1	3	0	3	0	3	1	1	1	2	2	4	3	1	2	0	0	1	2	0	0	3	48
0	3	0	3	1	3	1	1	1	2	2	3	4	4	4	1	3	0	0	0	0	1	63
4	3	1	3	0	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	55
4	2	0	3	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	53
2	3	0	3	1	3	1	1	1	2	2	3	4	2	1	4	4	3	4	0	0	4	77
0	3	3	3	1	3	1	0	1	2	2	1	1	4	2	4	5	4	0	0	0	2	68
0	3	3	3	1	3	1	1	1	2	2	1	1	4	2	4	5	4	0	0	0	2	65
4	3	0	3	2	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	54
4	2	0	3	2	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	50
3	3	2	3	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	60
4	3	1	3	1	3	2	0	1	1	2	1	0	0	0	5	5	5	5	0	0	2	45
1	2	3	3	2	3	1	1	1	2	0	5	4	4	5	4	3	3	1	0	0	0	43
1	3	0	3	1	2	1	0	1	1	2	3	4	3	3	0	3	3	4	0	0	0	55
3	3	0	3	1	3	1	0	1	2	1	0	0	0	0	5	5	5	5	0	0	1	70
2	3	0	3	1	3	2	0	1	2	2	2	2	1	2	4	4	4	5	0	0	4	81
2	3	0	3	0	1	1	1	1	2	2	1	3	2	2	4	5	4	4	0	0	2	59
3	2	2	3	1	3	1	0	1	0	2	1	0	0	1	5	3	5	4	0	0	1	59
2	2	0	3	2	2	2	1	1	2	0	4	3	2	4	0	0	3	2	0	0	0	75
3	3	0	3	1	2	1	1	1	2	1	1	1	0	1	0	0	0	1	0	0	3	49
2	2	1	3	1	1	1	1	1	2	0	3	2	2	2	3	3	2	3	0	0	0	60
2	1	0	3	0	1	1	0	1	2	2	4	3	2	4	0	0	3	2	0	0	3	49
3	2	1	3	1	3	1	0	1	1	0	1	0	1	1	4	5	5	5	0	0	1	19
2	3	1	3	0	3	2	0	1	1	2	1	1	0	1	4	3	3	4	0	0	4	74
3	3	2	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	56
0	2	0	3	0	1	0	1	1	0	2	5	5	5	5	0	0	0	1	0	0	3	41
4	1	0	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	51
4	1	2	3	1	3	1	0	1	1	0	0	0	1	0	5	5	4	5	0	0	1	69
4	3	1	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	53
2	2	0	3	1	3	2	1	1	2	0	3	2	1	2	4	3	3	4	0	0	4	72
3	3	0	3	1	3	2	1	1	2	1	1	1	2	1	1	1	3	2	0	0	2	54
3	4	0	3	3	2	1	1	1	0	0	0	0	0	0	5	5	5	5	0	0	2	51
4	3	0	3	2	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	52
4	3	0	3	2	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	60
3	2	0	3	2	1	1	0	1	0	2	3	1	1	2	0	0	2	1	0	0	0	55
1	3	0	3	1	3	2	1	1	2	1	5	4	4	4	2	3	1	2	0	0	4	84
4	3	0	3	2	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	46
0	3	1	3	1	3	2	0	1	1	2	3	2	1	2	3	0	2	0	0	0	0	55
0	1	0	3	2	0	1	0	1	2	0	5	5	4	5	0	0	0	0	0	0	0	22
0	3	0	3	2	2	0	1	0	2	1	5	4	4	5	0	0	0	0	0	0	2	59
4	3	0	3	1	2	1	1	1	2	1	1	0	0	0	5	4	5	5	0	0	4	71
2	1	0	3	1	1	2	1	1	2	1	4	4	4	2	4	3	3	4	0	0	1	17
2	3	0	3	2	3	1	0	1	1	2	3	4	3	2	2	2	2	4	0	0	0	33
4	3	3	3	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	83
4	3	3	3	1	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	52
3	3	2	3	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	48
4	3	1	3	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	46
3	3	3	3	1	3	2	1	1	2	1	1	1	1	1	3	3	5	4	0	0	1	66
2	2	0	3	2	3	1	1	1	2	0	3	1	1	2	1	1	1	2	0	0	1	83
2	3	0	3	1	3	2	1	1	2	1	2	3	2	2	1	1	2	2	0	0	1	52
4	3	2	3	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	47
1	2	3	3	1	1	1	1	1	2	0	3	4	4	3	3	0	2	3	0	0	1	55
3	3	1	3	0	3	1	1	1	2	1	1	0	0	1	0	0	0	4	0	0	1	38
3	1	1	3	0	0	1	0	1	1	1	1	0	0	0	4	4	5	5	0	0	0	75
3	3	3	3	1	2	1	0	1	1	2	1	1	0	0	5	0	5	0	0	0	1	50
0	1	0	3	2	2	0	1	1	1	1	5	4	4	5	0	0	0	0	0	0	1	56
1	3	0	4	0	1	1	0	1	2	2	3	4	4	3	4	3	2	4	0	0	2	45
3	3	3	4	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	0	57
0	3	0	4	0	1	2	1	1	2	2	1	1	0	2	3	4	5	0	0	0	4	47
1	3	0	4	1	3	2	0	1	2	2	3	4	3	2	4	4	3	4	0	0	1	21
4	3	2	4	1	3	2	0	1	2	2	0	3	0	0	5	5	5	5	0	0	1	81
3	2	2	4	1	1	1	1	1	2	0	1	0	0	1	4	4	5	5	0	0	2	54
0	3	0	4	1	2	0	0	0	1	2	5	5	5	5	2	1	2	0	0	0	1	64
2	3	3	4	1	3	2	1	1	2	1	5	4	4	5	3	2	2	0	0	0	1	76
3	1	0	4	1	0	1	0	1	1	2	1	0	0	1	4	0	3	4	0	0	2	62
0	2	0	4	2	3	1	1	1	2	0	5	4	3	5	0	0	2	0	0	0	0	35
1	3	0	4	0	3	1	1	1	2	2	5	4	3	4	1	3	2	2	0	0	2	56
3	3	1	4	0	2	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	4	49
3	3	3	4	1	3	2	1	1	2	1	1	0	0	1	0	5	5	3	0	0	2	52
3	3	0	4	0	2	1	1	1	2	2	3	3	1	2	0	0	1	0	0	0	4	32
3	3	0	4	0	2	1	0	1	2	2	3	3	1	2	0	0	1	0	0	0	4	32
4	3	1	4	1	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	0	51
3	3	0	4	1	2	2	1	1	2	1	1	0	0	1	4	0	5	4	0	0	1	59
3	1	0	4	0	2	1	0	1	2	0	3	1	1	2	1	1	3	1	0	0	2	50
4	2	1	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	28
0	2	0	4	2	2	1	1	1	2	0	5	5	5	5	1	1	1	0	0	0	0	29
2	1	0	4	1	3	1	1	1	2	0	5	5	4	5	1	1	0	2	0	0	2	31
3	2	0	4	1	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	48
2	2	2	4	1	2	2	1	1	2	0	2	4	4	2	0	1	2	0	0	0	0	56
2	1	0	4	2	3	1	1	1	2	0	3	4	4	4	3	2	2	2	0	0	2	52
3	2	2	4	1	3	2	1	1	2	0	1	0	0	0	5	5	5	5	0	0	1	22
4	3	0	4	1	3	2	1	1	2	1	1	0	0	0	0	5	5	5	0	0	4	42
3	4	0	4	3	3	1	1	1	0	0	3	1	1	2	0	0	4	4	0	0	2	38
2	1	0	4	1	0	0	1	0	2	0	2	1	0	1	0	0	5	0	0	0	2	69
2	2	2	4	1	3	1	1	1	2	0	3	4	3	2	2	2	2	4	0	0	2	50
4	3	0	4	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	53
4	3	0	4	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	23
4	3	3	4	1	1	0	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	58
3	3	0	4	1	2	1	1	1	2	1	2	1	0	1	0	0	3	0	0	0	1	77
2	2	0	4	2	0	2	1	1	1	0	1	4	3	1	3	3	2	4	0	0	1	54
1	1	0	4	0	2	1	0	1	2	0	5	5	4	4	0	0	0	2	0	0	2	72
2	3	0	4	1	2	2	1	1	2	1	1	0	0	1	5	5	5	5	0	0	1	58
3	3	3	4	1	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	24
3	2	0	4	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	75
4	3	0	4	2	1	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	2	61
4	3	3	4	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	44
1	1	0	4	1	3	1	0	1	2	0	2	0	0	2	2	2	5	3	0	0	3	52
2	1	0	4	0	0	1	1	1	2	0	3	2	2	2	3	3	2	3	0	0	2	52
3	2	1	4	0	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	39
4	3	0	4	1	2	2	1	1	2	1	1	0	0	1	4	5	5	5	0	0	3	56
3	2	0	4	2	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	40
3	2	2	4	1	1	1	1	1	2	0	0	1	0	0	4	0	4	5	0	0	1	58
2	2	0	4	2	3	1	1	1	2	0	1	0	0	1	1	2	5	1	0	0	1	83
2	3	0	4	0	2	1	0	1	2	2	3	4	4	3	4	4	3	0	0	0	1	50
2	3	3	4	1	3	2	1	1	2	1	1	0	0	1	4	0	3	4	0	0	2	46
1	2	2	4	1	3	1	1	1	2	0	4	4	3	3	4	4	4	4	0	0	2	57
3	3	0	4	1	3	2	1	1	2	1	1	0	0	1	5	5	5	1	0	0	2	47
4	2	1	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	42
0	3	0	4	1	3	1	0	0	2	2	1	1	1	3	4	3	3	2	0	0	3	63
2	3	0	4	1	2	1	0	0	1	2	1	0	0	1	4	0	3	4	0	0	2	37
1	1	0	4	0	1	1	1	1	2	1	5	4	4	4	4	3	3	0	0	0	4	40
4	2	2	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	37
1	3	1	4	0	2	1	0	1	1	2	4	4	3	1	4	3	3	4	0	0	0	22
1	3	0	4	0	3	1	1	1	2	2	3	4	3	2	3	3	4	2	0	0	4	75
3	3	0	4	1	3	2	1	1	2	2	1	0	0	0	0	0	5	5	0	0	2	59
2	2	2	4	1	2	1	1	0	2	0	3	5	4	4	3	1	2	4	0	0	2	55
1	1	0	4	0	2	1	0	1	2	0	1	4	4	2	4	5	4	4	0	0	1	60
4	3	1	4	0	0	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	50
0	3	0	4	1	2	0	0	1	1	2	5	5	5	5	0	0	0	0	0	0	2	77
2	2	3	4	1	3	2	0	1	0	2	1	2	0	1	0	0	2	0	0	0	1	58
2	2	3	4	1	3	2	1	1	2	0	1	2	0	1	0	0	2	0	0	0	2	53
3	2	3	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	59
0	1	0	4	0	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	1	52
0	3	0	4	0	3	2	1	1	2	2	5	5	5	5	0	0	0	0	0	0	2	55
3	2	0	4	1	3	1	1	1	2	0	0	0	0	0	5	5	0	5	0	0	1	72
2	2	2	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	17
2	1	0	4	0	3	1	1	1	2	2	3	4	3	2	3	3	2	4	0	0	3	52
4	1	0	4	1	0	0	1	0	2	0	0	0	0	0	5	5	5	5	0	0	1	50
2	2	1	4	1	1	1	1	1	2	0	1	2	0	1	0	0	2	0	0	0	2	66
3	2	0	4	2	3	0	1	0	2	0	1	1	0	1	1	1	1	1	0	0	2	51
0	3	1	4	0	2	1	0	1	1	2	3	5	4	4	4	4	3	4	0	0	1	34
2	3	0	4	0	3	2	1	1	2	2	1	4	1	1	3	5	4	4	0	0	1	33
2	3	0	4	0	3	2	0	1	2	2	1	4	1	1	3	5	4	4	0	0	2	61
2	2	0	4	1	2	1	1	1	2	0	0	2	1	0	5	5	0	5	0	0	2	67
4	3	0	4	1	2	2	0	1	2	1	0	0	0	0	5	5	5	5	0	0	0	67
0	3	0	4	1	3	1	0	1	2	2	3	2	1	2	3	0	2	0	0	0	2	57
2	2	0	4	2	2	1	0	1	1	0	4	4	4	2	4	4	0	4	0	0	2	50
1	3	1	4	0	2	2	1	1	2	1	1	0	0	2	5	5	5	3	0	0	1	42
1	1	0	4	2	3	1	1	1	2	0	3	4	4	3	4	3	2	4	0	0	1	59
0	2	0	4	0	2	1	1	1	2	0	5	5	5	5	0	1	1	0	0	0	4	67
3	2	1	4	1	1	2	1	1	2	0	3	1	0	2	0	4	3	0	0	0	2	43
3	2	1	4	1	3	1	1	1	2	0	0	0	1	0	5	5	4	5	0	0	2	42
4	3	2	4	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	47
1	2	0	4	1	0	1	1	1	2	0	5	4	4	4	4	3	3	0	0	0	2	51
2	1	0	4	1	2	1	0	1	2	1	3	5	4	4	0	0	2	2	0	0	3	47
3	3	0	4	1	2	1	0	1	2	2	3	1	0	1	0	0	0	1	0	0	2	41
4	2	2	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	31
1	3	2	4	1	1	1	1	1	2	1	5	4	4	4	0	0	1	1	0	0	4	58
4	2	1	4	0	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	70
3	3	0	4	2	2	2	1	1	2	1	4	4	4	1	4	1	2	4	0	0	1	50
1	1	0	4	2	3	2	1	1	2	2	4	3	4	3	4	3	3	3	0	0	1	53
1	3	0	4	1	3	2	1	1	2	1	4	3	4	3	3	2	2	4	0	0	1	68
2	3	0	4	1	2	2	0	1	2	2	5	4	4	3	3	3	2	4	0	0	1	15
2	3	2	4	0	2	1	0	1	1	1	3	3	2	2	3	3	2	4	0	0	0	44
4	1	0	4	1	3	1	0	1	2	0	1	0	0	0	5	0	5	5	0	0	2	38
4	2	1	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	49
2	2	0	4	1	0	1	0	1	2	0	4	4	3	1	4	3	3	4	0	0	3	48
2	2	0	4	3	1	1	1	1	1	0	3	4	4	2	3	3	2	1	0	0	0	50
2	3	1	4	1	3	2	1	1	2	1	3	4	4	2	4	3	3	4	0	0	2	68
2	3	2	4	1	3	1	1	1	2	2	1	3	4	2	1	4	4	0	0	0	1	43
3	3	2	4	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	82
2	2	0	4	1	1	1	0	1	1	0	2	1	2	3	4	4	3	4	0	0	2	64
4	2	2	4	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	74
0	1	0	4	1	3	1	1	1	2	2	3	4	4	5	1	2	2	0	0	0	1	19
2	2	2	4	1	3	2	1	1	2	0	1	2	0	1	0	0	2	0	0	0	1	64
4	3	1	4	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	51
2	2	0	4	0	3	1	1	1	2	0	4	4	1	2	2	1	2	3	0	0	1	46
4	2	2	4	0	1	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	3	56
2	1	0	4	1	0	1	0	1	1	0	1	4	4	2	5	0	0	4	0	0	2	60
4	2	1	4	1	3	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	0	56
2	3	1	4	0	2	1	0	1	1	2	4	3	2	4	0	0	3	2	0	0	3	64
3	3	0	4	2	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	52
3	3	1	4	0	0	2	1	1	2	1	1	0	0	1	5	1	5	2	0	0	3	39
3	3	0	4	1	3	1	1	1	2	1	4	4	2	2	2	2	2	1	0	0	1	58
2	3	0	4	1	1	1	1	1	2	2	2	3	2	2	1	1	2	2	0	0	2	65
2	3	0	4	1	1	1	0	1	2	2	2	3	2	2	1	1	2	2	0	0	2	65
3	3	0	4	2	3	2	0	1	1	2	3	1	0	2	1	1	5	1	0	0	1	50
2	2	1	4	0	0	1	1	1	2	0	5	4	4	4	3	3	2	0	0	0	2	51
4	3	1	4	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	51
4	3	0	4	0	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	76
4	3	2	4	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	16
4	1	0	4	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	49
2	1	3	4	1	1	1	0	1	1	0	3	4	3	2	4	3	3	4	0	0	0	54
4	3	0	4	1	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	0	49
0	3	0	4	1	1	1	1	1	2	1	5	5	5	5	1	1	1	1	0	0	1	59
2	1	0	4	2	2	1	0	1	2	0	3	1	0	2	0	3	2	4	0	0	3	59
4	4	0	4	3	1	2	1	1	0	0	0	0	0	0	5	5	5	5	0	0	1	40
4	4	0	4	3	1	2	0	1	0	0	0	0	0	0	5	5	5	5	0	0	1	40
3	3	2	4	1	1	1	1	1	2	1	3	1	1	2	4	3	3	4	0	0	2	49
3	3	0	2	0	1	1	1	1	1	2	1	0	0	0	5	5	5	5	0	0	1	56
3	3	0	2	0	1	1	0	1	2	1	1	0	0	0	5	5	5	5	0	0	1	58
4	1	0	4	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	36
3	1	0	4	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	1	54
3	2	0	4	1	1	2	0	1	2	0	0	1	0	1	5	5	5	5	0	0	1	51
0	1	0	4	3	0	1	1	1	1	1	5	5	4	5	2	2	2	1	0	0	1	57
3	2	1	4	1	3	2	1	1	2	0	1	1	0	0	0	0	5	5	0	0	3	50
4	3	0	4	2	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	0	73
4	3	1	4	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	53
4	2	1	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	49
1	2	1	4	1	2	1	0	1	1	0	3	2	1	3	2	1	3	3	0	0	1	61
2	3	0	4	2	2	2	1	1	2	1	3	4	1	2	0	0	2	3	0	0	2	60
2	2	0	4	2	1	1	1	1	2	0	2	2	0	2	2	1	2	0	0	0	1	53
2	2	3	4	1	1	1	1	1	2	0	3	3	2	2	4	3	3	4	0	0	2	43
2	2	1	4	0	3	2	1	1	2	0	2	1	0	0	4	4	5	5	0	0	1	40
2	3	0	4	2	1	2	1	1	2	1	4	4	3	3	0	0	0	3	0	0	2	63
3	3	0	4	1	1	1	1	1	2	1	4	4	4	3	0	0	0	4	0	0	1	58
4	3	0	4	2	1	1	0	1	1	2	2	4	0	0	0	0	5	5	0	0	1	56
3	3	0	4	0	1	1	0	1	1	2	1	1	0	0	5	0	5	0	0	0	1	59
1	3	1	4	1	2	1	1	1	2	1	5	5	4	4	3	3	0	3	0	0	3	50
2	2	1	4	1	0	1	1	1	2	0	2	3	3	2	0	3	3	1	0	0	2	46
4	2	0	4	2	1	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	1	63
3	2	0	4	2	3	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	41
2	1	2	4	0	0	0	0	0	1	2	3	1	2	2	4	3	3	3	0	0	3	47
3	4	0	4	0	0	1	0	1	0	0	1	0	0	0	0	5	5	0	0	0	1	41
4	3	3	4	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	83
0	1	3	4	1	0	1	0	1	2	2	4	4	4	5	1	1	1	0	0	0	1	51
2	4	0	4	3	3	2	0	1	0	0	3	4	3	2	4	4	3	4	0	0	1	54
2	4	0	4	3	3	2	1	1	0	0	3	4	3	2	4	4	3	4	0	0	1	35
1	2	0	4	0	0	0	0	0	0	2	4	3	1	2	0	0	1	2	0	0	4	37
0	3	2	4	1	1	1	1	1	2	1	3	4	4	4	0	2	2	0	0	0	1	20
4	2	0	4	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	61
3	2	0	4	2	3	2	1	1	2	0	1	1	0	0	0	0	5	5	0	0	2	40
4	3	0	4	1	1	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	4	46
3	3	2	4	1	3	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	1	74
0	3	0	4	1	2	2	1	1	2	1	5	5	5	5	2	1	2	3	0	0	2	58
3	3	1	4	0	2	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	3	45
2	3	0	4	2	2	2	1	1	2	1	4	4	4	2	4	3	3	4	0	0	1	69
4	3	1	4	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	59
0	1	0	4	1	2	0	1	0	2	0	3	5	4	4	2	3	3	0	0	0	4	38
2	3	0	4	0	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	0	68
4	2	1	4	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	61
1	3	3	4	1	0	2	0	1	2	2	3	4	4	3	3	4	2	2	0	0	1	60
2	3	3	4	1	3	1	1	1	2	1	1	4	4	1	5	5	5	3	0	0	2	69
3	3	0	4	1	2	2	0	1	2	2	1	0	0	1	4	3	3	4	0	0	2	53
0	3	0	4	1	3	1	0	1	2	2	5	4	4	5	1	3	1	2	0	0	0	51
4	1	1	4	0	2	2	0	1	1	0	0	0	0	0	5	4	5	5	0	0	0	53
4	3	0	4	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	43
1	3	0	4	0	3	1	1	1	2	2	5	5	4	5	3	3	3	1	0	0	1	59
2	3	0	4	1	1	2	1	1	2	2	1	1	0	0	4	4	4	5	0	0	3	39
2	3	0	4	1	1	0	1	1	2	2	3	2	0	2	3	2	2	4	0	0	2	47
2	3	0	4	0	3	2	0	1	2	2	4	2	3	3	2	2	3	3	0	0	2	65
1	1	0	5	0	3	1	0	1	2	1	3	1	0	4	3	5	4	0	0	0	1	34
4	1	0	5	1	1	0	1	0	2	1	0	0	0	0	5	5	5	5	0	0	2	52
4	3	0	5	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	38
3	2	3	5	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	58
3	2	0	5	2	3	1	1	1	2	0	1	1	0	1	5	0	0	2	0	0	0	53
4	3	0	5	0	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	56
2	2	2	3	1	2	2	1	1	2	0	3	1	0	1	0	0	4	4	0	0	1	76
