Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration	Ratio	
2	1	2	1	1	3	2	0	1	2	1	3	2	0	2	4	4	4	4	0	0	3	49
4	3	0	1	0	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	44
4	2	1	1	0	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	54
2	3	0	1	1	3	2	0	1	1	2	1	0	0	1	1	1	5	2	0	0	1	63
4	2	2	1	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	78
2	2	0	1	1	3	2	1	1	2	0	4	4	4	3	4	3	3	0	0	0	2	41
3	3	1	1	0	1	1	0	1	1	2	1	0	0	1	3	5	5	4	0	0	3	60
1	3	2	1	1	2	1	1	1	2	1	3	4	4	3	0	4	2	4	0	0	1	44
2	3	3	1	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	55
3	2	3	1	1	3	2	1	1	2	0	1	0	0	1	0	0	5	0	0	0	2	56
3	2	0	1	1	1	1	1	1	2	0	1	3	3	0	0	0	0	4	0	0	2	54
1	3	3	1	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	49
3	2	0	1	0	2	2	1	1	2	0	1	1	1	0	4	5	5	5	0	0	3	71
0	3	0	1	1	3	1	0	1	2	1	5	5	4	5	2	1	2	3	0	0	4	39
1	1	0	1	2	2	1	1	1	2	0	2	5	4	2	4	4	4	4	0	0	2	53
4	2	0	1	0	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	53
3	3	1	1	0	2	1	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	55
1	3	3	1	1	3	2	1	1	2	2	2	2	1	2	2	2	4	3	0	0	1	52
0	2	0	1	0	1	1	0	1	2	0	5	5	5	5	0	0	0	0	0	0	1	76
4	3	3	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	80
4	3	0	1	2	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	35
2	1	0	1	1	3	1	1	1	2	0	5	5	4	5	1	1	0	2	0	0	1	59
3	3	1	1	1	2	1	1	1	2	1	3	1	0	1	3	3	4	4	0	0	4	60
2	3	0	1	0	1	2	0	1	1	2	3	2	1	2	0	0	2	4	0	0	1	48
4	3	2	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	62
4	2	0	1	2	0	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	1	76
0	3	0	1	0	3	2	1	1	2	2	5	5	4	5	3	3	0	4	0	0	2	44
4	2	3	1	1	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	51
3	3	1	1	1	2	1	1	1	2	1	1	0	1	1	5	2	0	3	0	0	2	55
2	2	2	1	1	1	1	1	1	2	0	3	3	4	3	3	3	2	4	0	0	2	57
3	3	3	1	1	3	1	0	1	1	2	1	0	0	0	5	5	5	5	0	0	2	39
4	2	0	1	2	3	2	1	1	2	0	2	4	3	3	4	3	4	4	0	0	1	72
3	3	0	1	0	2	1	0	0	2	2	1	0	0	0	0	5	5	0	0	0	3	41
4	3	0	1	2	3	2	1	1	2	1	1	0	0	1	0	5	5	4	0	0	1	58
1	3	3	1	1	3	1	0	1	1	2	5	4	4	5	1	1	1	2	0	0	0	19
1	2	0	1	1	3	1	1	1	2	0	1	4	4	2	4	5	4	4	0	0	2	44
0	1	0	1	2	3	2	1	1	2	0	5	5	4	5	1	1	1	0	0	0	1	39
2	3	0	1	0	2	1	1	1	2	2	4	3	2	2	4	3	2	4	0	0	2	35
4	3	1	1	1	3	2	1	1	2	1	1	2	1	2	3	4	4	4	0	0	1	37
4	3	0	1	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	50
2	1	0	1	1	1	1	0	1	1	0	1	4	3	1	2	5	2	3	0	0	2	59
4	3	0	1	2	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	43
1	3	0	1	0	3	2	0	1	1	2	5	5	4	4	4	3	3	4	0	0	2	16
4	1	0	1	2	2	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	46
1	1	0	1	2	0	1	0	1	2	0	5	5	4	5	0	0	0	2	0	0	4	72
4	1	0	1	1	0	1	1	1	2	0	1	0	0	1	4	5	5	5	0	0	1	80
1	2	0	1	0	1	1	1	1	2	0	3	4	4	3	2	3	2	0	0	0	2	43
1	2	0	1	4	3	2	1	1	1	0	5	5	4	5	1	0	0	1	0	0	1	59
3	3	0	1	1	3	1	0	1	2	2	3	3	0	2	2	2	3	3	0	0	2	55
1	3	0	1	1	3	2	1	1	2	2	5	4	4	4	2	2	2	0	0	0	1	78
2	1	0	1	1	3	1	0	1	1	2	3	2	0	2	3	2	2	4	0	0	2	37
1	2	0	1	2	3	1	1	1	2	0	5	4	3	4	3	4	4	3	0	0	4	79
3	1	0	1	1	3	1	1	1	2	2	3	1	0	1	0	0	2	0	0	0	1	42
4	2	2	1	0	0	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	63
2	2	1	1	1	0	2	1	1	2	0	3	3	2	2	4	3	3	4	0	0	1	33
4	3	0	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	33
2	3	1	1	0	1	2	0	1	1	2	2	4	2	2	4	5	5	4	0	0	1	39
3	2	3	1	1	1	2	1	1	2	0	5	4	2	2	4	3	3	4	0	0	2	43
2	3	3	1	1	3	1	0	1	2	2	3	4	1	1	4	4	3	4	0	0	2	79
1	3	0	1	1	1	2	1	1	2	2	5	4	3	3	0	1	3	0	0	0	2	50
0	1	0	1	0	0	1	1	1	2	1	5	5	5	5	0	1	1	0	0	0	1	40
0	1	0	1	1	1	1	0	1	2	2	5	5	5	5	0	0	0	0	0	0	4	41
3	3	0	1	1	2	1	1	1	2	1	1	0	0	1	5	5	5	1	0	0	4	50
0	2	0	1	2	2	2	0	1	2	0	0	0	2	0	5	4	2	3	0	0	3	47
3	3	0	1	1	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	56
0	1	0	1	1	3	1	1	1	2	0	5	5	5	5	0	0	0	0	0	0	2	59
4	1	0	1	1	3	1	1	1	2	0	0	4	0	0	5	5	5	5	0	0	4	74
3	3	0	1	2	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	58
2	3	0	1	0	2	2	1	1	2	1	3	2	0	2	3	2	2	4	0	0	2	50
3	3	0	1	2	3	2	0	1	2	2	3	3	4	2	2	2	4	4	0	0	1	61
3	3	0	1	1	3	2	1	1	2	2	3	3	4	2	2	2	4	4	0	0	1	17
1	2	0	1	2	2	1	1	1	2	0	1	1	1	1	4	4	4	5	0	0	2	57
0	3	3	1	1	3	1	1	1	2	1	5	5	5	5	0	0	0	0	0	0	0	44
0	3	3	1	1	3	1	0	0	1	2	5	5	5	5	0	0	0	0	0	0	1	39
4	1	0	1	0	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	72
1	3	0	1	0	2	2	1	1	2	2	0	4	4	1	4	3	3	4	0	0	3	52
3	3	2	1	1	2	1	0	1	1	2	3	1	3	1	2	1	2	4	0	0	2	45
0	1	0	1	0	2	0	0	1	2	1	5	5	5	5	0	2	0	1	0	0	1	52
0	1	0	1	1	1	0	0	0	2	2	5	5	5	5	1	0	0	0	0	0	2	27
1	3	3	1	1	3	1	0	1	2	2	3	4	3	4	3	3	2	4	0	0	1	39
0	3	0	1	2	3	2	0	1	2	2	5	5	5	5	1	1	1	0	0	0	1	54
4	2	0	1	2	3	2	1	1	2	0	0	0	1	0	5	5	4	5	0	0	1	50
4	3	3	1	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	47
2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	0	0	1	47
3	1	0	1	0	1	1	1	1	2	0	2	1	0	1	0	0	2	3	0	0	2	54
2	3	2	1	1	2	1	1	1	2	1	5	4	4	5	3	2	2	0	0	0	1	49
2	3	0	1	1	3	0	0	1	2	2	5	4	4	4	0	0	0	0	0	0	2	50
1	1	0	1	1	2	1	0	1	1	1	4	4	4	2	4	3	0	4	0	0	1	61
2	3	1	1	1	3	2	1	1	2	2	2	1	0	1	0	0	5	0	0	0	0	70
1	1	0	1	2	1	1	0	1	1	2	3	4	2	2	3	3	3	4	0	0	1	65
4	3	0	1	2	3	2	1	1	2	1	1	1	0	0	5	5	4	5	0	0	2	66
4	3	0	1	1	3	2	0	1	1	2	1	1	0	0	5	5	4	5	0	0	1	48
0	3	0	1	0	3	2	0	1	2	2	5	5	5	5	1	1	0	2	0	0	3	60
0	3	0	1	1	2	1	1	1	2	1	3	4	4	5	1	4	3	0	0	0	1	83
1	3	2	1	1	3	2	1	1	2	1	5	4	4	5	4	3	3	1	0	0	1	59
4	2	0	1	2	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	51
1	2	1	1	1	1	2	1	1	2	0	3	3	3	3	0	0	0	1	0	0	2	47
1	3	0	1	2	3	1	1	1	2	1	1	1	0	1	1	5	5	1	0	0	2	44
2	2	2	1	1	3	2	1	1	2	0	5	4	4	4	2	0	0	4	0	0	0	25
0	3	0	1	0	3	0	1	0	2	2	5	5	5	5	1	1	1	1	0	0	4	18
4	1	0	1	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	61
1	3	0	1	0	2	1	0	1	1	2	3	4	4	3	1	3	0	2	0	0	1	48
1	2	2	1	1	1	2	1	1	2	0	1	2	1	2	4	3	5	0	0	0	2	37
2	2	3	1	1	3	2	1	1	2	0	4	3	2	2	4	3	2	4	0	0	1	37
4	3	1	1	0	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	65
4	2	0	1	2	1	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	3	55
3	3	0	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	36
4	3	0	1	0	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	52
1	1	0	1	0	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	52
2	3	0	1	1	2	2	0	1	1	2	3	1	0	2	0	0	0	0	0	0	4	45
3	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	5	3	0	0	1	36
4	4	0	1	4	1	2	1	1	0	0	3	0	0	0	0	0	5	5	0	0	1	46
1	2	3	1	1	3	2	1	1	2	0	3	4	4	3	2	3	2	2	0	0	1	68
4	2	3	1	1	3	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	65
3	0	0	1	2	0	0	0	1	0	1	0	0	0	0	5	5	0	5	0	0	0	83
2	2	1	1	1	2	0	1	1	2	0	5	4	4	4	1	1	1	2	0	0	2	51
1	3	2	1	1	3	2	0	1	1	2	5	4	4	3	4	4	3	1	0	0	1	15
3	3	1	1	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	35
4	3	1	1	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	61
1	3	1	1	1	1	1	0	1	1	2	3	4	2	3	4	3	3	4	0	0	1	57
4	0	0	1	1	0	0	1	0	0	2	0	0	0	0	5	5	5	5	0	0	2	61
3	3	3	1	1	3	2	1	1	2	1	1	1	0	1	5	0	0	2	0	0	2	25
2	3	0	1	1	3	0	0	0	2	2	4	4	4	3	4	3	3	0	0	0	2	51
2	1	3	1	1	3	1	1	1	2	0	1	0	0	1	0	2	5	1	0	0	2	57
1	3	0	1	1	3	1	0	1	1	2	5	4	4	4	3	3	2	0	0	0	2	43
2	3	0	1	1	1	2	1	1	2	1	3	4	1	2	2	1	2	3	0	0	0	27
3	4	0	1	3	3	2	1	1	0	0	0	0	0	0	5	5	5	5	0	0	4	53
0	2	0	1	2	2	2	1	1	2	0	1	1	0	2	3	4	5	0	0	0	1	54
4	2	1	1	0	0	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	80
4	3	1	1	1	2	1	0	1	1	2	1	0	0	0	2	5	5	5	0	0	2	65
4	3	0	1	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	50
3	2	1	1	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	68
4	3	2	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	23
2	1	0	1	1	2	1	1	1	2	2	3	2	1	3	2	2	2	2	0	0	2	73
4	2	2	1	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	40
0	3	1	1	0	2	1	1	1	2	2	4	4	4	3	2	2	2	3	0	0	0	63
1	3	0	1	1	1	1	1	0	2	2	5	5	4	3	0	0	0	0	0	0	1	64
1	2	0	1	1	2	1	1	1	2	0	5	4	4	5	2	1	0	0	0	0	1	31
2	2	0	1	2	3	1	1	1	2	0	3	1	1	2	1	2	2	2	0	0	1	36
2	3	1	1	0	1	2	0	1	1	2	1	2	0	1	2	2	3	3	0	0	2	50
1	3	0	1	1	3	2	1	1	2	1	3	4	2	2	4	3	2	4	0	0	3	46
2	3	2	1	1	2	1	0	1	1	2	1	4	1	2	4	4	4	4	0	0	0	50
4	1	0	1	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	3	50
4	3	3	1	1	3	2	0	1	1	2	2	1	0	0	4	3	5	5	0	0	0	73
3	2	0	1	1	3	2	1	1	2	0	1	1	0	1	4	4	4	4	0	0	3	50
2	3	0	1	2	3	2	1	1	2	2	3	4	1	2	0	0	2	3	0	0	4	37
3	3	2	1	1	2	2	0	1	1	2	1	1	0	0	4	4	3	4	0	0	2	47
4	3	3	1	1	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	50
1	3	0	1	2	2	1	1	1	2	1	4	4	4	5	0	3	3	4	0	0	1	52
1	3	0	1	2	2	1	0	1	1	2	4	4	4	5	0	3	3	4	0	0	1	60
3	3	3	1	1	3	1	0	1	1	2	2	0	1	2	0	4	3	4	0	0	1	43
2	3	1	1	1	2	1	1	1	2	1	2	1	0	1	4	4	5	3	0	0	1	61
4	3	1	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	78
3	3	0	1	2	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	55
2	1	3	1	1	2	1	0	1	2	1	1	4	3	2	3	5	3	0	0	0	3	56
2	3	1	1	1	1	1	1	1	2	1	3	2	2	2	0	0	0	4	0	0	2	49
2	2	1	1	1	3	1	1	1	2	0	4	4	1	1	1	4	4	3	0	0	2	70
1	2	2	1	1	3	2	1	1	2	0	1	4	3	2	4	4	4	4	0	0	1	30
3	2	0	1	1	2	2	1	1	2	0	2	4	3	1	0	0	4	0	0	0	2	53
2	3	3	1	1	3	1	1	1	2	1	5	4	3	3	2	2	2	0	0	0	2	48
3	2	3	1	2	3	2	1	1	2	0	1	0	0	0	2	2	2	3	0	0	2	56
3	3	2	1	1	2	2	0	1	1	2	1	0	0	0	5	5	5	5	0	0	0	44
3	1	0	1	1	3	1	0	1	2	1	1	0	0	0	5	5	5	5	0	0	2	58
3	4	0	1	1	3	1	1	1	0	0	1	0	0	0	5	5	5	5	0	0	2	75
1	1	0	1	1	3	2	0	1	2	1	2	1	2	3	4	3	3	3	0	0	1	51
4	3	1	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	52
3	2	1	1	1	1	1	1	1	2	0	1	0	0	1	5	1	5	2	0	0	0	47
4	3	0	1	0	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	40
2	3	1	1	1	3	2	0	1	1	2	3	3	3	4	2	2	2	3	0	0	2	48
3	4	0	1	3	2	1	1	1	0	0	0	1	0	0	5	5	5	5	0	0	0	68
1	3	0	1	0	2	2	0	1	2	2	0	1	2	0	5	4	4	5	0	0	0	41
4	3	0	1	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	33
1	3	0	1	0	1	1	0	1	1	2	4	3	1	2	0	0	1	2	0	0	4	45
3	3	0	1	1	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	68
2	2	1	1	1	3	2	1	1	2	0	3	5	4	4	0	0	2	2	0	0	3	53
1	1	0	1	0	1	1	1	1	2	0	4	4	2	3	1	1	0	1	0	0	2	52
1	3	3	1	2	3	2	1	1	2	1	5	5	4	5	1	0	0	2	0	0	4	54
2	2	0	1	2	3	2	1	1	2	0	4	4	4	3	0	2	2	3	0	0	1	78
3	3	2	1	1	2	1	0	1	1	2	1	3	3	0	0	0	0	4	0	0	3	46
4	1	0	1	2	3	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	42
2	3	0	1	0	3	1	0	1	2	2	2	1	0	0	4	4	5	5	0	0	2	55
1	3	0	1	0	2	1	1	1	2	1	2	4	4	2	0	4	3	0	0	0	1	58
4	3	1	1	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	66
2	2	2	1	1	2	2	1	1	2	0	4	4	2	4	4	3	3	1	0	0	2	53
1	1	0	1	2	1	0	0	0	1	1	3	2	1	3	0	0	3	1	0	0	1	55
1	2	0	1	1	2	1	0	0	0	2	4	4	4	3	1	3	1	0	0	0	1	74
0	3	1	1	0	3	2	0	1	2	2	5	4	4	5	3	3	0	0	0	0	1	56
2	3	0	1	2	2	2	1	1	2	1	2	3	2	2	1	1	2	2	0	0	2	49
2	2	0	1	1	3	1	1	1	2	0	2	4	4	4	3	4	4	3	0	0	4	58
4	3	3	1	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	78
4	3	1	1	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	51
2	1	0	1	0	3	1	0	1	2	2	3	1	0	1	2	2	5	4	0	0	1	37
2	2	1	1	0	3	2	0	0	0	2	2	1	2	3	4	4	3	4	0	0	0	62
4	3	3	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	46
4	3	2	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	50
1	2	3	1	1	2	1	1	1	2	0	2	4	3	2	4	4	3	4	0	0	2	53
1	2	1	1	1	0	1	1	1	2	0	5	4	4	5	2	1	0	0	0	0	1	32
3	3	1	1	1	1	2	1	1	2	1	1	0	0	1	0	0	5	0	0	0	2	18
4	1	0	1	3	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	54
3	2	0	1	1	3	1	1	1	2	0	1	0	0	1	5	5	5	1	0	0	2	48
4	0	0	1	2	0	1	0	1	0	0	0	0	0	0	5	5	5	5	0	0	0	53
4	3	2	1	1	2	1	0	1	1	1	0	0	0	0	5	5	5	5	0	0	1	59
2	3	1	1	0	3	2	0	1	1	2	4	4	4	3	4	3	3	0	0	0	1	61
3	3	1	1	1	3	2	0	1	1	2	1	0	0	0	5	5	5	5	0	0	2	47
4	2	3	1	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	73
3	3	0	1	0	2	2	0	1	2	2	1	0	0	1	0	0	0	4	0	0	2	50
1	1	0	1	1	3	1	1	1	2	0	1	4	4	2	4	1	2	3	0	0	2	53
2	3	0	1	1	3	2	0	1	2	2	1	4	4	2	5	0	0	4	0	0	3	20
2	2	0	1	2	1	1	0	1	1	0	3	4	4	4	4	3	3	4	0	0	1	53
0	3	0	1	1	3	2	1	1	2	2	3	5	5	5	1	1	1	1	0	0	3	49
4	3	0	1	0	2	2	0	1	2	2	1	1	0	0	0	0	5	5	0	0	1	65
3	2	1	1	0	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	1	70
3	3	0	1	2	3	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	3	46
4	2	2	1	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	49
2	3	0	1	2	3	1	0	1	1	2	4	1	4	2	4	3	3	0	0	0	4	64
3	3	0	1	1	2	1	1	1	2	1	1	3	2	1	4	4	4	5	0	0	2	50
1	3	1	1	1	3	1	1	1	2	1	5	4	2	4	2	2	2	0	0	0	1	60
3	3	0	1	1	3	2	0	1	1	2	0	4	0	0	4	4	5	5	0	0	1	51
4	3	1	1	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	63
4	3	0	1	2	0	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	68
4	2	0	1	2	3	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	0	76
4	3	0	1	0	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	27
4	2	0	1	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	48
3	3	0	1	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	49
2	2	0	1	2	1	1	0	1	0	1	3	1	1	2	2	2	2	4	0	0	1	33
4	3	0	1	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	23
3	1	0	1	0	1	1	0	1	2	1	1	3	2	1	4	4	4	5	0	0	1	61
4	3	0	1	1	1	1	1	1	2	1	1	0	0	1	4	5	5	5	0	0	4	49
4	3	0	1	1	1	1	0	1	1	2	1	0	0	1	4	5	5	5	0	0	2	19
1	2	0	1	1	1	1	0	1	1	0	5	4	3	3	0	1	3	0	0	0	1	61
0	1	0	1	1	3	1	0	1	2	1	5	4	4	5	1	0	0	0	0	0	0	56
1	3	0	1	0	1	1	0	1	2	2	4	3	1	2	0	0	1	2	0	0	0	63
4	3	1	1	0	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	48
4	3	1	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	47
4	3	1	1	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	59
2	2	2	1	1	1	1	1	1	2	0	1	2	0	1	2	2	3	3	0	0	1	65
3	3	0	1	1	2	1	1	1	2	1	1	0	0	1	5	1	5	2	0	0	0	69
2	2	1	1	1	1	1	1	1	2	0	0	0	3	0	5	5	0	5	0	0	3	54
0	1	0	1	1	3	0	0	0	2	0	5	5	5	5	1	0	0	0	0	0	2	42
2	3	3	1	1	2	1	1	1	2	1	3	4	3	3	3	3	2	2	0	0	1	50
4	3	0	1	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	55
1	3	3	1	1	3	2	1	1	2	2	2	4	2	4	3	3	3	4	0	0	2	50
2	3	0	1	0	1	1	0	1	1	1	1	3	2	2	1	0	2	1	0	0	2	18
2	2	0	1	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	43
3	2	0	1	2	2	1	1	1	2	0	1	0	0	1	5	5	5	1	0	0	4	50
0	2	1	2	1	3	1	1	1	2	0	5	5	5	5	0	0	1	0	0	0	3	31
4	3	3	2	1	0	0	0	0	1	2	0	0	0	0	5	5	5	5	0	0	1	64
2	3	0	2	1	2	1	1	1	2	1	0	3	4	1	4	4	2	4	0	0	2	64
3	3	0	2	1	3	2	0	1	2	2	1	0	1	1	4	5	5	4	0	0	1	53
3	3	0	2	1	3	2	1	1	2	2	1	0	1	1	4	5	5	4	0	0	1	45
2	3	0	2	2	3	2	1	1	2	2	1	4	3	2	4	3	3	4	0	0	4	74
2	3	0	2	1	3	2	0	1	2	2	1	4	3	2	4	3	3	4	0	0	2	56
3	3	1	2	1	2	2	1	1	2	1	0	0	0	0	5	5	0	5	0	0	2	57
2	1	0	2	0	2	1	0	1	2	2	3	4	2	3	4	1	3	3	0	0	1	45
3	2	3	2	1	1	1	1	1	1	0	0	0	1	0	5	5	0	5	0	0	1	44
1	3	0	2	1	2	0	1	1	2	1	5	4	4	4	0	0	0	0	0	0	2	53
3	2	0	2	2	3	1	1	1	2	0	3	1	0	2	0	4	3	0	0	0	1	28
3	3	2	2	1	2	2	0	1	2	1	0	0	0	0	5	5	5	5	0	0	0	40
4	3	2	2	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	55
3	3	1	2	1	3	1	1	1	2	2	3	4	1	1	0	0	4	0	0	0	2	45
4	2	0	2	2	2	2	0	1	2	0	0	0	0	0	5	5	5	5	0	0	2	75
2	1	0	2	1	3	2	1	1	2	0	4	1	4	2	2	2	2	3	0	0	1	73
3	3	0	2	2	1	1	1	1	2	1	1	0	0	1	4	0	3	4	0	0	1	51
0	3	1	2	1	3	2	1	1	2	1	5	5	5	5	0	0	0	1	0	0	1	36
2	2	0	2	0	2	1	1	1	2	0	3	3	4	3	3	3	2	4	0	0	1	48
2	2	2	2	1	3	1	1	1	2	0	3	2	1	3	4	3	3	4	0	0	1	49
1	2	3	2	1	3	1	1	1	2	0	5	4	4	5	1	2	3	1	0	0	2	43
4	3	0	2	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	48
2	3	1	2	1	3	1	1	1	2	1	2	2	0	2	1	0	4	4	0	0	1	17
0	3	3	2	1	3	1	0	0	2	2	5	4	4	5	2	3	2	0	0	0	4	60
1	3	0	2	2	3	1	1	1	2	1	0	5	4	0	4	4	3	5	0	0	1	46
3	3	0	2	2	3	2	0	1	2	2	1	0	0	0	0	5	5	0	0	0	1	50
3	3	0	2	0	2	2	1	1	2	1	1	0	0	1	4	3	5	4	0	0	1	59
3	3	2	2	1	1	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	53
4	3	1	2	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	38
2	3	0	2	2	2	1	1	1	2	1	1	3	2	1	2	2	4	3	0	0	2	47
4	3	0	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	56
1	1	0	2	1	2	0	0	0	2	1	1	2	1	2	4	3	5	0	0	0	2	53
1	3	0	2	1	3	2	1	1	2	1	5	4	4	2	2	2	2	3	0	0	2	62
4	2	3	2	1	2	1	0	1	2	0	0	0	0	0	5	5	4	5	0	0	2	51
1	3	1	2	1	3	2	1	1	2	1	3	1	2	3	4	4	3	4	0	0	1	83
1	2	1	2	1	3	2	1	1	2	0	4	4	4	5	1	3	1	0	0	0	2	49
4	3	1	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	46
3	3	3	2	1	2	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	71
3	2	0	2	2	1	1	1	1	2	0	1	1	0	1	5	5	5	4	0	0	3	55
1	2	0	2	2	3	1	1	1	2	0	5	4	4	4	4	3	3	0	0	0	2	49
4	2	2	2	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	57
2	3	1	2	0	3	2	1	1	2	2	1	1	0	1	3	5	5	4	0	0	1	79
1	2	0	2	1	2	1	1	1	2	0	4	4	4	5	2	4	3	0	0	0	0	80
0	3	2	2	1	3	1	0	1	2	1	5	5	5	5	2	1	2	0	0	0	3	47
2	2	0	2	1	2	1	1	1	2	0	5	4	3	4	0	0	0	3	0	0	3	43
2	2	1	2	1	3	2	1	1	2	0	1	0	0	1	5	5	5	5	0	0	1	35
2	3	0	2	1	3	2	1	1	2	1	2	3	3	2	1	1	1	2	0	0	1	46
0	4	0	2	2	1	1	1	1	0	0	4	4	4	5	0	0	1	1	0	0	1	81
2	2	3	2	1	3	2	1	1	2	0	4	3	2	2	0	0	2	3	0	0	1	56
1	2	1	2	1	3	1	1	1	2	0	5	4	4	4	2	1	2	3	0	0	3	15
4	3	2	2	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	52
2	3	2	2	1	3	2	0	1	2	2	4	4	1	1	1	3	2	4	0	0	3	72
1	3	0	2	1	2	2	0	1	2	2	0	1	1	1	5	5	3	4	0	0	4	77
1	3	3	2	1	3	2	1	1	2	2	0	0	0	1	4	5	5	0	0	0	3	55
3	1	0	2	0	3	1	1	1	2	1	1	0	0	0	0	5	5	5	0	0	4	31
0	1	0	2	1	1	0	1	0	2	1	5	5	5	5	1	1	0	0	0	0	1	57
