Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration
3	3	0	2	0	2	2	0	1	2	2	0	1	0	0	4	4	4	5	0	0	330
4	1	0	2	1	1	1	0	1	2	2	0	3	0	0	5	5	5	5	0	0	525
0	3	0	2	0	1	0	0	0	2	2	5	5	4	5	2	2	2	3	0	0	545
1	3	2	2	1	1	1	1	1	2	1	3	1	4	3	0	3	2	0	0	0	554
1	3	2	2	1	1	1	0	1	1	2	3	1	4	3	0	3	2	0	0	0	310
1	3	2	2	1	3	2	1	1	2	1	5	4	3	4	3	4	4	3	0	0	600
0	1	0	2	2	3	2	0	1	2	1	3	5	5	5	1	1	1	1	0	0	496
3	3	3	2	1	2	1	1	1	2	1	1	1	0	0	0	0	5	3	0	0	565
3	2	1	2	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	480
3	3	2	2	1	2	2	0	1	2	2	0	0	2	0	5	5	4	5	0	0	245
0	1	0	2	1	2	1	0	1	2	2	5	5	5	5	0	0	1	0	0	0	470
0	2	0	2	1	1	0	0	1	2	0	5	5	4	5	0	0	0	0	0	0	515
3	2	3	2	1	3	2	1	1	2	0	1	0	0	1	0	5	5	3	0	0	545
1	3	1	2	1	2	1	1	1	2	1	3	1	2	2	1	0	3	1	0	0	285
1	3	1	2	0	2	1	0	1	1	2	3	1	2	2	1	0	3	1	0	0	342
2	2	1	2	1	0	1	1	1	2	0	2	1	0	2	3	3	5	4	0	0	550
4	1	3	2	1	1	1	0	1	2	0	0	1	0	0	4	5	4	5	0	0	530
4	2	3	2	1	1	1	1	1	2	0	1	0	0	0	4	5	5	5	0	0	650
4	2	3	2	1	1	1	0	1	0	2	1	0	0	0	4	5	5	5	0	0	550
4	3	0	2	1	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	575
4	2	0	2	2	3	1	1	1	0	1	0	0	0	0	5	5	5	5	0	0	180
4	2	2	2	1	1	1	1	1	2	0	2	4	0	0	0	0	5	5	0	0	525
4	2	0	2	2	2	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	240
1	1	0	2	1	3	1	1	1	2	0	5	4	4	4	3	3	2	0	0	0	520
2	3	0	2	1	1	1	0	1	1	2	0	3	2	1	4	4	4	2	0	0	315
2	2	0	2	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	570
1	2	1	2	1	3	1	1	1	2	0	3	4	1	1	4	4	4	5	0	0	255
4	3	1	2	1	1	2	1	1	2	1	2	1	0	0	4	3	5	5	0	0	570
4	3	3	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	510
4	2	0	2	1	1	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	560
3	2	0	2	2	1	1	0	0	2	0	1	0	0	0	5	5	5	5	0	0	545
3	3	1	2	0	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	440
1	3	0	2	2	2	0	1	0	2	1	4	4	3	2	4	4	3	4	0	0	555
4	3	2	2	1	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	270
4	3	2	2	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	575
2	2	2	2	1	3	2	1	1	2	0	4	4	4	4	0	0	0	3	0	0	685
4	3	0	2	1	1	2	0	1	1	1	0	0	0	0	5	5	5	5	0	0	345
1	3	0	2	2	2	1	1	1	2	1	4	4	2	3	4	4	3	4	0	0	300
1	3	0	2	2	2	1	0	1	1	2	4	4	2	3	4	4	3	4	0	0	300
4	3	2	2	1	3	2	0	1	2	1	0	0	0	0	5	5	5	5	0	0	210
4	3	2	2	1	3	2	1	1	1	2	0	0	0	0	5	5	5	5	0	0	550
3	2	2	2	1	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	510
2	2	3	2	1	3	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	270
2	1	0	2	0	0	1	0	1	2	0	2	2	1	1	4	4	3	4	0	0	550
4	2	3	2	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	470
2	3	0	2	2	3	2	1	1	1	1	3	3	2	2	4	3	3	3	0	0	495
2	3	0	2	2	3	2	0	1	1	1	3	3	2	2	4	3	3	3	0	0	520
2	3	0	2	1	3	1	1	1	2	1	1	0	0	2	2	5	5	2	0	0	145
2	3	0	2	1	3	1	0	0	1	2	1	0	0	2	2	5	5	2	0	0	430
1	1	0	2	2	2	1	0	1	2	1	2	2	1	2	2	2	4	3	0	0	405
3	3	3	2	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	525
3	3	3	2	1	1	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	630
4	3	3	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	580
4	3	3	2	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	540
2	3	1	2	0	2	2	1	1	2	1	5	5	4	4	2	2	2	3	0	0	560
4	3	1	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	230
4	3	1	2	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	363
1	3	1	2	0	3	2	0	1	2	2	3	4	2	1	3	3	3	4	0	0	610
3	3	1	2	1	2	1	1	1	2	1	1	1	0	1	3	3	4	4	0	0	580
3	3	0	2	1	2	2	1	1	2	1	2	1	0	1	0	0	2	0	0	0	510
2	2	0	2	2	1	1	1	0	2	0	3	3	2	2	1	1	0	3	0	0	575
3	1	0	2	0	3	1	0	1	2	0	1	0	0	0	4	0	5	5	0	0	606
4	1	0	2	1	2	1	0	1	2	0	1	0	0	0	0	5	5	5	0	0	543
2	2	0	2	1	3	1	1	1	2	0	2	3	2	2	1	1	2	2	0	0	280
2	1	0	2	2	2	1	0	1	2	1	1	4	4	1	5	5	5	3	0	0	310
2	3	2	2	1	3	2	1	1	2	1	3	4	1	2	4	3	4	4	0	0	645
0	1	0	2	0	1	1	0	1	2	1	0	1	1	1	4	4	4	1	0	0	575
4	1	0	2	0	0	1	0	1	2	1	0	0	0	0	5	5	5	5	0	0	530
1	1	0	2	0	0	1	1	1	2	1	4	1	4	5	3	3	3	0	0	0	535
2	2	0	2	2	1	1	1	1	2	0	1	3	1	1	0	3	3	0	0	0	470
2	2	1	2	1	1	2	1	1	2	0	5	4	4	4	3	3	3	0	0	0	525
0	3	0	2	0	3	2	1	1	2	2	5	5	5	5	0	0	0	0	0	0	286
0	3	0	2	0	3	2	0	1	2	2	5	5	5	5	0	0	0	0	0	0	520
0	3	0	2	0	1	2	0	1	1	2	5	5	4	5	3	3	2	0	0	0	210
3	1	0	2	2	3	1	0	1	2	0	1	0	0	1	4	3	5	4	0	0	75
1	1	0	2	1	3	1	0	1	2	0	4	4	4	3	1	3	1	0	0	0	515
0	3	0	2	2	1	1	1	1	2	2	5	4	4	5	2	1	2	0	0	0	530
0	3	0	2	1	1	1	0	0	2	2	5	4	4	5	2	1	2	0	0	0	525
2	1	0	2	1	1	0	0	1	2	2	3	4	3	2	3	3	3	3	0	0	570
0	2	2	2	1	3	1	0	1	0	2	5	4	4	5	2	3	2	0	0	0	140
0	2	2	2	1	3	1	1	1	2	0	5	4	4	5	2	3	2	0	0	0	545
0	3	0	2	1	1	1	0	1	2	2	5	5	5	5	0	1	1	0	0	0	545
2	3	2	2	1	2	1	0	1	2	1	4	4	4	2	4	3	3	4	0	0	520
4	3	3	2	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	520
3	2	0	2	1	2	2	0	1	0	2	1	1	0	1	4	4	5	4	0	0	570
2	3	0	2	0	3	2	1	1	2	2	3	1	2	2	0	1	3	4	0	0	600
2	3	0	2	0	3	2	0	1	2	2	3	1	2	2	0	1	3	4	0	0	485
0	2	0	2	1	2	2	1	1	2	0	5	5	5	5	3	3	2	0	0	0	505
3	3	2	2	1	2	2	0	1	1	2	0	1	1	0	5	5	5	5	0	0	540
3	3	2	2	0	2	2	1	1	2	1	0	1	1	0	5	5	5	5	0	0	525
2	2	0	2	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	670
0	1	0	2	0	3	1	0	1	2	0	5	4	5	5	1	1	1	1	0	0	219
3	3	3	2	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	635
1	3	1	2	1	3	1	1	1	2	1	3	4	4	3	0	4	2	4	0	0	295
2	3	3	2	1	2	1	1	1	2	1	3	4	2	2	4	2	4	3	0	0	510
2	3	3	2	1	2	1	0	1	1	2	3	4	2	2	4	2	4	3	0	0	250
3	3	0	2	0	2	2	0	1	2	2	1	1	0	1	3	3	5	4	0	0	555
2	3	0	2	0	1	2	1	1	2	2	3	4	2	2	4	2	4	3	0	0	614
2	3	0	2	0	1	2	0	1	2	2	3	4	2	2	4	2	4	3	0	0	419
1	2	1	2	0	2	1	1	1	2	0	5	4	4	4	0	0	0	3	0	0	451
2	2	2	2	1	2	2	1	1	2	0	4	4	2	1	4	4	4	5	0	0	488
3	3	0	2	1	1	1	1	1	2	2	1	0	0	1	5	5	5	1	0	0	540
4	2	0	2	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	510
3	2	1	2	0	2	2	1	1	2	0	1	0	0	0	5	5	5	5	0	0	605
4	2	3	2	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	450
1	1	0	2	1	3	1	0	1	2	0	4	4	3	4	4	3	3	0	0	0	617
4	1	0	2	1	1	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	505
4	2	3	2	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	645
1	1	0	2	0	1	1	0	1	2	0	2	5	4	2	0	4	0	0	0	0	520
1	3	0	2	0	3	2	0	1	2	2	5	4	4	2	0	0	2	4	0	0	525
2	2	0	2	1	3	2	1	1	2	0	4	4	4	4	2	1	2	3	0	0	563
0	4	2	2	1	3	2	1	1	0	0	5	5	4	5	3	3	0	4	0	0	555
2	1	0	2	0	1	1	0	1	2	1	4	4	3	1	4	3	3	4	0	0	510
3	2	3	2	1	3	2	1	1	2	0	3	3	1	1	0	0	0	4	0	0	395
3	3	0	2	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	530
1	2	2	2	0	2	2	1	1	2	0	2	1	0	2	4	3	4	1	0	0	545
0	1	0	2	0	0	0	1	1	2	2	5	5	4	5	3	3	0	4	0	0	510
1	1	0	2	1	1	0	1	0	2	2	1	5	4	1	4	0	0	2	0	0	500
4	3	0	2	0	1	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	550
0	2	1	2	0	2	1	1	1	2	0	5	5	4	5	3	3	2	0	0	0	555
3	1	0	2	1	3	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	585
1	2	1	2	0	1	1	1	1	2	0	2	3	2	2	4	3	3	4	0	0	460
2	3	0	2	2	3	2	1	1	2	1	3	3	4	2	2	2	2	3	0	0	470
2	3	0	2	1	3	2	0	1	1	2	3	3	4	2	2	2	2	3	0	0	244
2	2	1	2	0	2	1	1	1	2	0	3	3	2	3	3	3	3	4	0	0	525
4	2	1	2	0	2	1	1	1	2	0	1	1	0	1	0	0	0	4	0	0	400
4	3	0	2	0	3	2	1	1	2	2	2	0	1	1	4	3	4	4	0	0	510
4	3	0	2	0	3	2	0	1	2	2	2	0	1	1	4	3	4	4	0	0	578
1	1	0	2	1	0	0	0	1	2	2	4	3	2	4	1	1	2	1	0	0	545
2	4	0	2	2	3	1	0	1	0	0	3	2	3	1	3	2	0	4	0	0	105
3	1	0	2	1	3	1	1	1	2	0	1	0	0	1	4	3	5	4	0	0	463
3	3	0	2	1	0	2	1	1	2	1	1	0	0	0	0	5	5	0	0	0	623
3	3	0	2	1	0	2	0	1	1	2	1	0	0	0	0	5	5	0	0	0	285
1	3	0	2	1	1	1	1	1	2	1	5	4	4	3	4	4	3	1	0	0	540
1	3	0	2	2	2	1	1	1	2	1	5	5	4	4	2	3	2	3	0	0	705
1	1	0	2	1	0	1	1	1	2	1	5	4	4	4	4	3	3	4	0	0	640
1	2	0	2	1	3	2	0	1	1	0	5	4	2	4	2	2	2	0	0	0	590
2	3	0	2	1	1	1	1	1	2	1	1	2	3	1	3	3	2	4	0	0	617
0	1	0	2	0	3	1	0	1	2	2	5	5	5	5	0	0	0	0	0	0	520
2	3	0	2	0	3	1	1	1	2	2	3	1	1	2	1	1	1	2	0	0	510
2	3	0	2	0	3	1	0	0	2	2	3	1	1	2	1	1	1	2	0	0	220
3	3	1	2	1	2	1	0	1	1	2	1	0	0	1	5	5	5	1	0	0	405
2	1	0	2	2	3	2	0	1	1	1	5	4	4	3	3	3	2	4	0	0	490
1	3	0	2	2	3	2	1	1	2	1	2	4	2	4	3	3	3	4	0	0	555
2	3	0	2	1	3	1	0	1	1	2	4	4	4	4	1	1	0	1	0	0	477
3	3	1	2	0	3	1	1	1	2	1	3	4	1	1	0	0	4	0	0	0	510
3	3	1	2	0	3	1	0	1	1	2	3	4	1	1	0	0	4	0	0	0	540
2	3	3	2	1	3	2	1	1	2	1	3	3	3	2	2	1	3	1	0	0	438
1	1	1	2	1	3	1	1	1	2	2	1	2	4	2	4	4	4	3	0	0	377
2	1	0	2	0	2	2	1	1	2	2	5	4	4	4	2	0	0	3	0	0	580
0	3	0	2	0	2	2	1	1	2	2	5	5	4	5	0	2	2	0	0	0	478
0	3	0	2	0	2	2	0	1	2	2	5	5	4	5	0	2	2	0	0	0	530
4	3	0	2	2	3	1	1	1	2	1	3	1	0	2	1	1	2	1	0	0	570
3	1	0	2	2	0	1	1	1	2	0	1	0	0	0	4	0	5	5	0	0	525
4	1	0	2	2	3	1	1	1	2	0	1	4	2	2	4	5	4	4	0	0	555
1	2	2	2	1	1	2	1	1	2	0	3	4	3	1	4	4	4	5	0	0	90
3	3	0	2	2	3	1	0	1	2	2	4	4	3	1	4	4	4	4	0	0	505
4	2	0	2	2	2	2	1	1	2	0	1	0	0	0	5	5	5	5	0	0	510
2	1	0	2	1	1	2	0	1	1	2	3	1	1	2	4	3	3	3	0	0	350
2	3	0	2	1	3	2	0	1	2	2	2	1	0	0	4	4	5	5	0	0	510
0	3	0	3	1	2	1	1	1	2	2	5	5	5	5	0	0	0	0	0	0	520
0	3	0	3	1	2	1	0	1	2	2	5	5	5	5	0	0	0	0	0	0	547
3	2	3	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	535
2	1	0	3	1	3	1	1	1	2	0	3	3	2	2	3	2	4	3	0	0	645
3	1	0	3	2	2	1	1	1	2	0	3	1	0	2	0	4	3	0	0	0	455
0	1	0	3	0	2	0	0	1	2	1	5	5	4	5	4	3	3	0	0	0	610
1	1	0	3	1	2	1	0	1	2	2	4	4	2	3	1	1	0	1	0	0	400
2	2	2	3	1	3	2	1	1	2	0	3	3	4	2	4	3	2	4	0	0	525
2	3	3	3	1	2	2	1	1	2	1	3	3	4	2	4	3	2	4	0	0	570
4	3	1	3	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	525
4	3	2	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	225
1	3	0	3	1	2	2	0	1	1	2	3	4	3	3	2	1	3	2	0	0	240
0	3	3	3	1	3	1	1	1	2	1	2	1	2	2	2	3	3	4	0	0	555
1	3	1	3	1	2	1	1	1	2	1	5	4	4	5	2	2	2	0	0	0	420
1	1	0	3	1	1	1	0	1	1	0	5	4	4	5	3	3	3	0	0	0	510
3	3	2	3	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	535
3	3	2	3	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	500
1	2	0	3	0	1	0	1	0	2	0	1	0	0	2	5	5	5	3	0	0	585
0	3	0	3	0	3	2	1	1	2	2	5	5	5	5	1	1	1	0	0	0	505
0	3	0	3	0	3	2	0	1	2	2	5	5	5	5	1	1	1	0	0	0	325
4	3	1	3	1	1	2	1	1	2	1	0	0	0	0	5	5	5	0	0	0	560
4	2	1	3	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	230
3	3	3	3	1	2	2	0	1	1	2	1	0	0	0	0	3	3	4	0	0	565
3	3	2	3	1	3	2	0	1	1	2	1	0	0	1	5	5	4	0	0	0	582
2	3	2	3	1	2	2	1	1	2	1	1	0	0	1	5	3	5	4	0	0	555
2	3	2	3	1	2	2	0	1	1	2	1	0	0	1	5	3	5	4	0	0	315
4	3	0	3	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	560
4	4	0	3	4	0	1	1	0	0	0	0	0	0	0	5	5	5	5	0	0	505
2	3	2	3	1	2	1	1	1	2	1	5	4	4	5	3	2	2	0	0	0	650
2	3	2	3	1	2	1	0	1	1	2	5	4	4	5	3	2	2	0	0	0	335
4	3	0	3	1	3	0	1	1	2	2	0	0	0	0	5	5	5	5	0	0	570
4	3	0	3	1	3	0	0	0	2	2	0	0	0	0	5	5	5	5	0	0	180
4	3	1	3	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	460
2	2	3	3	1	3	2	0	1	0	2	1	1	2	1	0	4	4	0	0	0	360
3	3	0	3	2	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	508
3	1	0	3	1	2	0	0	0	2	1	3	1	1	2	2	2	2	4	0	0	510
4	3	0	3	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	455
4	3	0	3	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	285
2	3	0	3	1	3	2	1	1	2	2	1	2	1	1	1	0	0	1	0	0	530
2	3	0	3	1	3	2	0	1	2	2	1	2	1	1	1	0	0	1	0	0	581
0	0	0	3	3	0	0	0	0	0	2	5	5	5	5	0	1	1	0	0	0	405
1	1	0	3	1	1	1	1	1	2	2	1	3	2	1	0	0	2	4	0	0	525
3	2	0	3	1	2	2	1	1	2	0	0	1	0	1	5	5	5	5	0	0	604
3	3	3	3	1	3	1	1	1	2	1	1	2	1	1	4	4	3	4	0	0	515
3	3	3	3	1	3	1	0	1	1	2	1	2	1	1	4	4	3	4	0	0	385
4	2	0	3	2	3	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	347
2	2	0	3	2	1	1	0	1	1	0	2	1	1	2	3	1	1	4	0	0	260
1	3	0	3	0	3	1	1	1	2	2	5	4	4	5	4	3	3	1	0	0	600
1	3	0	3	0	3	1	0	1	2	2	5	4	4	5	4	3	3	1	0	0	570
1	2	0	3	2	1	1	1	1	0	1	5	4	4	3	1	1	1	2	0	0	225
4	2	1	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	480
1	1	0	3	1	1	1	1	1	2	0	3	3	3	3	0	0	0	1	0	0	590
0	1	2	3	1	0	1	0	1	1	0	5	4	4	3	2	1	0	3	0	0	395
1	1	0	3	1	0	1	0	1	1	0	5	5	4	5	2	2	2	0	0	0	540
3	1	0	3	1	1	0	0	1	2	2	3	4	4	1	4	4	3	4	0	0	485
2	1	0	3	1	3	0	1	0	2	0	5	4	4	5	0	0	0	3	0	0	556
4	3	1	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	580
0	1	3	3	1	1	0	0	1	2	1	5	4	4	5	0	0	0	0	0	0	555
3	2	0	3	1	3	1	1	1	2	0	1	0	0	1	4	3	3	4	0	0	555
4	2	2	3	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	540
1	3	0	3	2	3	2	1	1	1	1	1	0	1	2	4	4	3	0	0	0	420
1	3	0	3	1	3	2	0	1	1	1	1	0	1	2	4	4	3	0	0	0	530
3	3	2	3	1	2	1	1	1	2	1	3	1	0	1	4	4	3	4	0	0	531
3	1	0	3	2	0	1	1	1	2	2	1	0	0	1	3	0	4	0	0	0	526
4	2	0	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	510
1	3	1	3	1	3	1	1	1	2	2	3	4	2	2	3	3	3	4	0	0	385
0	1	0	3	0	2	0	0	0	2	0	5	5	4	5	0	0	0	0	0	0	475
4	1	2	3	1	1	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	560
4	2	0	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	495
1	0	0	3	3	0	1	0	1	0	2	4	4	3	2	3	2	2	2	0	0	465
1	2	1	3	0	3	2	1	1	2	0	1	4	4	2	3	3	2	4	0	0	575
3	3	0	3	1	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	540
3	3	1	3	0	3	2	0	1	1	2	1	0	0	0	4	4	4	5	0	0	105
1	2	1	3	1	1	1	1	1	2	0	4	4	4	2	4	3	0	4	0	0	560
3	2	1	3	1	2	1	1	1	2	0	2	0	1	2	0	4	3	4	0	0	550
2	1	0	3	0	2	1	1	1	2	0	3	4	3	2	1	1	1	0	0	0	550
1	3	3	3	1	3	1	1	1	2	1	1	1	0	1	1	5	5	1	0	0	295
1	3	3	3	1	3	1	0	1	1	2	1	1	0	1	1	5	5	1	0	0	515
3	3	0	3	0	3	2	1	1	2	2	3	1	1	2	4	3	3	4	0	0	439
3	1	0	3	0	1	0	1	1	2	0	2	1	0	1	2	2	4	3	0	0	555
0	1	0	3	0	2	1	1	1	2	0	5	5	4	5	0	0	0	0	0	0	745
0	4	0	3	2	3	1	1	0	0	0	5	5	4	5	1	0	2	1	0	0	550
3	3	3	3	1	3	2	1	1	2	2	1	1	1	1	3	3	5	4	0	0	560
3	3	3	3	1	3	2	0	1	2	2	1	1	1	1	3	3	5	4	0	0	205
2	1	0	3	1	0	1	1	1	2	2	4	4	4	2	4	2	2	1	0	0	510
1	3	0	3	1	1	1	1	1	2	1	5	4	4	5	1	2	3	1	0	0	530
0	3	1	3	0	1	0	0	0	1	1	5	5	5	5	0	0	0	0	0	0	425
3	3	0	3	1	1	1	1	1	2	2	1	1	0	1	0	0	2	3	0	0	557
3	3	0	3	0	1	1	0	1	2	2	1	1	0	1	0	0	2	3	0	0	460
0	3	0	3	1	3	1	1	1	2	1	4	4	4	5	2	3	4	0	0	0	515
2	1	0	3	0	1	0	0	1	2	1	3	2	1	2	0	0	2	4	0	0	475
1	2	0	3	2	3	2	1	1	2	0	3	2	1	2	1	3	1	2	0	0	170
4	3	1	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	490
4	3	1	3	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	370
3	3	1	3	0	2	1	0	1	1	2	1	1	0	1	3	3	4	4	0	0	405
2	3	2	3	1	3	2	0	1	1	1	1	1	0	2	4	4	3	4	0	0	318
0	3	1	3	0	2	2	1	1	2	1	2	0	0	1	3	5	5	4	0	0	525
3	3	0	3	1	1	1	0	1	1	2	1	0	0	0	0	0	0	5	0	0	260
4	2	1	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	651
4	3	0	3	1	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	295
4	3	0	3	1	2	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	540
2	1	0	3	0	0	1	1	1	2	1	4	4	4	3	1	1	1	2	0	0	330
3	2	0	3	2	1	1	1	1	2	0	1	0	0	0	0	5	5	5	0	0	535
0	2	0	3	0	2	1	0	1	2	0	3	5	5	5	1	1	1	1	0	0	645
2	2	1	3	1	0	1	0	1	1	0	0	0	0	0	4	5	5	5	0	0	530
3	2	3	3	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	525
3	3	0	3	1	3	2	0	1	1	2	1	0	0	1	0	0	0	1	0	0	260
2	3	1	3	0	1	2	1	1	2	1	1	1	0	2	2	2	5	3	0	0	460
1	3	2	3	1	3	1	1	1	2	1	5	4	4	4	2	3	1	2	0	0	510
1	3	2	3	1	3	1	0	1	1	2	5	4	4	4	2	3	1	2	0	0	510
1	2	1	3	1	1	2	1	1	2	0	5	4	4	4	1	1	1	1	0	0	585
2	2	0	3	1	3	2	1	1	2	0	3	3	2	3	2	1	3	3	0	0	499
2	2	1	3	1	1	2	1	1	2	0	1	1	0	1	3	3	5	4	0	0	615
2	3	0	1	1	2	2	1	1	2	1	2	2	1	2	4	3	3	3	0	0	645
1	3	0	3	0	2	1	1	1	2	2	5	5	5	5	2	0	2	3	0	0	105
2	3	0	3	0	3	2	0	1	2	2	5	4	4	4	0	0	0	1	0	0	405
2	3	0	3	0	3	2	1	1	2	2	5	4	4	4	0	0	0	1	0	0	800
1	2	0	3	1	1	1	1	1	2	0	5	4	4	4	2	2	2	0	0	0	465
1	1	0	3	1	1	1	0	1	2	0	4	4	3	2	3	3	2	4	0	0	510
2	2	2	3	1	3	2	1	1	2	0	2	1	0	2	3	2	2	0	0	0	435
1	1	0	3	1	3	1	1	1	2	2	4	5	4	3	1	1	2	1	0	0	590
2	3	0	3	0	3	1	1	1	2	2	3	2	2	2	0	0	0	2	0	0	575
2	3	0	3	0	3	1	0	1	2	2	3	2	2	2	0	0	0	2	0	0	575
2	3	3	3	1	1	1	1	1	2	1	4	2	3	3	2	2	3	3	0	0	455
0	2	2	3	1	2	2	1	1	2	0	3	1	3	2	0	5	5	4	0	0	530
0	2	2	3	0	2	2	0	1	0	2	3	1	3	2	0	5	5	4	0	0	555
2	2	0	3	1	3	2	1	1	2	0	4	4	4	3	3	2	2	3	0	0	190
2	3	1	3	1	3	2	1	1	2	1	2	1	0	1	0	0	2	4	0	0	545
2	3	1	3	0	3	2	0	1	1	2	2	1	0	1	0	0	2	4	0	0	543
4	3	1	3	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	510
4	3	1	3	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	505
1	2	1	3	1	3	1	1	1	2	0	4	4	4	5	2	4	3	0	0	0	525
1	2	1	3	0	3	1	0	1	0	2	4	4	4	5	2	4	3	0	0	0	135
3	3	0	3	1	2	1	1	1	2	1	1	0	0	0	5	5	5	3	0	0	535
3	3	0	3	1	2	1	0	1	1	2	1	0	0	0	5	5	5	3	0	0	260
0	2	0	3	0	2	1	1	1	2	0	3	4	4	5	1	2	2	0	0	0	670
1	3	0	3	1	3	2	0	1	1	1	4	4	3	4	4	3	3	0	0	0	741
2	2	0	3	1	3	1	1	1	2	0	4	4	1	1	1	4	4	3	0	0	585
0	3	2	3	1	3	1	1	1	2	2	5	4	4	5	1	1	3	1	0	0	540
0	3	2	3	1	3	1	0	1	2	2	5	4	4	5	1	1	3	1	0	0	510
2	3	0	3	0	3	1	1	1	2	2	2	4	4	2	0	1	2	0	0	0	565
0	1	1	3	1	1	1	0	1	1	0	5	5	5	5	1	1	0	0	0	0	335
1	1	0	3	0	2	1	0	1	2	0	2	5	4	2	4	4	4	4	0	0	505
1	3	3	3	1	3	1	0	1	2	2	0	0	1	1	5	5	5	4	0	0	520
0	1	0	3	1	0	0	0	0	1	2	3	4	2	3	1	1	3	0	0	0	280
3	3	2	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	470
3	3	2	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	80
2	3	3	3	1	3	1	1	1	2	2	3	4	4	2	4	3	2	4	0	0	480
2	3	3	3	1	3	1	0	1	2	2	3	4	4	2	4	3	2	4	0	0	423
0	3	0	3	0	2	1	0	1	2	2	5	5	5	5	0	0	0	0	0	0	545
4	3	0	3	0	2	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	245
4	3	0	3	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	495
4	3	0	3	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	580
2	2	0	3	0	1	0	1	1	2	0	4	4	3	2	0	0	0	0	0	0	570
2	2	1	3	1	3	2	1	1	2	0	5	4	4	4	3	3	2	0	0	0	515
