Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration
4	2	1	1	0	1	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	595
4	3	0	1	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	430
4	3	0	1	1	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	605
1	3	2	1	1	2	1	1	1	2	1	1	0	0	1	3	5	4	4	0	0	555
4	3	0	1	2	1	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	540
4	3	0	1	2	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	430
2	3	0	1	2	3	2	1	1	2	1	3	2	0	1	0	0	4	4	0	0	520
2	3	0	1	1	3	2	0	1	1	2	3	2	0	1	0	0	4	4	0	0	514
0	3	0	1	0	1	1	1	1	2	2	5	5	4	5	0	0	1	0	0	0	585
2	3	2	1	1	3	1	1	1	2	1	4	1	4	2	4	3	3	0	0	0	550
2	3	2	1	1	3	1	0	1	1	2	4	1	4	2	4	3	3	0	0	0	495
2	1	0	1	1	3	1	1	1	2	0	5	5	4	5	1	1	0	2	0	0	435
4	2	0	1	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	295
1	2	0	1	2	2	2	0	1	2	0	3	4	4	3	0	4	2	4	0	0	495
3	3	1	1	1	2	1	1	1	2	1	3	1	0	1	3	3	4	4	0	0	560
3	3	1	1	1	2	1	0	1	1	2	3	1	0	1	3	3	4	4	0	0	515
2	2	0	1	1	1	1	1	1	1	0	3	4	2	2	4	3	3	3	0	0	535
0	3	1	1	0	3	1	0	1	1	2	5	5	5	5	0	2	2	1	0	0	365
1	3	1	1	1	1	2	1	1	2	1	5	4	4	4	0	0	1	1	0	0	550
0	2	0	1	2	3	2	1	1	2	0	5	4	4	5	1	0	1	0	0	0	520
4	3	3	1	1	3	2	0	1	1	2	1	0	0	0	2	5	5	5	0	0	575
2	1	0	1	2	1	1	1	1	1	0	1	0	0	1	4	0	3	4	0	0	525
2	1	0	1	1	2	1	1	1	2	0	1	3	1	1	3	5	5	4	0	0	570
2	1	0	1	1	1	2	1	1	2	1	5	4	4	5	0	1	0	0	0	0	525
1	3	0	1	1	3	1	0	1	1	2	5	4	4	4	1	1	1	1	0	0	474
1	3	0	1	1	3	1	1	1	2	1	5	4	4	4	1	1	1	1	0	0	681
2	3	0	1	0	1	2	0	1	1	2	3	2	1	2	0	0	2	4	0	0	460
2	3	0	1	0	1	2	1	1	2	1	3	2	1	2	0	0	2	4	0	0	505
4	3	2	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	592
4	3	2	1	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	302
1	2	0	1	2	3	1	1	1	2	0	5	5	4	4	4	3	3	4	0	0	520
1	1	0	1	2	2	1	0	1	2	0	4	4	3	4	1	1	2	3	0	0	300
1	3	0	1	0	3	2	1	1	2	2	5	5	4	5	2	2	0	3	0	0	561
1	3	0	1	0	3	2	0	1	2	2	5	5	4	5	2	2	0	3	0	0	570
4	3	1	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	510
1	0	0	1	1	0	1	1	1	0	0	5	4	4	4	1	3	3	2	0	0	372
1	4	0	1	1	3	2	0	1	0	0	4	3	4	3	3	2	2	4	0	0	275
4	2	0	1	2	0	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	390
0	3	0	1	1	3	2	1	1	2	2	4	4	4	5	0	2	0	0	0	0	510
0	3	0	1	1	3	2	0	1	2	2	4	4	4	5	0	2	0	0	0	0	485
2	3	3	1	1	3	1	1	1	2	1	4	4	4	3	1	1	1	1	0	0	540
0	1	0	1	0	2	0	0	1	2	1	5	5	5	5	0	0	0	0	0	0	469
0	3	0	1	0	3	2	1	1	2	2	5	5	4	5	3	3	0	4	0	0	485
0	3	0	1	0	3	2	0	1	2	2	5	5	4	5	3	3	0	4	0	0	200
1	3	3	1	1	3	2	1	1	2	1	5	5	4	5	1	1	1	2	0	0	260
3	3	3	1	1	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	525
4	3	1	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	80
0	2	0	1	2	2	1	1	1	2	0	3	4	2	3	1	1	3	0	0	0	535
4	3	2	1	1	3	2	1	1	2	1	0	4	0	0	4	5	4	5	0	0	580
4	3	2	1	1	3	2	0	1	1	2	0	4	0	0	4	5	4	5	0	0	305
2	1	0	1	0	2	1	1	1	2	1	0	4	4	1	5	5	3	4	0	0	540
1	3	1	1	1	3	2	1	1	2	1	2	1	2	3	4	3	3	3	0	0	510
1	3	1	1	1	3	2	0	1	1	2	2	1	2	3	4	3	3	3	0	0	515
4	3	1	1	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	560
4	3	1	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	380
4	3	0	1	1	1	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	510
1	1	0	1	0	3	1	1	1	2	2	5	4	4	4	3	3	2	0	0	0	500
1	1	0	1	1	2	1	0	1	2	2	3	4	4	3	2	3	2	0	0	0	540
1	3	3	1	1	2	1	1	1	2	1	5	4	4	4	3	3	2	2	0	0	570
4	2	3	1	1	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	490
4	3	2	1	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	540
4	3	1	1	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	498
4	3	1	1	0	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	545
2	3	0	1	1	2	1	1	1	2	2	4	4	2	2	0	0	2	0	0	0	510
4	3	0	1	1	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	550
4	3	0	1	1	3	2	1	1	2	2	1	0	0	0	5	5	5	5	0	0	540
3	3	2	1	0	1	2	1	1	2	1	1	0	0	1	5	3	5	4	0	0	495
3	3	2	1	0	1	2	0	1	1	2	1	0	0	1	5	3	5	4	0	0	350
3	3	1	1	1	2	1	1	1	2	1	1	0	1	1	5	2	0	3	0	0	490
3	3	1	1	0	2	1	0	1	1	2	1	0	1	1	5	2	0	3	0	0	235
0	3	3	1	1	3	1	1	1	2	1	5	5	5	5	0	0	1	0	0	0	240
0	3	3	1	1	3	1	0	1	1	2	5	5	5	5	0	0	1	0	0	0	465
0	3	0	1	0	3	1	1	1	2	2	5	5	4	5	2	2	2	3	0	0	195
3	3	2	1	2	3	2	1	1	2	1	1	1	0	1	5	0	0	2	0	0	615
3	3	2	1	1	3	2	0	1	1	2	1	1	0	1	5	0	0	2	0	0	570
1	3	0	1	2	2	1	1	0	1	1	1	1	3	1	4	4	3	4	0	0	420
1	3	0	1	1	2	1	0	1	1	1	1	1	3	1	4	4	3	4	0	0	475
0	2	1	1	0	0	1	1	1	2	0	5	5	5	5	1	1	0	0	0	0	524
4	1	2	1	1	2	2	0	1	2	0	0	0	0	0	5	5	5	5	0	0	470
1	1	0	1	1	1	1	0	1	2	0	5	4	4	2	4	4	2	4	0	0	725
0	2	0	1	1	3	0	0	1	1	0	5	5	5	5	2	3	2	1	0	0	435
2	2	2	1	1	1	1	1	1	2	0	3	3	4	3	3	3	2	4	0	0	485
3	3	3	1	1	3	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	560
3	3	3	1	1	3	1	0	1	1	2	1	0	0	0	5	5	5	5	0	0	475
3	1	0	1	2	2	1	0	1	2	0	4	4	3	4	2	1	2	3	0	0	540
4	1	2	1	1	2	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	175
2	3	2	1	1	1	1	0	1	1	0	5	4	4	4	3	3	3	0	0	0	120
1	3	1	1	0	3	2	1	1	2	1	5	4	3	5	3	3	3	3	0	0	537
3	3	2	1	1	1	2	1	1	2	1	0	0	1	0	5	5	4	5	0	0	465
3	3	2	1	1	1	2	0	1	1	2	0	0	1	0	5	5	4	5	0	0	365
0	3	0	1	1	3	1	1	1	2	2	2	0	0	1	3	5	5	4	0	0	515
4	3	0	1	1	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	525
4	3	0	1	1	1	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	555
2	2	0	1	1	2	1	0	0	1	0	3	3	2	1	4	3	3	4	0	0	470
0	2	1	1	1	3	2	1	1	2	0	5	5	5	5	1	1	0	2	0	0	575
3	3	1	1	1	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	525
1	3	3	1	1	2	0	1	0	2	1	5	5	4	5	1	1	1	2	0	0	608
1	3	3	1	1	2	0	0	0	1	2	5	5	4	5	1	1	1	2	0	0	240
1	3	0	1	0	2	2	1	1	2	2	5	4	4	4	0	0	2	3	0	0	490
1	3	0	1	0	2	2	0	1	2	2	5	4	4	4	0	0	2	3	0	0	580
4	2	0	1	2	3	2	1	1	2	0	2	4	3	3	4	3	4	4	0	0	335
2	3	1	1	1	3	2	1	1	2	2	3	2	0	1	0	0	4	4	0	0	525
2	3	1	1	1	3	2	0	1	2	2	3	2	0	1	0	0	4	4	0	0	525
3	2	2	1	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	557
2	3	1	1	1	3	1	0	1	1	2	3	2	0	1	0	0	2	3	0	0	510
1	1	0	1	1	1	1	0	1	1	1	4	3	4	3	4	3	3	3	0	0	390
2	3	1	1	0	2	1	1	1	2	1	3	4	1	2	4	3	4	4	0	0	585
3	3	0	1	0	2	1	1	1	2	2	1	0	0	0	0	5	5	0	0	0	465
3	3	0	1	0	2	1	0	0	2	2	1	0	0	0	0	5	5	0	0	0	521
4	3	1	1	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	515
0	1	0	1	1	0	1	0	1	2	2	5	4	4	5	2	3	2	0	0	0	615
0	2	2	1	1	2	1	1	0	2	0	5	4	4	5	2	0	2	0	0	0	255
4	1	0	1	1	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	565
2	2	0	1	2	3	2	1	1	2	0	4	4	3	3	1	2	1	2	0	0	485
4	3	0	1	2	3	2	1	1	2	1	1	0	0	1	0	5	5	4	0	0	380
4	3	0	1	2	3	2	0	1	1	2	1	0	0	1	0	5	5	4	0	0	405
2	2	0	1	1	1	1	1	1	2	0	4	4	2	3	0	0	1	0	0	0	540
1	3	0	1	1	1	2	1	1	2	1	1	0	1	2	4	4	3	0	0	0	450
3	1	0	1	1	0	1	1	1	2	1	2	1	0	1	0	0	2	0	0	0	620
3	3	0	1	0	2	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	525
3	3	0	1	0	2	1	0	1	2	2	1	0	0	0	5	5	5	5	0	0	590
3	1	0	1	0	2	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	620
2	3	2	1	1	3	1	1	1	2	1	3	4	1	2	4	3	4	4	0	0	525
1	1	0	1	1	1	2	0	1	1	1	1	3	3	2	4	5	3	5	0	0	240
0	1	0	1	1	0	0	0	0	1	0	5	5	5	5	2	2	2	1	0	0	510
1	1	0	1	1	3	2	1	1	2	0	1	4	4	3	4	4	2	4	0	0	210
0	3	1	1	0	3	1	0	1	2	2	3	5	4	4	4	4	3	4	0	0	295
4	3	0	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	528
1	3	0	1	1	1	1	0	1	2	2	3	4	4	1	4	4	4	4	0	0	505
3	3	2	1	1	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	515
3	3	2	1	0	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	170
0	3	1	1	0	2	1	1	0	2	1	5	5	5	5	2	1	0	0	0	0	420
1	3	3	1	1	3	1	0	1	1	2	5	4	4	5	1	1	1	2	0	0	130
0	2	3	1	1	3	1	1	1	2	0	5	5	5	5	3	2	2	4	0	0	360
1	3	1	1	1	3	2	0	1	1	2	0	1	1	1	5	5	3	4	0	0	345
4	2	0	1	2	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	540
1	2	0	1	1	3	1	1	1	2	0	1	4	4	2	4	5	4	4	0	0	480
3	2	3	1	1	3	1	0	1	0	2	1	0	0	1	0	0	2	3	0	0	277
3	2	1	1	0	1	1	1	1	2	0	1	0	0	1	0	0	0	1	0	0	525
2	3	3	1	1	3	2	1	1	2	1	3	4	4	2	4	3	3	4	0	0	240
2	3	3	1	1	3	2	0	1	1	2	3	4	4	2	4	3	3	4	0	0	345
4	3	1	1	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	555
4	3	1	1	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	537
0	3	0	1	2	1	2	1	1	2	1	5	4	4	4	0	0	2	0	0	0	390
3	3	1	1	1	3	2	1	1	2	1	2	1	0	0	0	4	4	5	0	0	343
3	3	1	1	0	3	2	0	1	1	2	2	1	0	0	0	4	4	5	0	0	510
0	3	0	1	1	2	1	1	1	2	2	5	5	5	5	3	2	2	4	0	0	435
2	3	0	1	1	3	2	1	1	2	1	5	5	4	4	4	3	2	0	0	0	495
2	3	0	1	0	3	2	0	1	1	2	5	5	4	4	4	3	2	0	0	0	495
3	2	0	1	1	2	1	1	1	2	0	1	1	0	1	0	0	2	3	0	0	405
2	2	0	1	1	3	2	1	1	2	0	1	4	3	2	4	3	3	4	0	0	545
0	1	0	1	1	3	1	0	1	2	2	5	5	5	5	2	1	0	0	0	0	510
1	1	0	1	0	0	0	1	1	1	2	4	5	4	5	1	3	2	2	0	0	505
4	3	0	1	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	520
4	2	0	1	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	523
0	1	0	1	0	2	0	0	1	2	0	5	5	5	5	1	0	2	0	0	0	565
4	3	1	1	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	555
4	3	1	1	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	513
3	3	3	1	1	3	2	1	1	2	1	1	1	0	1	0	0	0	1	0	0	370
3	2	1	1	1	2	2	1	1	2	0	1	0	0	0	0	5	5	5	0	0	516
0	1	0	1	2	3	2	1	1	2	0	5	5	4	5	1	1	1	0	0	0	345
2	2	0	1	2	3	1	0	1	0	2	5	4	4	4	1	1	1	2	0	0	185
2	2	2	1	1	1	1	1	1	2	0	4	4	4	3	0	2	2	3	0	0	490
1	1	0	1	0	1	1	0	1	2	0	5	5	4	3	0	0	0	0	0	0	547
1	1	0	1	1	3	1	0	1	2	0	4	4	4	2	4	3	2	3	0	0	525
4	3	3	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	265
2	3	0	1	1	3	2	1	1	2	2	2	1	1	1	0	1	1	0	0	0	515
2	3	0	1	1	3	2	0	1	2	2	2	1	1	1	0	1	1	0	0	0	575
4	2	0	1	2	3	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	480
2	3	0	1	0	2	1	1	1	2	2	4	3	2	2	4	3	2	4	0	0	485
2	3	1	1	1	3	2	1	1	2	1	0	4	1	1	4	4	4	4	0	0	580
2	3	1	1	1	1	2	0	1	2	2	1	3	1	1	3	5	5	4	0	0	495
2	3	1	1	1	1	2	1	1	2	2	1	3	1	1	3	5	5	4	0	0	720
3	2	3	1	1	3	2	1	1	2	0	1	0	0	1	2	4	4	3	0	0	510
4	3	0	1	0	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	575
4	3	0	1	0	1	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	535
4	3	1	1	1	3	2	1	1	2	1	1	2	1	2	3	4	4	4	0	0	450
4	3	1	1	1	3	2	0	1	1	2	1	2	1	2	3	4	4	4	0	0	270
2	3	2	1	1	3	1	1	1	2	2	3	3	4	1	0	0	0	3	0	0	134
2	3	2	1	1	3	1	0	1	2	2	3	3	4	1	0	0	0	3	0	0	401
4	3	0	1	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	605
3	3	1	1	0	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	292
2	3	3	1	1	3	2	0	1	2	2	4	4	2	3	0	0	1	0	0	0	525
1	3	1	1	0	2	2	1	1	2	1	3	4	2	2	3	3	2	4	0	0	540
2	1	0	1	1	1	1	0	1	1	0	1	4	3	1	2	5	2	3	0	0	466
3	2	2	1	1	1	1	0	1	0	2	3	1	0	2	1	1	5	1	0	0	518
4	3	0	1	2	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	409
0	3	0	1	1	3	1	1	1	2	2	5	4	4	5	3	3	0	0	0	0	243
0	3	0	1	1	3	1	0	1	2	2	5	4	4	5	3	3	0	0	0	0	610
2	3	0	1	0	3	2	0	1	2	2	5	4	4	4	2	0	0	4	0	0	560
2	3	0	1	0	3	2	1	1	2	2	5	4	4	4	2	0	0	4	0	0	515
3	3	2	1	1	1	2	1	1	2	1	1	0	0	1	5	5	5	4	0	0	555
3	3	2	1	1	1	2	0	1	1	2	1	0	0	1	5	5	5	4	0	0	223
1	3	0	1	0	3	2	0	1	1	2	5	5	4	4	4	3	3	4	0	0	480
1	3	0	1	0	3	2	1	1	2	1	5	5	4	4	4	3	3	4	0	0	543
1	3	1	1	1	1	1	1	0	2	1	1	2	1	2	4	3	5	0	0	0	500
1	3	1	1	0	1	1	0	1	1	2	1	2	1	2	4	3	5	0	0	0	345
1	2	2	1	1	3	1	1	1	2	0	2	0	0	2	2	2	5	3	0	0	787
3	1	2	1	1	1	1	0	1	1	0	1	0	0	1	3	5	5	4	0	0	315
4	1	0	1	2	2	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	445
1	2	0	1	1	2	1	1	1	2	0	5	4	2	5	1	1	2	1	0	0	545
1	1	0	1	2	0	1	0	1	2	0	5	5	4	5	0	0	0	2	0	0	640
4	1	0	1	1	0	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	585
3	2	3	1	1	3	2	1	1	2	0	1	0	0	1	5	5	4	0	0	0	594
1	2	0	1	2	2	0	1	0	2	0	3	4	2	2	4	3	3	4	0	0	585
2	3	3	1	1	0	1	1	1	2	1	3	4	4	4	3	2	2	2	0	0	495
2	3	3	1	1	0	1	0	1	1	2	3	4	4	4	3	2	2	2	0	0	390
4	2	1	1	0	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	601
1	2	0	1	1	2	1	1	1	2	0	5	5	4	5	2	1	2	3	0	0	530
4	1	0	1	1	0	1	1	1	2	0	1	0	0	1	4	5	5	5	0	0	345
2	3	1	1	0	0	1	0	1	1	2	1	3	2	1	1	1	1	2	0	0	525
1	3	0	1	1	3	1	1	1	2	2	5	4	4	4	3	3	2	2	0	0	560
1	3	0	1	1	3	1	0	1	2	2	5	4	4	4	3	3	2	2	0	0	515
0	3	0	1	1	3	1	1	1	2	1	4	4	3	4	3	3	2	3	0	0	520
0	3	0	1	1	3	1	0	1	1	2	4	4	3	4	3	3	2	3	0	0	385
3	2	3	1	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	265
0	1	0	1	1	1	1	1	1	2	2	5	4	4	4	2	2	3	2	0	0	540
1	3	2	1	1	3	2	1	1	2	1	3	4	2	2	4	3	3	4	0	0	540
1	3	2	1	1	3	2	0	1	1	2	3	4	2	2	4	3	3	4	0	0	255
0	0	0	1	1	2	1	1	1	0	0	4	4	4	3	3	3	3	0	0	0	540
1	3	1	1	1	3	1	1	1	2	1	5	5	4	3	1	1	1	2	0	0	575
1	3	1	1	1	3	1	0	1	1	2	5	5	4	3	1	1	1	2	0	0	360
1	2	0	1	2	1	1	1	1	2	0	3	3	2	3	0	0	2	1	0	0	285
3	1	0	1	1	2	1	1	1	2	0	1	1	1	1	3	3	5	4	0	0	520
0	1	0	1	1	2	0	1	1	2	0	5	5	5	5	2	1	1	0	0	0	527
1	2	2	1	1	1	1	1	1	2	0	5	4	4	4	4	3	2	4	0	0	550
3	3	1	1	1	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	545
3	3	1	1	1	1	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	510
3	2	1	1	1	1	1	1	1	2	0	2	1	0	1	4	4	4	4	0	0	545
3	3	2	1	1	2	1	0	1	1	2	0	1	0	0	5	5	5	5	0	0	510
1	3	1	1	0	1	1	1	1	2	2	5	4	4	4	0	1	1	1	0	0	510
4	4	0	1	2	2	2	0	1	0	0	0	1	0	0	4	5	4	5	0	0	275
3	4	3	1	1	1	1	1	1	0	0	1	0	0	1	0	5	5	4	0	0	490
0	3	0	1	2	3	1	1	1	2	2	0	0	2	0	5	4	2	3	0	0	500
0	3	0	1	1	3	1	0	1	2	2	0	0	2	0	5	4	2	3	0	0	735
2	3	1	1	0	2	1	1	1	2	1	5	4	4	5	0	1	0	0	0	0	525
2	3	1	1	0	2	1	0	1	1	2	5	4	4	5	0	1	0	0	0	0	250
4	2	2	1	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	535
1	2	0	1	1	3	1	0	1	0	2	4	4	4	3	4	3	3	4	0	0	465
1	2	0	1	1	3	1	1	1	2	0	4	4	4	3	4	3	3	4	0	0	515
3	3	0	1	1	2	1	1	1	2	1	2	1	0	1	0	0	2	0	0	0	360
2	2	0	1	1	2	1	1	1	2	0	3	3	2	2	4	3	3	4	0	0	550
2	1	0	1	1	2	0	1	1	2	2	2	1	0	2	3	2	2	0	0	0	545
3	3	0	1	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	80
1	2	0	1	0	1	1	1	1	2	0	3	4	4	3	2	3	2	0	0	0	520
3	1	0	1	0	3	1	0	1	2	0	4	4	3	4	2	1	2	3	0	0	495
1	2	0	1	1	3	2	1	1	2	0	1	2	2	1	4	2	2	3	0	0	140
4	2	0	1	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	670
2	3	0	1	2	2	1	1	1	2	1	2	1	0	1	4	4	5	3	0	0	680
2	3	0	1	0	2	2	1	1	2	2	1	0	0	1	5	5	5	5	0	0	520
2	3	0	1	0	2	2	0	1	2	2	1	0	0	1	5	5	5	5	0	0	520
1	3	1	1	0	1	1	0	1	1	2	4	4	4	3	4	0	0	4	0	0	522
1	1	0	1	0	1	1	0	1	2	2	1	0	1	1	3	4	2	3	0	0	515
3	1	0	1	1	1	1	1	1	2	1	1	0	0	0	0	3	3	4	0	0	640
4	3	0	1	2	3	2	1	1	2	1	1	0	1	1	4	5	5	5	0	0	555
1	0	0	1	1	0	1	1	1	0	1	5	5	4	5	2	1	2	3	0	0	525
2	2	1	1	1	1	1	1	1	2	0	1	2	0	1	0	0	2	0	0	0	470
0	1	0	1	1	1	1	0	1	2	0	5	5	4	5	3	1	2	0	0	0	265
2	3	0	1	0	1	1	1	1	2	1	1	1	0	2	2	2	5	3	0	0	550
0	3	0	1	1	1	1	0	1	1	2	5	5	5	5	0	0	0	0	0	0	615
2	3	1	1	1	3	2	1	1	2	1	3	2	0	1	4	3	4	4	0	0	390
2	3	1	1	0	3	2	0	1	1	2	3	2	0	1	4	3	4	4	0	0	405
1	2	0	1	1	3	1	0	1	1	0	5	5	4	4	1	1	0	2	0	0	270
3	3	2	1	1	2	2	1	1	2	1	1	0	0	1	0	5	5	3	0	0	510
3	3	2	1	1	2	2	0	1	1	2	1	0	0	1	0	5	5	3	0	0	325
3	3	2	1	1	3	2	1	1	2	1	2	0	1	2	0	4	3	4	0	0	495
2	3	1	1	0	3	2	1	1	2	1	3	4	1	2	4	3	4	4	0	0	512
4	3	0	1	0	1	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	330
1	3	1	1	0	1	2	1	1	2	1	5	4	4	4	2	2	2	0	0	0	510
1	3	1	1	0	1	2	0	1	1	2	5	4	4	4	2	2	2	0	0	0	240
4	3	1	1	1	1	2	1	1	2	1	0	0	0	0	4	5	5	5	0	0	540
4	3	1	1	0	1	2	0	1	1	2	0	0	0	0	4	5	5	5	0	0	484
1	3	0	1	0	3	2	0	1	2	2	5	4	4	2	0	0	2	4	0	0	570
1	1	0	1	1	1	1	1	1	2	2	2	5	4	2	0	4	0	0	0	0	557
1	1	0	1	0	0	1	0	1	2	1	1	4	2	2	4	4	4	3	0	0	520
4	3	3	1	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	515
4	3	3	1	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	360
3	3	2	1	1	3	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	520
2	2	0	1	1	1	1	0	1	2	0	3	4	4	4	4	3	3	4	0	0	530
0	2	0	1	1	3	2	1	1	2	0	5	5	5	5	0	0	0	0	0	0	100
0	3	2	1	1	2	1	1	1	2	1	5	5	5	5	0	0	0	1	0	0	560
0	3	2	1	1	2	1	0	1	1	2	5	5	5	5	0	0	0	1	0	0	535
1	2	0	1	4	3	2	1	1	1	0	5	5	4	5	1	0	0	1	0	0	429
1	2	3	1	1	2	1	1	1	2	0	2	4	4	2	0	4	3	0	0	0	540
4	3	0	1	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	635
4	3	0	1	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	380
3	3	0	1	1	3	1	1	1	2	2	3	3	0	2	2	2	3	3	0	0	585
3	3	0	1	1	3	1	0	1	2	2	3	3	0	2	2	2	3	3	0	0	475
3	2	1	1	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	265
4	3	0	1	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	540
4	3	0	1	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	350
1	2	1	1	1	3	1	1	1	2	0	1	1	2	0	4	5	5	5	0	0	150
0	2	2	1	1	3	2	1	1	2	0	5	5	5	5	2	2	2	1	0	0	510
4	1	0	1	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	450
4	2	2	1	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	520
4	2	2	1	1	1	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	220
1	3	0	1	1	3	2	1	1	2	2	5	4	4	4	2	2	2	0	0	0	340
1	3	0	1	1	3	2	0	1	2	2	5	4	4	4	2	2	2	0	0	0	175
2	1	0	1	1	3	1	0	1	1	2	3	2	0	2	3	2	2	4	0	0	495
2	2	2	1	1	3	2	1	1	2	0	4	4	4	3	3	2	2	4	0	0	685
0	2	1	1	1	3	2	1	1	2	0	5	5	4	5	2	2	2	3	0	0	460
1	2	0	1	1	3	2	1	1	2	0	4	4	2	3	4	4	3	4	0	0	280
0	2	0	1	0	1	0	1	0	2	0	3	5	4	5	4	3	3	3	0	0	510
4	2	1	1	0	2	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	115
3	3	0	1	0	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	515
4	1	0	1	0	0	1	0	1	2	2	1	0	0	0	5	5	5	5	0	0	330
1	2	0	1	2	3	1	1	1	2	0	5	4	3	4	3	4	4	3	0	0	695
3	1	0	1	1	3	1	1	1	2	2	3	1	0	1	0	0	2	0	0	0	355
2	1	0	1	1	3	1	1	1	2	2	3	4	3	3	4	4	4	4	0	0	125
0	3	0	1	0	2	1	1	1	2	2	5	5	4	5	1	0	2	1	0	0	150
0	3	0	1	0	2	1	0	1	2	2	5	5	4	5	1	0	2	1	0	0	190
2	2	1	1	0	2	1	1	1	2	0	2	4	2	2	4	5	5	4	0	0	435
1	2	0	1	0	1	1	1	1	2	0	2	5	4	2	0	4	0	0	0	0	500
4	2	3	1	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	520
4	3	1	1	1	3	2	0	1	1	2	1	0	1	1	4	5	5	5	0	0	485
